itemID,item,type,choices,category,definition,complexity_category,gloss,uni_lemma
item_101,plaster_bandage,word,produces,NA,plaster/bandage,NA,plaster/bandage,bandaid
item_102,front,word,produces,NA,front,NA,front,front
item_103,long,word,produces,NA,long,NA,long,long
item_104,although,word,produces,NA,although,NA,although,although
item_105,blade,word,produces,NA,blade,NA,blade,knife
item_106,idea,word,produces,NA,idea,NA,idea,idea
item_107,lost,word,produces,NA,lost,NA,lost,lost
item_108,because,word,produces,NA,because,NA,because,because
item_109,computer,word,produces,NA,computer,NA,computer,computer
item_110,camping,word,produces,NA,camping,NA,camping,camping
item_111,angry,word,produces,NA,angry,NA,angry,angry
item_112,however,word,produces,NA,however,NA,however,however
item_1,s01s1,complexity,simple; complex,NA,s01s1,NA,NA,NA
item_2,s02s1,complexity,simple; complex,NA,s02s1,NA,NA,NA
item_3,s03s1,complexity,simple; complex,NA,s03s1,NA,NA,NA
item_4,s04s1,complexity,simple; complex,NA,s04s1,NA,NA,NA
item_5,s05s1,complexity,simple; complex,NA,s05s1,NA,NA,NA
item_6,s06s1,complexity,simple; complex,NA,s06s1,NA,NA,NA
item_7,s07s1,complexity,simple; complex,NA,s07s1,NA,NA,NA
item_8,s08s1,complexity,simple; complex,NA,s08s1,NA,NA,NA
item_9,s09s1,complexity,simple; complex,NA,s09s1,NA,NA,NA
item_10,s10s1,complexity,simple; complex,NA,s10s1,NA,NA,NA
item_11,s11s1,complexity,simple; complex,NA,s11s1,NA,NA,NA
item_12,s12s1,complexity,simple; complex,NA,s12s1,NA,NA,NA
item_113,combines_words,combine,yes; no,NA,Has your child begun to combine words yet?,NA,NA,NA
