id_twin,id_fam,sex,ethnicity,zygosity,mom_ed,s00s1,s01s1,s02s1,s03s1,s04s1,s05s1,s06s1,s07s1,s08s1,s09s1,s10s1,s11s1,s12s1,vc0001,vc0011,vc0021,vc0031,vc0041,vc0051,vc0061,vc0071,vc0081,vc0091,vc0101,vc0111,vc0121,vc0131,vc0141,vc0151,vc0161,vc0171,vc0181,vc0191,vc0201,vc0211,vc0221,vc0231,vc0241,vc0251,vc0261,vc0271,vc0281,vc0291,vc0301,vc0311,vc0321,vc0331,vc0341,vc0351,vc0361,vc0371,vc0381,vc0391,vc0401,vc0411,vc0421,vc0431,vc0441,vc0451,vc0461,vc0471,vc0481,vc0491,vc0501,vc0511,vc0521,vc0531,vc0541,vc0551,vc0561,vc0571,vc0581,vc0591,vc0601,vc0611,vc0621,vc0631,vc0641,vc0651,vc0661,vc0671,vc0681,vc0691,vc0701,vc0711,vc0721,vc0731,vc0741,vc0751,vc0761,vc0771,vc0781,vc0791,vc0801,vc0811,vc0821,vc0831,vc0841,vc0851,vc0861,vc0871,vc0881,vc0891,vc0901,vc0911,vc0921,vc0931,vc0941,vc0951,vc0961,vc0971,vc0981,vc0991,vc1001,age_months
9196782,919678,female,white,DZ,4,1,0,1,1,1,1,1,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,35
9196871,919687,male,white,DZ,4,1,0,1,1,0,1,1,0,0,1,0,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,36
9196872,919687,female,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,36
9196961,919696,female,other,DZ,1,1,0,1,0,0,1,1,0,0,1,1,0,0,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,37
9196962,919696,female,other,DZ,1,1,0,1,1,0,0,0,0,0,1,1,0,0,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,37
9210781,921078,male,white,DZ,3,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
9210782,921078,male,white,DZ,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
9211371,921137,male,white,DZ,7,1,1,1,1,1,1,0,1,0,1,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,35
9211372,921137,male,white,DZ,7,1,1,1,1,1,1,1,1,0,1,0,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,35
9212761,921276,female,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,35
9212762,921276,female,white,DZ,4,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,35
9214741,921474,male,white,DZ,4,1,1,0,1,0,0,0,0,0,0,1,1,0,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,36
9214742,921474,female,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,36
9215791,921579,female,white,DZ,8,1,0,1,0,0,1,1,0,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,35
9215792,921579,male,white,DZ,8,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,35
9216631,921663,female,white,MZ,3,1,0,0,1,0,1,0,0,0,0,1,0,0,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
9216632,921663,female,white,MZ,3,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,35
9216781,921678,male,white,MZ,2,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,36
9216782,921678,male,white,MZ,2,1,0,1,0,0,0,1,0,0,0,0,0,0,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,36
9217681,921768,female,white,DZ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36
9217682,921768,female,white,DZ,3,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,36
9217771,921777,male,white,MZ,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
9217772,921777,male,white,MZ,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
9219661,921966,male,white,DZ,3,1,0,1,1,0,1,1,0,0,1,0,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,NA,36
9219662,921966,male,white,DZ,3,1,0,1,1,0,1,1,0,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,36
9231861,923186,female,white,MZ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
9231862,923186,female,white,MZ,1,1,0,1,0,0,1,0,0,0,1,0,0,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
9241761,924176,male,white,MZ,3,1,1,1,0,0,1,1,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,1,1,NA,36
9241762,924176,male,white,MZ,3,1,1,1,1,0,1,1,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,1,1,NA,36
9251571,925157,male,white,DZ,8,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,36
9251572,925157,male,white,DZ,8,1,0,1,1,0,1,1,0,1,1,1,0,0,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,35
9251661,925166,female,white,DZ,3,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,1,NA,36
9251662,925166,female,white,DZ,3,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,1,NA,36
9281271,928127,female,white,DZ,2,1,0,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,35
9281272,928127,female,white,DZ,2,1,0,1,0,0,0,1,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,35
9281961,928196,female,other,DZ,7,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,1,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,36
9281962,928196,female,other,DZ,7,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,36
9291171,929117,male,white,MZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,36
9291172,929117,male,white,MZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,36
9301371,930137,female,white,DZ,8,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,37
9301372,930137,male,white,DZ,8,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,36
9311961,931196,male,other,DZ,3,1,0,1,0,0,1,1,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,35
9311962,931196,male,other,DZ,3,1,1,1,0,0,1,1,0,0,1,0,0,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,35
9312751,931275,female,white,DZ,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,35
9312752,931275,female,white,DZ,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,35
9314731,931473,female,white,MZ,3,1,1,0,0,0,1,1,0,0,0,1,0,1,NA,NA,1,1,NA,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,35
