id_twin,id_fam,sex,ethnicity,zygosity,mom_ed,s00s1,s01s1,s02s1,s03s1,s04s1,s05s1,s06s1,s07s1,s08s1,s09s1,s10s1,s11s1,s12s1,vc0001,vc0011,vc0021,vc0031,vc0041,vc0051,vc0061,vc0071,vc0081,vc0091,vc0101,vc0111,vc0121,vc0131,vc0141,vc0151,vc0161,vc0171,vc0181,vc0191,vc0201,vc0211,vc0221,vc0231,vc0241,vc0251,vc0261,vc0271,vc0281,vc0291,vc0301,vc0311,vc0321,vc0331,vc0341,vc0351,vc0361,vc0371,vc0381,vc0391,vc0401,vc0411,vc0421,vc0431,vc0441,vc0451,vc0461,vc0471,vc0481,vc0491,vc0501,vc0511,vc0521,vc0531,vc0541,vc0551,vc0561,vc0571,vc0581,vc0591,vc0601,vc0611,vc0621,vc0631,vc0641,vc0651,vc0661,vc0671,vc0681,vc0691,vc0701,vc0711,vc0721,vc0731,vc0741,vc0751,vc0761,vc0771,vc0781,vc0791,vc0801,vc0811,vc0821,vc0831,vc0841,vc0851,vc0861,vc0871,vc0881,vc0891,vc0901,vc0911,vc0921,vc0931,vc0941,vc0951,vc0961,vc0971,vc0981,vc0991,vc1001,age_months
1664341,166434,male,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,36
1664342,166434,female,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,36
1664431,166443,male,white,DZ,3,1,0,1,1,0,1,0,0,0,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,NA,37
1664432,166443,female,white,DZ,3,1,1,1,0,0,1,1,0,0,1,1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,NA,1,NA,37
1664581,166458,male,white,DZ,2,1,0,1,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,34
1664582,166458,female,white,DZ,2,1,0,1,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,34
1664611,166461,female,white,MZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,36
1664612,166461,female,white,MZ,4,1,1,1,1,1,1,1,0,0,1,1,0,0,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,36
1664701,166470,female,white,DZ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,35
1664702,166470,female,white,DZ,2,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,35
1664851,166485,male,white,DZ,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,35
1664852,166485,female,white,DZ,NA,1,0,1,0,0,1,0,0,0,1,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
1665061,166506,female,white,DZ,7,1,1,1,1,0,1,0,0,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,35
1665062,166506,female,white,DZ,7,1,1,0,0,0,1,0,0,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,35
1665151,166515,female,white,MZ,NA,1,1,1,1,1,1,0,1,0,1,1,0,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,36
1665152,166515,female,white,MZ,NA,1,1,1,1,1,1,0,1,0,1,1,0,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,1,1,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,36
1665241,166524,female,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,35
1665242,166524,male,white,DZ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,35
1665331,166533,female,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,39
1665332,166533,female,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,39
1665421,166542,female,white,MZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,36
1665422,166542,female,white,MZ,7,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,36
1665481,166548,male,white,DZ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,35
1665482,166548,female,white,DZ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,35
1665571,166557,female,white,MZ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1665572,166557,female,white,MZ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1665841,166584,female,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,35
1665842,166584,male,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,35
1666231,166623,male,white,DZ,4,1,0,1,1,0,1,0,0,0,0,0,0,0,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
1666232,166623,female,white,DZ,4,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,36
1666291,166629,male,white,MZ,NA,1,0,1,0,0,1,0,0,0,0,0,0,1,NA,NA,1,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,36
1666292,166629,male,white,MZ,NA,1,0,1,0,0,1,0,0,0,0,0,0,1,NA,NA,1,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,36
1666321,166632,female,white,MZ,4,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37
1666322,166632,female,white,MZ,4,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37
1666381,166638,male,white,DZ,3,1,0,0,0,0,0,0,0,0,1,1,0,1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,36
1666382,166638,male,white,DZ,3,1,0,0,1,0,0,0,0,0,1,1,0,1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,36
1666471,166647,female,white,DZ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,35
1666472,166647,female,white,DZ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,35
1666501,166650,male,white,MZ,2,1,1,0,0,0,1,0,0,0,1,0,0,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,35
1666502,166650,male,white,MZ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,35
1666651,166665,female,white,MZ,2,1,1,1,1,0,0,1,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,35
1666652,166665,female,white,MZ,2,1,0,1,1,0,1,0,0,0,1,1,0,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,35
1666741,166674,male,white,DZ,3,1,0,0,0,0,1,0,0,0,1,1,0,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,36
1666742,166674,male,white,DZ,3,1,0,1,0,0,0,1,0,0,1,0,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,36
1666831,166683,female,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36
1666832,166683,male,white,DZ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
