itemID,item,type,category,choices,definition,gloss,uni_lemma
item_81,item_81,word,animals,produces,oie,,
item_82,item_82,word,animals,produces,oiseau,,
item_83,item_83,word,animals,produces,ours,,
item_84,item_84,word,animals,produces,papillon,,
item_85,item_85,word,animals,produces,petite bête,,
item_86,item_86,word,animals,produces,pinguoin,,
item_87,item_87,word,animals,produces,poisson,,
item_88,item_88,word,animals,produces,poney,,
item_89,item_89,word,animals,produces,poule,,
item_90,item_90,word,animals,produces,renne,,
item_91,item_91,word,animals,produces,singe,,
item_92,item_92,word,animals,produces,souris,,
item_93,item_93,word,animals,produces,tigre,,
item_94,item_94,word,animals,produces,tortue,,
item_95,item_95,word,animals,produces,vache,,
item_96,item_96,word,animals,produces,zèbre,,
item_97,item_97,word,toys,produces,balle,,
item_98,item_98,word,toys,produces,ballon,,
item_99,item_99,word,toys,produces,bulles,,
item_100,item_100,word,toys,produces,cadeau,,
item_101,item_101,word,toys,produces,colle,,
item_102,item_102,word,toys,produces,craie,,
item_103,item_103,word,toys,produces,crayon,,
item_104,item_104,word,toys,produces,cube,,
item_105,item_105,word,toys,produces,feutre,,
item_106,item_106,word,toys,produces,histoire,,
item_107,item_107,word,toys,produces,jeu,,
item_108,item_108,word,toys,produces,jouet,,
item_109,item_109,word,toys,produces,livre,,
item_110,item_110,word,toys,produces,pâte à modeler,,
item_111,item_111,word,toys,produces,poupée,,
item_112,item_112,word,toys,produces,puzzle,,
item_113,item_113,word,toys,produces,raquette,,
item_114,item_114,word,toys,produces,stylo,,
item_115,item_115,word,clothing,produces,basket,,
item_116,item_116,word,clothing,produces,bavoir/bavette,,
item_117,item_117,word,clothing,produces,body,,
item_118,item_118,word,clothing,produces,bottes,,
item_119,item_119,word,clothing,produces,boutons,,
item_120,item_120,word,clothing,produces,ceinture,,
item_121,item_121,word,clothing,produces,chapeau,,
item_122,item_122,word,clothing,produces,chaussettes,,
item_123,item_123,word,clothing,produces,chausson/pantoufle,,
item_124,item_124,word,clothing,produces,chaussure,,
item_125,item_125,word,clothing,produces,chemise,,
item_126,item_126,word,clothing,produces,collants,,
item_127,item_127,word,clothing,produces,collier,,
item_128,item_128,word,clothing,produces,combinaison de ski,,
item_129,item_129,word,clothing,produces,couche,,
item_130,item_130,word,clothing,produces,culotte/slip,,
item_131,item_131,word,clothing,produces,écharpe,,
item_132,item_132,word,clothing,produces,gants,,
item_133,item_133,word,clothing,produces,grenouillère,,
item_134,item_134,word,clothing,produces,jeans,,
item_135,item_135,word,clothing,produces,manteau,,
item_136,item_136,word,clothing,produces,moufles,,
item_137,item_137,word,clothing,produces,pantalon,,
item_138,item_138,word,clothing,produces,perles,,
item_139,item_139,word,clothing,produces,pull,,
item_140,item_140,word,clothing,produces,pyjama,,
item_141,item_141,word,clothing,produces,robe,,
item_142,item_142,word,clothing,produces,salopette,,
item_143,item_143,word,clothing,produces,short,,
item_144,item_144,word,clothing,produces,sweat,,
item_145,item_145,word,clothing,produces,tee-shirt,,
item_146,item_146,word,clothing,produces,veste,,
item_147,item_147,word,outside,produces,arbre,,
item_148,item_148,word,outside,produces,arrosoir,,
item_149,item_149,word,outside,produces,bac à sable,,
item_150,item_150,word,outside,produces,balançoire,,
item_151,item_151,word,outside,produces,baton,,
item_152,item_152,word,outside,produces,bonhomme de neige,,
item_153,item_153,word,outside,produces,caillou,,
item_154,item_154,word,outside,produces,ciel,,
item_155,item_155,word,outside,produces,drapeau,,
item_156,item_156,word,outside,produces,eau,,
item_157,item_157,word,outside,produces,échelle,,
item_158,item_158,word,outside,produces,étoile,,
item_159,item_159,word,outside,produces,fleur,,
item_160,item_160,word,outside,produces,herbe,,
item_161,item_161,word,outside,produces,jardin,,
item_162,item_162,word,outside,produces,lune,,
item_163,item_163,word,outside,produces,neige,,
item_164,item_164,word,outside,produces,nuage,,
item_165,item_165,word,outside,produces,pelle,,
item_166,item_166,word,outside,produces,pierre,,
item_167,item_167,word,outside,produces,piscine,,
item_168,item_168,word,outside,produces,pluie,,
item_169,item_169,word,outside,produces,rocher,,
item_170,item_170,word,outside,produces,rue/route,,
item_171,item_171,word,outside,produces,soleil,,
item_172,item_172,word,outside,produces,toboggan,,
item_173,item_173,word,outside,produces,toit,,
item_174,item_174,word,outside,produces,tondeuse à gazon,,
item_175,item_175,word,outside,produces,trottoir,,
item_176,item_176,word,outside,produces,tuyau,,
item_177,item_177,word,outside,produces,vent,,
item_178,item_178,word,places,produces,campagne,,
item_179,item_179,word,places,produces,camping,,
item_180,item_180,word,places,produces,centre-ville,,
item_181,item_181,word,places,produces,cinéma,,
item_182,item_182,word,places,produces,cirque,,
item_183,item_183,word,places,produces,cour,,
item_184,item_184,word,places,produces,crèche,,
item_185,item_185,word,places,produces,dehors,,
item_186,item_186,word,places,produces,école,,
item_187,item_187,word,places,produces,église,,
item_188,item_188,word,places,produces,ferme,,
item_189,item_189,word,places,produces,fête,,
item_190,item_190,word,places,produces,forêt,,
item_191,item_191,word,places,produces,garderie,,
item_192,item_192,word,places,produces,magasin,,
item_193,item_193,word,places,produces,maison,,
item_194,item_194,word,places,produces,parc,,
item_195,item_195,word,places,produces,pique-nique,,
item_196,item_196,word,places,produces,plage,,
item_197,item_197,word,places,produces,station-service,,
item_198,item_198,word,places,produces,terrain de jeux,,
item_199,item_199,word,places,produces,travail,,
item_200,item_200,word,places,produces,zoo,,
item_201,item_201,word,household,produces,appareil photo,,
item_202,item_202,word,household,produces,argent,,
item_203,item_203,word,household,produces,aspirateur,,
item_204,item_204,word,household,produces,assiette,,
item_205,item_205,word,household,produces,balai,,
item_206,item_206,word,household,produces,biberon,,
item_207,item_207,word,household,produces,boîte,,
item_208,item_208,word,household,produces,bol,,
item_209,item_209,word,household,produces,bouteille,,
item_210,item_210,word,household,produces,brosse,,
item_211,item_211,word,household,produces,brosse à dent,,
item_212,item_212,word,household,produces,cassette,,
item_213,item_213,word,household,produces,ciseaux,,
item_214,item_214,word,household,produces,clefs,,
item_215,item_215,word,household,produces,clou,,
item_216,item_216,word,household,produces,coussins,,
item_217,item_217,word,household,produces,couteau,,
item_218,item_218,word,household,produces,couverture,,
item_219,item_219,word,household,produces,cuillère,,
item_220,item_220,word,household,produces,feuille,,
item_221,item_221,word,household,produces,fourchette,,
item_222,item_222,word,household,produces,horloge,,
item_223,item_223,word,household,produces,lampe,,
item_224,item_224,word,household,produces,lumière,,
item_225,item_225,word,household,produces,lunettes,,
item_226,item_226,word,household,produces,marteau,,
item_227,item_227,word,household,produces,médicaments,,
item_228,item_228,word,household,produces,montre,,
item_229,item_229,word,household,produces,mouchoir,,
item_230,item_230,word,household,produces,musique,,
item_231,item_231,word,household,produces,ordures,,
item_232,item_232,word,household,produces,oreiller,,
item_233,item_233,word,household,produces,panier,,
item_234,item_234,word,household,produces,papier,,
item_235,item_235,word,household,produces,peigne,,
item_236,item_236,word,household,produces,photo,,
item_237,item_237,word,household,produces,plante,,
item_238,item_238,word,household,produces,plat,,
item_239,item_239,word,household,produces,plateau,,
item_240,item_240,word,household,produces,porte-monnaie,,
item_241,item_241,word,household,produces,pot,,
item_242,item_242,word,household,produces,poubelle,,
item_243,item_243,word,household,produces,radio,,
item_244,item_244,word,household,produces,savon,,
item_245,item_245,word,household,produces,seau,,
item_246,item_246,word,household,produces,serpillère,,
item_247,item_247,word,household,produces,serviette,,
item_248,item_248,word,household,produces,serviette de table,,
item_249,item_249,word,household,produces,sirop,,
item_250,item_250,word,household,produces,sous/pièces,,
item_251,item_251,word,household,produces,sucette,,
item_252,item_252,word,household,produces,tasse,,
item_253,item_253,word,household,produces,télécommande,,
item_254,item_254,word,household,produces,téléphone,,
item_255,item_255,word,household,produces,trotteur,,
item_256,item_256,word,household,produces,verre,,
item_257,item_257,word,body_parts,produces,aïe bobo,,
item_258,item_258,word,body_parts,produces,bouche,,
item_259,item_259,word,body_parts,produces,bras,,
item_260,item_260,word,body_parts,produces,cheveux,,
item_261,item_261,word,body_parts,produces,cheville,,
item_262,item_262,word,body_parts,produces,cœur,,
item_263,item_263,word,body_parts,produces,dent,,
item_264,item_264,word,body_parts,produces,doigt,,
item_265,item_265,word,body_parts,produces,doigt de pieds,,
item_266,item_266,word,body_parts,produces,fesses,,
item_267,item_267,word,body_parts,produces,figure/visage,,
item_268,item_268,word,body_parts,produces,genou,,
item_269,item_269,word,body_parts,produces,jambe,,
item_270,item_270,word,body_parts,produces,joue,,
item_271,item_271,word,body_parts,produces,langue,,
item_272,item_272,word,body_parts,produces,lèvre,,
item_273,item_273,word,body_parts,produces,main,,
item_274,item_274,word,body_parts,produces,menton,,
item_275,item_275,word,body_parts,produces,nez,,
item_276,item_276,word,body_parts,produces,nombril,,
item_277,item_277,word,body_parts,produces,oreille,,
item_278,item_278,word,body_parts,produces,pénis/zizi…,,
item_279,item_279,word,body_parts,produces,pied,,
item_280,item_280,word,body_parts,produces,pouce,,
item_281,item_281,word,body_parts,produces,tête,,
item_282,item_282,word,body_parts,produces,vagin/zezette,,
item_283,item_283,word,body_parts,produces,ventre,,
item_284,item_284,word,body_parts,produces,yeux,,
item_285,item_285,word,food_drink,produces,baguette,,
item_286,item_286,word,food_drink,produces,banane,,
item_287,item_287,word,food_drink,produces,beignet,,
item_288,item_288,word,food_drink,produces,beurre,,
item_289,item_289,word,food_drink,produces,boisson,,
item_290,item_290,word,food_drink,produces,bonbons,,
item_291,item_291,word,food_drink,produces,bretzel,,
item_292,item_292,word,food_drink,produces,café,,
item_293,item_293,word,food_drink,produces,carottes,,
item_294,item_294,word,food_drink,produces,céréales,,
item_295,item_295,word,food_drink,produces,chewing-gum,,
item_296,item_296,word,food_drink,produces,chips,,
item_297,item_297,word,food_drink,produces,chocolat,,
item_298,item_298,word,food_drink,produces,clémentine,,
item_299,item_299,word,food_drink,produces,coca,,
item_300,item_300,word,food_drink,produces,compote,,
item_301,item_301,word,food_drink,produces,confiture,,
item_302,item_302,word,food_drink,produces,cornflakes,,
item_303,item_303,word,food_drink,produces,courge,,
item_304,item_304,word,food_drink,produces,crêpe,,
item_305,item_305,word,food_drink,produces,eau,,
item_306,item_306,word,food_drink,produces,esquimau,,
item_307,item_307,word,food_drink,produces,flan,,
item_308,item_308,word,food_drink,produces,fraise,,
item_309,item_309,word,food_drink,produces,frites,,
item_310,item_310,word,food_drink,produces,fromage,,
item_311,item_311,word,food_drink,produces,gâteau,,
item_312,item_312,word,food_drink,produces,gâteaux apéro,,
item_313,item_313,word,food_drink,produces,glace,,
item_314,item_314,word,food_drink,produces,glaçon,,
item_315,item_315,word,food_drink,produces,hamburger,,
item_316,item_316,word,food_drink,produces,haricot,,
item_317,item_317,word,food_drink,produces,haricots verts,,
item_318,item_318,word,food_drink,produces,jus de fruit,,
item_319,item_319,word,food_drink,produces,kiwi,,
item_320,item_320,word,food_drink,produces,lait,,
item_321,item_321,word,food_drink,produces,limonade,,
item_322,item_322,word,food_drink,produces,madeleine,,
item_323,item_323,word,food_drink,produces,maïs,,
item_324,item_324,word,food_drink,produces,mayonnaise,,
item_325,item_325,word,food_drink,produces,melon,,
item_326,item_326,word,food_drink,produces,noisettes,,
item_327,item_327,word,food_drink,produces,nourriture,,
item_328,item_328,word,food_drink,produces,nutella,,
item_329,item_329,word,food_drink,produces,œuf,,
item_330,item_330,word,food_drink,produces,orange,,
item_331,item_331,word,food_drink,produces,pain,,
item_332,item_332,word,food_drink,produces,pâtes,,
item_333,item_333,word,food_drink,produces,petits gâteaux,,
item_334,item_334,word,food_drink,produces,petits pois,,
item_335,item_335,word,food_drink,produces,petits pots,,
item_336,item_336,word,food_drink,produces,pizza,,
item_337,item_337,word,food_drink,produces,poisson,,
item_338,item_338,word,food_drink,produces,pomme,,
item_339,item_339,word,food_drink,produces,pomme de terre,,
item_340,item_340,word,food_drink,produces,pop-corn,,
item_341,item_341,word,food_drink,produces,poulet,,
item_342,item_342,word,food_drink,produces,purée,,
item_343,item_343,word,food_drink,produces,raisin,,
item_344,item_344,word,food_drink,produces,raisins secs,,
item_345,item_345,word,food_drink,produces,sandwich,,
item_346,item_346,word,food_drink,produces,sauce,,
item_347,item_347,word,food_drink,produces,sel,,
item_348,item_348,word,food_drink,produces,soupe,,
item_349,item_349,word,food_drink,produces,spaghetti,,
item_350,item_350,word,food_drink,produces,sucette,,
item_351,item_351,word,food_drink,produces,sucre,,
item_352,item_352,word,food_drink,produces,tartine,,
item_353,item_353,word,food_drink,produces,thon,,
item_354,item_354,word,food_drink,produces,vanille,,
item_355,item_355,word,food_drink,produces,viande,,
item_356,item_356,word,food_drink,produces,vitamines,,
item_357,item_357,word,food_drink,produces,yaourt,,
item_358,item_358,word,furniture_rooms,produces,baignoire,,
item_359,item_359,word,furniture_rooms,produces,banc,,
item_360,item_360,word,furniture_rooms,produces,berceau,,
item_361,item_361,word,furniture_rooms,produces,canapé,,
item_362,item_362,word,furniture_rooms,produces,cave,,
item_363,item_363,word,furniture_rooms,produces,chaise,,
item_364,item_364,word,furniture_rooms,produces,chaise haute,,
item_365,item_365,word,furniture_rooms,produces,chambre,,
item_366,item_366,word,furniture_rooms,produces,cuisine,,
item_367,item_367,word,furniture_rooms,produces,cuisinière,,
item_368,item_368,word,furniture_rooms,produces,douche,,
item_369,item_369,word,furniture_rooms,produces,entrée,,
item_370,item_370,word,furniture_rooms,produces,escalier,,
item_371,item_371,word,furniture_rooms,produces,étendage,,
item_372,item_372,word,furniture_rooms,produces,évier,,
item_373,item_373,word,furniture_rooms,produces,fauteuil,,
item_374,item_374,word,furniture_rooms,produces,fenêtre,,
item_375,item_375,word,furniture_rooms,produces,four,,
item_376,item_376,word,furniture_rooms,produces,frigo,,
item_377,item_377,word,furniture_rooms,produces,garage,,
item_378,item_378,word,furniture_rooms,produces,lavabo,,
item_379,item_379,word,furniture_rooms,produces,lit,,
item_380,item_380,word,furniture_rooms,produces,machine à laver,,
item_381,item_381,word,furniture_rooms,produces,parc,,
item_382,item_382,word,furniture_rooms,produces,pièce,,
item_383,item_383,word,furniture_rooms,produces,porte,,
item_384,item_384,word,furniture_rooms,produces,pot,,
item_385,item_385,word,furniture_rooms,produces,salle de bain,,
item_386,item_386,word,furniture_rooms,produces,salon,,
item_387,item_387,word,furniture_rooms,produces,table,,
item_388,item_388,word,furniture_rooms,produces,télé,,
item_389,item_389,word,furniture_rooms,produces,tiroir,,
item_390,item_390,word,furniture_rooms,produces,wc,,
item_391,item_391,word,people,produces,bébé,,
item_392,item_392,word,people,produces,clown,,
item_393,item_393,word,people,produces,copain/e,,
item_394,item_394,word,people,produces,dame,,
item_395,item_395,word,people,produces,docteur,,
item_396,item_396,word,people,produces,enfant,,
item_397,item_397,word,people,produces,facteur,,
item_398,item_398,word,people,produces,fille,,
item_399,item_399,word,people,produces,frère,,
item_400,item_400,word,people,produces,garçon,,
item_401,item_401,word,people,produces,gens,,
item_402,item_402,word,people,produces,grand-mère,,
item_403,item_403,word,people,produces,grand-père,,
item_404,item_404,word,people,produces,infirmière,,
item_405,item_405,word,people,produces,maître/sse,,
item_406,item_406,word,people,produces,maman,,
item_407,item_407,word,people,produces,monsieur,,
item_408,item_408,word,people,produces,nom de l'animal,,
item_409,item_409,word,people,produces,nom de l'enfant,,
item_410,item_410,word,people,produces,nom de la nounou,,
item_411,item_411,word,people,produces,nounou,,
item_412,item_412,word,people,produces,oncle,,
item_413,item_413,word,people,produces,papa,,
item_414,item_414,word,people,produces,personne,,
item_415,item_415,word,people,produces,police,,
item_416,item_416,word,people,produces,pompier,,
item_417,item_417,word,people,produces,sœur,,
item_418,item_418,word,people,produces,tante,,
item_419,item_419,word,descriptive_words,produces,attention,,
item_420,item_420,word,descriptive_words,produces,avoir faim,,
item_421,item_421,word,descriptive_words,produces,avoir peur,,
item_422,item_422,word,descriptive_words,produces,avoir soif,,
item_423,item_423,word,descriptive_words,produces,avoir sommeil,,
item_424,item_424,word,descriptive_words,produces,beau/belle,,
item_425,item_425,word,descriptive_words,produces,bien,,
item_426,item_426,word,descriptive_words,produces,blanc/he,,
item_427,item_427,word,descriptive_words,produces,blessé,,
item_428,item_428,word,descriptive_words,produces,bleu,,
item_429,item_429,word,descriptive_words,produces,bon/ne,,
item_430,item_430,word,descriptive_words,produces,bruyant/e,,
item_431,item_431,word,descriptive_words,produces,cassé,,
item_432,item_432,word,descriptive_words,produces,chaud/e,,
item_433,item_433,word,descriptive_words,produces,coincé,,
item_434,item_434,word,descriptive_words,produces,collant/e,,
item_435,item_435,word,descriptive_words,produces,content/e,,
item_436,item_436,word,descriptive_words,produces,coquin/e,,
item_437,item_437,word,descriptive_words,produces,dégoutant/e,,
item_438,item_438,word,descriptive_words,produces,dernier/e,,
item_439,item_439,word,descriptive_words,produces,doux/ce,,
item_440,item_440,word,descriptive_words,produces,dur,,
item_441,item_441,word,descriptive_words,produces,endormi,,
item_442,item_442,word,descriptive_words,produces,être réveillé,,
item_443,item_443,word,descriptive_words,produces,fatigué,,
item_444,item_444,word,descriptive_words,produces,fort/e,,
item_445,item_445,word,descriptive_words,produces,fou/lle,,
item_446,item_446,word,descriptive_words,produces,froid,,
item_447,item_447,word,descriptive_words,produces,gentil/le,,
item_448,item_448,word,descriptive_words,produces,grand/e,,
item_449,item_449,word,descriptive_words,produces,haut/e,,
item_450,item_450,word,descriptive_words,produces,jaune,,
item_451,item_451,word,descriptive_words,produces,joli,,
item_452,item_452,word,descriptive_words,produces,lent/e,,
item_453,item_453,word,descriptive_words,produces,long/ue,,
item_454,item_454,word,descriptive_words,produces,lourd/e,,
item_455,item_455,word,descriptive_words,produces,malade,,
item_456,item_456,word,descriptive_words,produces,marron,,
item_457,item_457,word,descriptive_words,produces,méchant/e,,
item_458,item_458,word,descriptive_words,produces,mieux,,
item_459,item_459,word,descriptive_words,produces,mignon/e,,
item_460,item_460,word,descriptive_words,produces,minuscule,,
item_461,item_461,word,descriptive_words,produces,mouillé,,
item_462,item_462,word,descriptive_words,produces,neuf/ve,,
item_463,item_463,word,descriptive_words,produces,noir,,
item_464,item_464,word,descriptive_words,produces,orange,,
item_465,item_465,word,descriptive_words,produces,parti,,
item_466,item_466,word,descriptive_words,produces,pas bon,,
item_467,item_467,word,descriptive_words,produces,petit/e,,
item_468,item_468,word,descriptive_words,produces,plein/e,,
item_469,item_469,word,descriptive_words,produces,premier/ère,,
item_470,item_470,word,descriptive_words,produces,propre,,
item_471,item_471,word,descriptive_words,produces,rouge,,
item_472,item_472,word,descriptive_words,produces,sale,,
item_473,item_473,word,descriptive_words,produces,sec/he,,
item_474,item_474,word,descriptive_words,produces,sombre,,
item_475,item_475,word,descriptive_words,produces,tendre,,
item_476,item_476,word,descriptive_words,produces,tranquille,,
item_477,item_477,word,descriptive_words,produces,triste,,
item_478,item_478,word,descriptive_words,produces,venteux,,
item_479,item_479,word,descriptive_words,produces,vert/e,,
item_480,item_480,word,descriptive_words,produces,vide,,
item_481,item_481,word,descriptive_words,produces,vieux/vieille,,
item_482,item_482,word,descriptive_words,produces,vilain/e,,
item_483,item_483,word,descriptive_words,produces,vite,,
item_484,item_484,word,action_words,produces,acheter,,
item_485,item_485,word,action_words,produces,aider,,
item_486,item_486,word,action_words,produces,aimer,,
item_487,item_487,word,action_words,produces,aimer bien,,
item_488,item_488,word,action_words,produces,aller,,
item_489,item_489,word,action_words,produces,aller bien avec,,
item_490,item_490,word,action_words,produces,apporter,,
item_491,item_491,word,action_words,produces,arracher,,
item_492,item_492,word,action_words,produces,arrêter,,
item_493,item_493,word,action_words,produces,attendre,,
item_494,item_494,word,action_words,produces,attraper,,
item_495,item_495,word,action_words,produces,avoir,,
item_496,item_496,word,action_words,produces,balancer,,
item_497,item_497,word,action_words,produces,balayer,,
item_498,item_498,word,action_words,produces,boire,,
item_499,item_499,word,action_words,produces,cacher,,
item_500,item_500,word,action_words,produces,casser,,
item_501,item_501,word,action_words,produces,chanter,,
item_502,item_502,word,action_words,produces,chatouiller,,
item_503,item_503,word,action_words,produces,conduire,,
item_504,item_504,word,action_words,produces,construire,,
item_505,item_505,word,action_words,produces,couper,,
item_506,item_506,word,action_words,produces,courir,,
item_507,item_507,word,action_words,produces,courir après,,
item_508,item_508,word,action_words,produces,couvrir,,
item_509,item_509,word,action_words,produces,cuisiner,,
item_510,item_510,word,action_words,produces,danser,,
item_511,item_511,word,action_words,produces,déchirer,,
item_512,item_512,word,action_words,produces,déposer,,
item_513,item_513,word,action_words,produces,dessiner,,
item_514,item_514,word,action_words,produces,détester,,
item_515,item_515,word,action_words,produces,dire,,
item_516,item_516,word,action_words,produces,donner,,
item_517,item_517,word,action_words,produces,donner un coup,,
item_518,item_518,word,action_words,produces,dormir,,
item_519,item_519,word,action_words,produces,éclabousser,,
item_520,item_520,word,action_words,produces,écouter,,
item_521,item_521,word,action_words,produces,écrire,,
item_522,item_522,word,action_words,produces,entendre,,
item_523,item_523,word,action_words,produces,essuyer,,
item_524,item_524,word,action_words,produces,être debout,,
item_525,item_525,word,action_words,produces,faire,,
item_526,item_526,word,action_words,produces,faire bravo,,
item_527,item_527,word,action_words,produces,faire de la peinture,,
item_528,item_528,word,action_words,produces,faire du patin,,
item_529,item_529,word,action_words,produces,faire du vélo/moto,,
item_530,item_530,word,action_words,produces,faire semblant,,
item_531,item_531,word,action_words,produces,faire un bisou,,
item_532,item_532,word,action_words,produces,fermer,,
item_533,item_533,word,action_words,produces,finir,,
item_534,item_534,word,action_words,produces,frapper à la porte,,
item_535,item_535,word,action_words,produces,glisser,,
item_536,item_536,word,action_words,produces,goûter,,
item_537,item_537,word,action_words,produces,goutter,,
item_538,item_538,word,action_words,produces,grimper,,
item_539,item_539,word,action_words,produces,jeter,,
item_540,item_540,word,action_words,produces,jouer,,
item_541,item_541,word,action_words,produces,laver,,
item_542,item_542,word,action_words,produces,lécher,,
item_543,item_543,word,action_words,produces,lire,,
item_544,item_544,word,action_words,produces,manger,,
item_545,item_545,word,action_words,produces,marcher,,
item_546,item_546,word,action_words,produces,mettre,,
item_547,item_547,word,action_words,produces,montrer,,
item_548,item_548,word,action_words,produces,mordre,,
item_549,item_549,word,action_words,produces,nager,,
item_550,item_550,word,action_words,produces,nettoyer,,
item_551,item_551,word,action_words,produces,nourrir,,
item_552,item_552,word,action_words,produces,ouvrir,,
item_553,item_553,word,action_words,produces,parler,,
item_554,item_554,word,action_words,produces,partager,,
item_555,item_555,word,action_words,produces,penser,,
item_556,item_556,word,action_words,produces,pleurer,,
item_557,item_557,word,action_words,produces,porter,,
item_558,item_558,word,action_words,produces,pousser,,
item_559,item_559,word,action_words,produces,prendre,,
item_560,item_560,word,action_words,produces,prendre dans ses bras,,
item_561,item_561,word,action_words,produces,ramasser,,
item_562,item_562,word,action_words,produces,recevoir,,
item_563,item_563,word,action_words,produces,regarder,,
item_564,item_564,word,action_words,produces,renverser,,
item_565,item_565,word,action_words,produces,réparer,,
item_566,item_566,word,action_words,produces,rester,,
item_567,item_567,word,action_words,produces,s'asseoir,,
item_568,item_568,word,action_words,produces,sauter,,
item_569,item_569,word,action_words,produces,se cogner,,
item_570,item_570,word,action_words,produces,se dépêcher,,
item_571,item_571,word,action_words,produces,se réveiller,,
item_572,item_572,word,action_words,produces,sécher,,
item_573,item_573,word,action_words,produces,secouer,,
item_574,item_574,word,action_words,produces,souffler,,
item_575,item_575,word,action_words,produces,souhaiter,,
item_576,item_576,word,action_words,produces,sourire,,
item_577,item_577,word,action_words,produces,taper,,
item_578,item_578,word,action_words,produces,tenir,,
item_579,item_579,word,action_words,produces,tirer,,
item_580,item_580,word,action_words,produces,tomber,,
item_581,item_581,word,action_words,produces,toucher,,
item_582,item_582,word,action_words,produces,travailler,,
item_583,item_583,word,action_words,produces,trouver,,
item_584,item_584,word,action_words,produces,verser,,
item_585,item_585,word,action_words,produces,voir,,
item_586,item_586,word,time_words,produces,après,,
item_587,item_587,word,time_words,produces,aujourd'hui,,
item_588,item_588,word,time_words,produces,avant,,
