itemID,item,type,category,choices,definition,gloss,uni_lemma,complexity_category
item_145,PERSON,word,people,produces,PERSON,,person,
item_146,PET_NAME,word,people,produces,Pet's NAme,,pet's name,
item_147,POLICE,word,people,produces,POLICE,,policeman,
item_148,SANTA_CLAUS,word,people,produces,SANTA CLAUS,,,
item_149,SISTER,word,people,produces,SISTER,,sister,
item_150,TEACHER,word,people,produces,TEACHER,,teacher,
item_151,UNCLE,word,people,produces,UNCLE,,uncle,
item_152,WOMAN,word,people,produces,WOMAN,,woman,
item_153,APPLE,word,food_drink,produces,APPLE,,apple,
item_154,BANANA,word,food_drink,produces,BANANA,,banana,
item_155,BEANS,word,food_drink,produces,BEANS,,beans,
item_156,BREAD,word,food_drink,produces,BREAD,,bread,
item_157,BUTTER,word,food_drink,produces,BUTTER,,butter,
item_158,CAKE,word,food_drink,produces,CAKE,,cake,
item_159,CANDY,word,food_drink,produces,CANDY,,candy,
item_160,CEREAL,word,food_drink,produces,CEREAL,,cereal,
item_161,CHEESE,word,food_drink,produces,CHEESE,,cheese,
item_162,CHICKEN,word,food_drink,produces,CHICKEN,,chicken (food),
item_163,CHOCOLATE,word,food_drink,produces,CHOCOLATE,,chocolate,
item_164,COFFEE,word,food_drink,produces,COFFEE,,coffee,
item_165,COKE,word,food_drink,produces,COKE,,soda,
item_166,COOKIE,word,food_drink,produces,COOKIE,,cookie,
item_167,CORN,word,food_drink,produces,CORN,,,
item_168,CRACKER,word,food_drink,produces,CRACKER,,cracker,
item_169,DONUT,word,food_drink,produces,DONUT,,,
item_170,DRINK,word,food_drink,produces,DRINK,,drink (beverage),
item_171,FISH,word,food_drink,produces,FISH,,fish (food),
item_172,FOOD,word,food_drink,produces,FOOD,,food,
item_173,FRENCH_FRIES,word,food_drink,produces,FRENCH FRIES,,,
item_174,GRAPES,word,food_drink,produces,GRAPES,,grapes,
item_175,GREEN_BEANS,word,food_drink,produces,GREEN BEANS,,,
item_176,GUM,word,food_drink,produces,GUM,,,
item_177,HAMBURGER,word,food_drink,produces,HAMBURGER,,,
item_178,ICE,word,food_drink,produces,ICE,,,
item_179,ICE_CREAM,word,food_drink,produces,ICE CREAM,,ice cream,
item_180,JELLY,word,food_drink,produces,JELLY,,,
item_181,JUICE,word,food_drink,produces,JUICE,,juice,
item_182,LOLLIPOP,word,food_drink,produces,LOLLIPOP,,lollipop,
item_183,MEAT,word,food_drink,produces,MEAT,,meat,
item_184,MILK,word,food_drink,produces,MILK,,milk,
item_185,NUT,word,food_drink,produces,NUTS,,,
item_186,ORANGE,word,food_drink,produces,ORANGE,,orange (food),
item_187,PEANUT_BUTTER,word,food_drink,produces,PEANUT BUTTER,,,
item_188,PIZZA,word,food_drink,produces,PIZZA,,pizza,
item_189,POPSICLE,word,food_drink,produces,POPSICLE,,,
item_190,POTATO,word,food_drink,produces,POTATO,,potato,
item_191,POTATO_CHIPS,word,food_drink,produces,POTATO CHIPS,,,
item_192,PUMPKIN,word,food_drink,produces,PUMPKIN,,,
item_193,SALAD,word,food_drink,produces,SALAD,,,
item_194,SALT,word,food_drink,produces,SALT,,,
item_195,SANDWICH,word,food_drink,produces,SANDWICH,,sandwich,
item_196,SAUCE,word,food_drink,produces,SAUCE,,sauce,
item_197,SODA_POP,word,food_drink,produces,SODA/POP,,soda,
item_198,SOUP,word,food_drink,produces,SOUP,,soup,
item_199,SPAGHETTI,word,food_drink,produces,SPAGHETTI,,spaghetti,
item_200,STRAWBERRY,word,food_drink,produces,STRAWBERRY,,,
item_201,TEA,word,food_drink,produces,TEA,,tea,
item_202,TOAST,word,food_drink,produces,TOAST,,toast,
item_203,VANILLA,word,food_drink,produces,VANILLA,,,
item_204,VITAMINS,word,food_drink,produces,VITAMINS,,,
item_205,WATER,word,food_drink,produces,WATER,,water (beverage),
item_206,WATERMELON,word,food_drink,produces,WATERMELON,,watermelon,
item_207,ABOUT,word,locations,produces,ABOUT,,,
item_208,ABOVE,word,locations,produces,ABOVE,,above,
item_209,BACK,word,locations,produces,BACK,,back,
item_210,BEHIND,word,locations,produces,BEHIND,,,
item_211,BESIDE,word,locations,produces,BESIDE,,,
item_212,DOWN,word,locations,produces,DOWN,,down,
item_213,FOR,word,locations,produces,FOR,,for,
item_214,HERE,word,locations,produces,HERE,,here,
item_215,INSIDE_IN,word,locations,produces,INSIDE/IN,,in,
item_216,NEXT_TO,word,locations,produces,NEXT-TO,,,
item_217,ON,word,locations,produces,ON,,on,
item_218,OUT,word,locations,produces,OUT,,out,
item_219,OVER,word,locations,produces,OVER,,,
item_220,TO,word,locations,produces,TO,,to,
item_221,UNDER,word,locations,produces,UNDER,,under,
item_222,UP,word,locations,produces,UP,,up,
item_223,WITH,word,locations,produces,WITH,,with,
item_224,BALL,word,toys,produces,BALL,,ball,
item_225,BALLOON,word,toys,produces,BALLOON,,balloon,
item_226,BAT,word,toys,produces,BAT,,,
item_227,BOOK,word,toys,produces,BOOK,,book,
item_228,DOLL,word,toys,produces,DOLL,,doll,
item_229,GAME,word,toys,produces,GAME,,,
item_230,PENCIL,word,toys,produces,PENCIL,,,
item_231,PRESENT,word,toys,produces,PRESENT,,present,
item_232,PUZZLE,word,toys,produces,PUZZLE,,,
item_233,ROBOT,word,toys,produces,ROBOT,,,
item_234,STORY,word,toys,produces,STORY,,,
item_235,TOY,word,toys,produces,TOY,,toy (object),
item_236,ARM,word,body_parts,produces,ARM,,arm,
item_237,BELLY_BUTTON,word,body_parts,produces,BELLY BUTTON,,belly button,
item_238,BUTTOCKS_BOTTOM,word,body_parts,produces,BUTTOCKS/BOTTOM,,butt,
item_239,CHEEK,word,body_parts,produces,CHEEK,,cheek,
item_240,CHIN,word,body_parts,produces,CHIN,,chin,
item_241,EAR,word,body_parts,produces,EAR,,ear,
item_242,EYE,word,body_parts,produces,EYE,,eye,
item_243,FACE,word,body_parts,produces,FACE,,face,
item_244,FEET,word,body_parts,produces,FEET,,feet,
item_245,FINGER,word,body_parts,produces,FINGER,,finger,
item_246,HAIR,word,body_parts,produces,HAIR,,hair,
item_247,HAND,word,body_parts,produces,HAND,,hand,
item_248,HEAD,word,body_parts,produces,HEAD,,head,
item_249,KNEE,word,body_parts,produces,KNEE,,knee,
item_250,LEG,word,body_parts,produces,LEG,,leg,
item_251,LIPS,word,body_parts,produces,LIPS,,,
item_252,MOUTH,word,body_parts,produces,MOUTH,,mouth,
item_253,NOSE,word,body_parts,produces,NOSE,,nose,
item_254,OWIE_BOO_BOO,word,body_parts,produces,OWIE/BOO BOO,,owie,
item_255,PENIS,word,body_parts,produces,PENIS,,penis,
item_256,SHOULDER,word,body_parts,produces,SHOULDER,,,
item_257,TOOTH,word,body_parts,produces,TOOTH,,tooth,
item_258,TOE,word,body_parts,produces,TOE,,toe,
item_259,TONGUE,word,body_parts,produces,TONGUE,,tongue,
item_260,TUMMY,word,body_parts,produces,TUMMY,,tummy,
item_261,VAGINA,word,body_parts,produces,VAGINA,,vagina,
item_262,HE_SHE_IT,word,pronouns,produces,HE/SHE/IT,,,
item_263,HIS_HERS,word,pronouns,produces,HIS/HERS,,,
item_264,ME,word,pronouns,produces,ME,,me,
item_265,MY_MINE,word,pronouns,produces,MY/MINE,,my,
item_266,MYSELF,word,pronouns,produces,MYSELF,,self,
item_267,OUR,word,pronouns,produces,OUR,,our,
item_268,THAT,word,pronouns,produces,THAT,,that,
item_269,THEIR,word,pronouns,produces,THEIR,,,
item_270,THESE,word,pronouns,produces,THESE,,these,
item_271,THEY,word,pronouns,produces,THEY,,they,
item_272,WE,word,pronouns,produces,WE,,we,
item_273,YOU,word,pronouns,produces,YOU,,you,
item_274,YOUR,word,pronouns,produces,YOUR,,your,
item_275,YOURSELF,word,pronouns,produces,YOURSELF,,,
item_276,BASEMENT,word,furniture_rooms,produces,BASEMENT,,,
item_277,BATHROOM_TOILET,word,furniture_rooms,produces,BATHROOM/TOILET,,bathroom,
item_278,BATHTUB,word,furniture_rooms,produces,BATHTUB,,bathtub,
item_279,BED,word,furniture_rooms,produces,BED,,bed,
item_280,BEDROOM,word,furniture_rooms,produces,BEDROOM,,bedroom,
item_281,CHAIR,word,furniture_rooms,produces,CHAIR,,chair,
item_282,CLOSET,word,furniture_rooms,produces,CLOSET,,closet,
item_283,DOOR,word,furniture_rooms,produces,DOOR,,door,
item_284,DRAWER,word,furniture_rooms,produces,DRAWER,,drawer,
item_285,DRYER,word,furniture_rooms,produces,DRYER,,,
item_286,GARAGE,word,furniture_rooms,produces,GARAGE,,garage,
item_287,KITCHEN,word,furniture_rooms,produces,KITCHEN,,kitchen,
item_288,LIVING_ROOM,word,furniture_rooms,produces,LIVING ROOM,,living room,
item_289,REFRIGERATOR,word,furniture_rooms,produces,REFRIGERATOR,,refrigerator,
item_290,ROCKING_CHAIR,word,furniture_rooms,produces,ROCKING CHAIR,,rocking chair,
item_291,ROOM,word,furniture_rooms,produces,ROOM,,room,
item_292,SHOWER,word,furniture_rooms,produces,SHOWER,,shower,
item_293,STAIRS,word,furniture_rooms,produces,STAIRS,,stairs,
item_294,TABLE,word,furniture_rooms,produces,TABLE,,table,
item_295,TV,word,furniture_rooms,produces,TV,,tv,
item_296,WASH_MACHINE,word,furniture_rooms,produces,WASH MACHINE,,washing machine,
item_297,WINDOW,word,furniture_rooms,produces,WINDOW,,window,
item_298,BACKYARD_YARD,word,outside,produces,BACKYARD/YARD,,yard,
item_299,CLOUD,word,outside,produces,CLOUD,,cloud,
item_300,FLAG,word,outside,produces,FLAG,,,
item_301,FLOWER,word,outside,produces,FLOWER,,flower,
item_302,GRASS,word,outside,produces,GRASS,,grass,
item_303,HOSE,word,outside,produces,HOSE,,,
item_304,LADDER,word,outside,produces,LADDER,,ladder,
item_305,LAWN_MOWER,word,outside,produces,LAWN MOWER,,,
item_306,MOON,word,outside,produces,MOON,,moon,
item_307,RAIN,word,outside,produces,RAIN,,rain,
item_308,ROCK,word,outside,produces,ROCK,,rock (object),
item_309,SHOVEL,word,outside,produces,SHOVEL,,shovel,
item_310,SLIDE,word,outside,produces,SLIDE,,slide (object),
item_311,SNOW,word,outside,produces,SNOW,,snow,
item_312,SNOWMAN,word,outside,produces,SNOWMAN,,,
item_313,SPRINKLER,word,outside,produces,SPRINKLER,,,
item_314,STAR,word,outside,produces,STAR,,star,
item_315,STREET,word,outside,produces,STREET,,street,
item_316,SUN,word,outside,produces,SUN,,sun,
item_317,SWING,word,outside,produces,SWING,,swing (object),
item_318,TREE,word,outside,produces,TREE,,tree,
item_319,WATER,word,outside,produces,WATER,,water (not beverage),
item_320,WIND,word,outside,produces,WIND,,wind,
item_321,AFTER,word,time_words,produces,AFTER,,after,
item_322,BEFORE,word,time_words,produces,BEFORE,,,
item_323,DAY,word,time_words,produces,DAY,,day,
item_324,LATER,word,time_words,produces,LATER,,later,
item_325,NOT_YET,word,time_words,produces,NOT-YET,,,
item_326,MORNING,word,time_words,produces,MORNING,,morning,
item_327,NIGHT,word,time_words,produces,NIGHT,,night,
item_328,NOW,word,time_words,produces,NOW,,now,
item_329,TIME,word,time_words,produces,TIME,,time,
item_330,TODAY,word,time_words,produces,TODAY,,today,
item_331,TOMORROW,word,time_words,produces,TOMORROW,,tomorrow,
item_332,TONIGHT,word,time_words,produces,TONIGHT,,tonight,
item_333,UP_TO_NOW,word,time_words,produces,UP-TO-NOW,,,
item_334,YESTERDAY,word,time_words,produces,YESTERDAY,,yesterday,
item_335,BEACH,word,outside,produces,BEACH,,beach,
item_336,CAMPING,word,outside,produces,CAMPING,,,
item_337,CHURCH,word,outside,produces,CHURCH,,church,
item_338,CIRCUS,word,outside,produces,CIRCUS,,,
item_339,COUNTRY,word,outside,produces,COUNTRY,,country,
item_340,FARM,word,outside,produces,FARM,,,
item_341,FOREST_WOODS,word,outside,produces,FOREST/WOODS,,,
item_342,GAS_STATION,word,outside,produces,GAS STATION,,,
item_343,HOME,word,outside,produces,HOME,,home,
item_344,HOUSE,word,outside,produces,HOUSE,,house,
item_345,MOVIE,word,outside,produces,MOVIE,,,
item_346,OUTSIDE,word,outside,produces,OUTSIDE,,outside,
item_347,PARTY,word,outside,produces,PARTY,,party,
item_348,PICNIC,word,outside,produces,PICNIC,,,
item_349,PLAYGROUND,word,outside,produces,PLAYGROUND,,playground,
item_350,SCHOOL,word,outside,produces,SCHOOL,,school,
item_351,STORE,word,outside,produces,STORE,,store,
item_352,TOWN,word,outside,produces,TOWN,,,
item_353,WORK,word,outside,produces,WORK,,work (place),
item_354,ZOO,word,outside,produces,ZOO,,zoo,
item_355,AUNT,word,people,produces,AUNT,,aunt,
item_356,BABY,word,people,produces,BABY,,baby,
item_357,BABYSITTER,word,people,produces,BABYSITTER,,babysitter,
item_358,BABYSITTER_Name,word,people,produces,(Babysitter's NAme),,babysitter's name,
item_359,BOY,word,people,produces,BOY,,boy,
item_360,BROTHER,word,people,produces,BROTHER,,brother,
item_361,Childs_Own_Name,word,people,produces,(Child's Own NAme),,child's own name,
item_362,CHILD_KID,word,people,produces,CHILD/KID,,child,
item_363,CLOWN,word,people,produces,CLOWN,,clown,
item_364,COWBOY,word,people,produces,COWBOY,,,
item_365,DADDY,word,people,produces,DADDY,,daddy,
item_366,DOCTOR,word,people,produces,DOCTOR,,doctor,
item_367,FIREMAN,word,people,produces,FIREMAN,,,
item_368,FRIEND,word,people,produces,FRIEND,,friend,
item_369,GIRL,word,people,produces,GIRL,,girl,
item_370,GRANDMA,word,people,produces,GRANDMA,,grandma,
item_371,GRANDPA,word,people,produces,GRANDPA,,grandpa,
item_372,INDIAN,word,people,produces,INDIAN,,,
item_373,MAILMAN,word,people,produces,MAILMAN,,,
item_374,MAN,word,people,produces,MAN,,man,
item_375,MOMMY,word,people,produces,MOMMY,,mommy,
item_376,NURSE,word,people,produces,NURSE,,,
item_377,PEOPLE,word,people,produces,PEOPLE,,people,
item_378,PERSON,word,people,produces,PERSON,,person,
item_379,PET_NAME,word,people,produces,(Pet's NAme),,pet's name,
item_380,POLICE,word,people,produces,POLICE,,policeman,
item_381,SANTA_CLAUS,word,people,produces,SANTA CLAUS,,,
item_382,SISTER,word,people,produces,SISTER,,sister,
item_383,TEACHER,word,people,produces,TEACHER,,teacher,
item_384,UNCLE,word,people,produces,UNCLE,,uncle,
item_385,WOMAN,word,people,produces,WOMAN,,woman,
item_386,AIRPLANE,word,vehicles,produces,AIRPLANE,,airplane,
item_387,BICYCLE,word,vehicles,produces,BICYCLE,,bicycle,
item_388,BOAT,word,vehicles,produces,BOAT,,boat,
item_389,BUS,word,vehicles,produces,BUS,,bus,
item_390,CAR,word,vehicles,produces,CAR,,car,
item_391,FIRETRUCK,word,vehicles,produces,FIRETRUCK,,firetruck,
item_392,HELICOPTER,word,vehicles,produces,HELICOPTER,,,
item_393,MOTORCYCLE,word,vehicles,produces,MOTORCYCLE,,motorcycle,
item_394,SLED,word,vehicles,produces,SLED,,,
item_395,TRAIN,word,vehicles,produces,TRAIN,,train,
item_396,TRUCK,word,vehicles,produces,TRUCK,,truck,
item_397,BATH,word,games_routines,produces,BATH,,bath,
item_398,BREAKFAST,word,games_routines,produces,BREAKFAST,,breakfast,
item_399,BYE,word,games_routines,produces,BYE,,bye,
item_400,TDD_TTY,word,games_routines,produces,CALL(TDD),,,
item_401,DINNER,word,games_routines,produces,DINNER,,dinner,
item_402,GIVE_ME_FIVE,word,games_routines,produces,GIVE-ME-FIVE,,,
item_403,CATCH,word,games_routines,produces,CATCH,,catch,
item_404,GO POTTY,word,games_routines,produces,GO POTTY,,go potty,
item_405,HI,word,games_routines,produces,HI,,hi,
item_406,LUNCH,word,games_routines,produces,LUNCH,,lunch,
item_407,NAP,word,games_routines,produces,NAP,,nap,
item_408,NO,word,games_routines,produces,NO,,no,
item_409,PEE_BM,word,games_routines,produces,PEE/BM,,pee,
item_410,PEEKABOO,word,games_routines,produces,PEEKABOO,,peekaboo,
item_411,PLEASE,word,games_routines,produces,PLEASE,,please,
item_412,SHH_SHUSH,word,games_routines,produces,SHH/SHUSH,,shh,
item_413,SHOPPING,word,games_routines,produces,SHOPPING,,,
item_414,SORRY,word,games_routines,produces,SORRY,,,
item_415,THANK_YOU,word,games_routines,produces,THANK YOU,,thank you,
item_416,WAKE_UP,word,games_routines,produces,WAKE UP,,,
item_417,YES,word,games_routines,produces,YES,,yes,
item_418,CAN,word,helping_verbs,produces,CAN,,can (auxiliary),
item_419,CANT,word,helping_verbs,produces,CAN'T,,,
item_420,DONT_CARE,word,helping_verbs,produces,DON’T-CARE,,,
item_421,DONT_KNOW,word,helping_verbs,produces,DON’T-KNOW,,,
item_422,DONT_LIKE,word,helping_verbs,produces,DON’T-LIKE,,,
item_423,DONT_WANT,word,helping_verbs,produces,DON’T-WANT,,,
item_424,HAVE_TO_NEED_MUST,word,helping_verbs,produces,HAVE-TO/NEED/MUST,,,
item_425,LET_ME_SEE,word,helping_verbs,produces,LET-ME-SEE,,,
item_426,WANT,word,helping_verbs,produces,WANT,,,
item_427,WILL,word,helping_verbs,produces,WILL,,,
item_428,ALL,word,quantifiers,produces,ALL,,all,
item_429,A LOT_MUCH,word,quantifiers,produces,A LOT/MUCH,,a lot,
item_430,ANY,word,quantifiers,produces,ANY,,any,
item_431,EACH_EVERY,word,quantifiers,produces,EACH/EVERY,,,
item_432,GONE_ALL_GONE,word,quantifiers,produces,GONE/ALL-GONE,,all gone,
item_433,MORE,word,quantifiers,produces,MORE,,more,
item_434,NOT,word,quantifiers,produces,NOT,,not,
item_435,NONE,word,quantifiers,produces,NONE,,none,
item_436,OTHER,word,quantifiers,produces,OTHER,,other,
item_437,SAME,word,quantifiers,produces,SAME,,same,
item_438,SOME,word,quantifiers,produces,SOME,,some,
item_439,AND,word,connecting_words,produces,AND,,,
item_440,BECAUSE,word,connecting_words,produces,BECAUSE,,,
item_441,BUT,word,connecting_words,produces,BUT,,,
item_442,IF_SUPPOSE,word,connecting_words,produces,IF/SUPPOSE,,,
item_443,SO,word,connecting_words,produces,SO,,,
item_444,THEN,word,connecting_words,produces,THEN,,,
item_445,AWAY,word,action_words,produces,AWAY,,away,
item_446,BITE,word,action_words,produces,BITE,,bite,
item_447,BLOW,word,action_words,produces,BLOW,,blow,
item_448,BREAK,word,action_words,produces,BREAK,,break,
item_449,BRING_CARRY,word,action_words,produces,BRING/CARRY,,bring,
item_450,BUILD,word,action_words,produces,BUILD,,,
item_451,BUY,word,action_words,produces,BUY,,buy,
item_452,CATCH,word,action_words,produces,CATCH,,catch,
item_453,CHASE,word,action_words,produces,CHASE,,,
item_454,CHAT,word,action_words,produces,CHAT,,talk,
item_455,CHOOSE,word,action_words,produces,CHOOSE,,,
item_456,CLAP,word,action_words,produces,CLAP,,clap,
item_457,CLEAN,word,action_words,produces,CLEAN,,clean (action),
item_458,CLIMB,word,action_words,produces,CLIMB,,climb,
item_459,CLOSE,word,action_words,produces,CLOSE,,close,
