,aventar,item,,verbos
,ayudar,item,,verbos
,bailar,item,,verbos
,bajarse,item,,verbos
,barrer,item,,verbos
,besar,item,,verbos
,brincar,item,,verbos
,buscar,item,,verbos
,caber,item,,verbos
,caer,item,,verbos
,callarse,item,,verbos
,caminar,item,,verbos
,cantar,item,,verbos
,cargar,item,,verbos
,cenar,item,,verbos
,cerrar,item,,verbos
,cocinar,item,,verbos
,comer,item,,verbos
,comprar,item,,verbos
,correr,item,,verbos
,cortar,item,,verbos
,dar,item,,verbos
,decir,item,,verbos
,desyunar,item,,verbos
,dibujar,item,,verbos
,doler,item,,verbos
,dormir,item,,verbos
,empujar,item,,verbos
,encontra,item,,verbos
,ensenar,item,,verbos
,entrar,item,,verbos
,equvcar,item,,verbos
,esconder,item,,verbos
,escribir,item,,verbos
,escuchar,item,,verbos
,esperar,item,,verbos
,ganar,item,,verbos
,gritar,item,,verbos
,gustar,item,,verbos
,hacer,item,,verbos
,ir,item,,verbos
,jalar,item,,verbos
,jugar,item,,verbos
,juntar,item,,verbos
,lastimar,item,,verbos
,lavar,item,,verbos
,leer,item,,verbos
,levntar,item,,verbos
,llevar,item,,verbos
,llorar,item,,verbos
,llover,item,,verbos
,meterse,item,,verbos
,mirar,item,,verbos
,morder,item,,verbos
,nadar,item,,verbos
,oir,item,,verbos
,parar,item,,verbos
,patear,item,,verbos
,patinar,item,,verbos
,pegar,item,,verbos
,peinarse,item,,verbos
,pensar,item,,verbos
,perder,item,,verbos
,pintar,item,,verbos
,platicar,item,,verbos
,poder,item,,verbos
,poner,item,,verbos
,prender,item,,verbos
,quedar,item,,verbos
,quemar,item,,verbos
,querer,item,,verbos
,quitarse,item,,verbos
,regalar,item,,verbos
,romper,item,,verbos
,saber,item,,verbos
,sacar,item,,verbos
,salir,item,,verbos
,saltar,item,,verbos
,saludar,item,,verbos
,sentar,item,,verbos
,soplar,item,,verbos
,subir,item,,verbos
,tapar,item,,verbos
,tener,item,,verbos
,terminar,item,,verbos
,tirar,item,,verbos
,tocar,item,,verbos
,tomar,item,,verbos
,traer,item,,verbos
,venir,item,,verbos
,ver,item,,verbos
,estar,item,,estados
,habrhay,item,,estados
,ser,item,,estados
,alto,item,,cualidades
,amarillo,item,,cualidades
,azul,item,,cualidades
,blanco,item,,cualidades
,bonita,item,,cualidades
,bueno,item,,cualidades
,caliente,item,,cualidades
,cansado,item,,cualidades
,chaparo,item,,cualidades
,chico,item,,cualidades
,chulo,item,,cualidades
,descompu,item,,cualidades
,despiert,item,,cualidades
,difernte,item,,cualidades
,dificil,item,,cualidades
,duro,item,,cualidades
,enfermo,item,,cualidades
,enojado,item,,cualidades
,feliz,item,,cualidades
,feo,item,,cualidades
,flaco,item,,cualidades
,frio,item,,cualidades
,fuchi,item,,cualidades
,fuerte,item,,cualidades
,gordo,item,,cualidades
,grande,item,,cualidades
,guapo,item,,cualidades
,hambre,item,,cualidades
,igual,item,,cualidades
,largo,item,,cualidades
,lento,item,,cualidades
,limpio,item,,cualidades
,linda,item,,cualidades
,lleno,item,,cualidades
,malo,item,,cualidades
,mejor,item,,cualidades
,miedsust,item,,cualidades
,mojado,item,,cualidades
,morado,item,,cualidades
,negro,item,,cualidades
,nuevo,item,,cualidades
,oscuro,item,,cualidades
,pegajoso,item,,cualidades
,pelgrso,item,,cualidades
,pesado,item,,cualidades
,pobre,item,,cualidades
,primero,item,,cualidades
,rapido1,item,,cualidades
,rojo,item,,cualidades
,rosa,item,,cualidades
,roto,item,,cualidades
,ruidoso,item,,cualidades
,seco,item,,cualidades
,suave,item,,cualidades
,sucio,item,,cualidades
,tonto,item,,cualidades
,tranquil,item,,cualidades
,travieso,item,,cualidades
,triste,item,,cualidades
,ultimo,item,,cualidades
,vacio,item,,cualidades
,verde,item,,cualidades
,viejo,item,,cualidades
,ahorita,item,,tiempo
,alrato,item,,tiempo
,antes,item,,tiempo
,ayer,item,,tiempo
,despues,item,,tiempo
,dia,item,,tiempo
,enlamana,item,,tiempo
,enlanoch,item,,tiempo
,enlatard,item,,tiempo
,hoy,item,,tiempo
,manana,item,,tiempo
,noche,item,,tiempo
,aquel,item,,pronombres
,aquela,item,,pronombres
,aquelas,item,,pronombres
,aquelos,item,,pronombres
,el1,item,,pronombres
,ella,item,,pronombres
,ellas,item,,pronombres
,ellos,item,,pronombres
,esa,item,,pronombres
,esas,item,,pronombres
,ese,item,,pronombres
,eso,item,,pronombres
,esos,item,,pronombres
,esta,item,,pronombres
,estas,item,,pronombres
,este,item,,pronombres
,esto,item,,pronombres
,estos,item,,pronombres
,prole,item,,pronombres
,les,item,,pronombres
,lo,item,,pronombres
,me,item,,pronombres
,mi,item,,pronombres
,mia,item,,pronombres
,mias,item,,pronombres
,mio,item,,pronombres
,mios,item,,pronombres
,nosotros,item,,pronombres
,nuestro,item,,pronombres
,se,item,,pronombres
,su,item,,pronombres
,suya,item,,pronombres
,suyas,item,,pronombres
,suyo,item,,pronombres
,suyos,item,,pronombres
,te2,item,,pronombres
,ti,item,,pronombres
,tu,item,,pronombres
,tuya,item,,pronombres
,tuyas,item,,pronombres
,tuyo,item,,pronombres
,tuyos,item,,pronombres
,yo,item,,pronombres
,como,item,,preguntas
,cual,item,,preguntas
,cuando,item,,preguntas
,donde,item,,preguntas
,porque,item,,preguntas
,que1,item,,preguntas
,quien,item,,preguntas
,a,item,,prepositions
,con,item,,prepositions
,de,item,,prepositions
,el2,item,,prepositions
,en,item,,prepositions
,entre,item,,prepositions
,la,item,,prepositions
,las,item,,prepositions
,los,item,,prepositions
,para,item,,prepositions
,pero,item,,prepositions
,un,item,,prepositions
,una,item,,prepositions
,unas,item,,prepositions
,unos,item,,prepositions
,asi,item,,cuant
,bien,item,,cuant
,despacio,item,,cuant
,mal,item,,cuant
,mas,item,,cuant
,mucho,item,,cuant
,nada,item,,cuant
,no,item,,cuant
,nohay,item,,cuant
,otrovez,item,,cuant
,pocquito,item,,cuant
,rapido2,item,,cuant
,si,item,,cuant
,todo,item,,cuant
,ya,item,,cuant
,abajo,item,,locativos
,adentro,item,,locativos
,afuera,item,,locativos
,ahi,item,,locativos
,alla,item,,locativos
,alli,item,,locativos
,aqui,item,,locativos
,arriba,item,,locativos
,atras,item,,locativos
,cerca,item,,locativos
,encima,item,,locativos
,enfrente,item,,locativos
,lejos,item,,locativos
,entonces,item,,connectivos
,luego,item,,connectivos
,o,item,,connectivos
,pues,item,,connectivos
,que2,item,,connectivos
,y,item,,connectivos
