field,column,group,type,
item_158,d08_04,item,word,
item_159,d08_05,item,word,
item_160,d08_06,item,word,
item_161,d08_07,item,word,
item_162,d08_08,item,word,
item_163,d08_09,item,word,
item_164,d08_10,item,word,
item_165,d08_11,item,word,
item_166,d08_12,item,word,
item_167,d08_13,item,word,
item_168,d08_14,item,word,
item_169,d08_15,item,word,
item_170,d08_16,item,word,
item_171,d09_01,item,word,
item_172,d09_02,item,word,
item_173,d09_03,item,word,
item_174,d09_04,item,word,
item_175,d09_05,item,word,
item_176,d09_06,item,word,
item_177,d09_07,item,word,
item_178,d09_08,item,word,
item_179,d09_09,item,word,
item_180,d09_10,item,word,
item_181,d09_11,item,word,
item_182,d09_12,item,word,
item_183,d09_13,item,word,
item_184,d09_14,item,word,
item_185,d09_15,item,word,
item_186,d09_16,item,word,
item_187,d09_17,item,word,
item_188,d09_18,item,word,
item_189,d09_19,item,word,
item_190,d10_01,item,word,
item_191,d10_02,item,word,
item_192,d10_03,item,word,
item_193,d10_04,item,word,
item_194,d10_05,item,word,
item_195,d10_06,item,word,
item_196,d10_07,item,word,
item_197,d10_08,item,word,
item_198,d10_09,item,word,
item_199,d10_10,item,word,
item_200,d10_11,item,word,
item_201,d10_12,item,word,
item_202,d10_13,item,word,
item_203,d10_14,item,word,
item_204,d10_15,item,word,
item_205,d10_16,item,word,
item_206,d10_17,item,word,
item_207,d10_18,item,word,
item_208,d10_19,item,word,
item_209,d10_20,item,word,
item_210,d10_21,item,word,
item_211,d10_22,item,word,
item_212,d11_01,item,word,
item_213,d11_02,item,word,
item_214,d11_03,item,word,
item_215,d11_04,item,word,
item_216,d11_05,item,word,
item_217,d11_06,item,word,
item_218,d11_07,item,word,
item_219,d11_08,item,word,
item_220,d11_09,item,word,
item_221,d11_10,item,word,
item_222,d11_11,item,word,
item_223,d11_12,item,word,
item_224,d11_13,item,word,
item_225,d11_14,item,word,
item_226,d11_15,item,word,
item_227,d11_16,item,word,
item_228,d11_17,item,word,
item_229,d11_18,item,word,
item_230,d11_19,item,word,
item_231,d11_20,item,word,
item_232,d11_21,item,word,
item_233,d11_22,item,word,
item_234,d11_23,item,word,
item_235,d11_24,item,word,
item_236,d11_25,item,word,
item_237,d11_26,item,word,
item_238,d11_27,item,word,
item_239,d11_28,item,word,
item_240,d12_01,item,word,
item_241,d12_02,item,word,
item_242,d12_03,item,word,
item_243,d12_04,item,word,
item_244,d13_01,item,word,
item_245,d13_02,item,word,
item_246,d13_03,item,word,
item_247,d13_04,item,word,
item_248,d13_05,item,word,
item_249,d13_06,item,word,
item_250,d13_07,item,word,
item_251,d13_08,item,word,
item_252,d13_09,item,word,
item_253,d13_10,item,word,
item_254,d13_11,item,word,
item_255,d14_01,item,word,
item_256,d14_02,item,word,
item_257,d14_03,item,word,
item_258,d14_04,item,word,
item_259,d14_05,item,word,
item_260,d14_06,item,word,
item_261,d14_07,item,word,
item_262,d14_08,item,word,
item_263,d14_09,item,word,
item_264,d14_10,item,word,
item_265,d14_11,item,word,
item_266,d14_12,item,word,
item_267,d14_13,item,word,
item_268,d14_14,item,word,
item_269,d14_15,item,word,
item_270,d14_16,item,word,
item_271,d14_17,item,word,
item_272,d14_18,item,word,
item_273,d14_19,item,word,
item_274,d14_20,item,word,
item_275,d14_21,item,word,
item_276,d14_22,item,word,
item_277,d14_23,item,word,
item_278,d14_24,item,word,
item_279,d14_25,item,word,
item_280,d14_26,item,word,
item_281,d14_27,item,word,
item_282,d14_28,item,word,
item_283,d14_29,item,word,
item_284,d14_30,item,word,
item_285,d14_31,item,word,
item_286,d14_32,item,word,
item_287,d14_33,item,word,
item_288,d14_34,item,word,
item_289,d14_35,item,word,
item_290,d14_36,item,word,
item_291,d14_37,item,word,
item_292,d14_38,item,word,
item_293,d14_39,item,word,
item_294,d14_40,item,word,
item_295,d14_41,item,word,
item_296,d14_42,item,word,
item_297,d14_43,item,word,
item_298,d14_44,item,word,
item_299,d14_45,item,word,
item_300,d14_46,item,word,
item_301,d14_47,item,word,
item_302,d14_48,item,word,
item_303,d14_49,item,word,
item_304,d14_50,item,word,
item_305,d14_51,item,word,
item_306,d14_52,item,word,
item_307,d14_53,item,word,
item_308,d14_54,item,word,
item_309,d14_55,item,word,
item_310,d14_56,item,word,
item_311,d14_57,item,word,
item_312,d14_58,item,word,
item_313,d14_59,item,word,
item_314,d15_01,item,word,
item_315,d15_02,item,word,
item_316,d15_03,item,word,
item_317,d15_04,item,word,
item_318,d15_05,item,word,
item_319,d15_06,item,word,
item_320,d15_07,item,word,
item_321,d15_08,item,word,
item_322,d15_09,item,word,
item_323,d15_10,item,word,
item_324,d15_11,item,word,
item_325,d15_12,item,word,
item_326,d15_13,item,word,
item_327,d15_14,item,word,
item_328,d15_15,item,word,
item_329,d15_16,item,word,
item_330,d15_17,item,word,
item_331,d15_18,item,word,
item_332,d15_19,item,word,
item_333,d15_20,item,word,
item_334,d15_21,item,word,
item_335,d15_22,item,word,
item_336,d15_23,item,word,
item_337,d15_24,item,word,
item_338,d15_25,item,word,
item_339,d15_26,item,word,
item_340,d15_27,item,word,
item_341,d15_28,item,word,
item_342,d15_29,item,word,
item_343,d16_01,item,word,
item_344,d16_02,item,word,
item_345,d16_03,item,word,
item_346,d16_04,item,word,
item_347,d16_05,item,word,
item_348,d16_06,item,word,
item_349,d17_01,item,word,
item_350,d17_02,item,word,
item_351,d17_03,item,word,
item_352,d17_04,item,word,
item_353,d17_05,item,word,
item_354,d17_06,item,word,
