field,column,group,type,
item_167,a04_66,item,word,
item_168,a04_67,item,word,
item_169,a04_68,item,word,
item_170,a04_69,item,word,
item_171,a04_70,item,word,
item_172,a04_71,item,word,
item_173,a04_72,item,word,
item_174,a04_73,item,word,
item_175,a04_74,item,word,
item_176,a04_75,item,word,
item_177,a04_76,item,word,
item_178,a04_77,item,word,
item_179,a05_01,item,word,
item_180,a05_02,item,word,
item_181,a05_03,item,word,
item_182,a05_04,item,word,
item_183,a05_05,item,word,
item_184,a05_06,item,word,
item_185,a05_07,item,word,
item_186,a05_08,item,word,
item_187,a05_09,item,word,
item_188,a05_10,item,word,
item_189,a05_11,item,word,
item_190,a05_12,item,word,
item_191,a05_13,item,word,
item_192,a05_14,item,word,
item_193,a05_15,item,word,
item_194,a05_16,item,word,
item_195,a05_17,item,word,
item_196,a05_18,item,word,
item_197,a05_19,item,word,
item_198,a05_20,item,word,
item_199,a05_21,item,word,
item_200,a05_22,item,word,
item_201,a05_23,item,word,
item_202,a05_24,item,word,
item_203,a05_25,item,word,
item_204,a05_26,item,word,
item_205,a05_27,item,word,
item_206,a05_28,item,word,
item_207,a05_29,item,word,
item_208,a05_30,item,word,
item_209,a06_01,item,word,
item_210,a06_02,item,word,
item_211,a06_03,item,word,
item_212,a06_04,item,word,
item_213,a06_05,item,word,
item_214,a06_06,item,word,
item_215,a06_07,item,word,
item_216,a06_08,item,word,
item_217,a06_09,item,word,
item_218,a06_10,item,word,
item_219,a06_11,item,word,
item_220,a06_12,item,word,
item_221,a06_13,item,word,
item_222,a06_14,item,word,
item_223,a06_15,item,word,
item_224,a06_16,item,word,
item_225,a06_17,item,word,
item_226,a06_18,item,word,
item_227,a06_19,item,word,
item_228,a06_20,item,word,
item_229,a07_01,item,word,
item_230,a07_02,item,word,
item_231,a07_03,item,word,
item_232,a07_04,item,word,
item_233,a07_05,item,word,
item_234,a07_06,item,word,
item_235,a07_07,item,word,
item_236,a07_08,item,word,
item_237,a07_09,item,word,
item_238,a07_10,item,word,
item_239,a07_11,item,word,
item_240,a07_12,item,word,
item_241,a07_13,item,word,
item_242,a07_14,item,word,
item_243,a07_15,item,word,
item_244,a07_16,item,word,
item_245,a07_17,item,word,
item_246,a07_18,item,word,
item_247,a07_19,item,word,
item_248,a07_20,item,word,
item_249,a07_21,item,word,
item_250,a07_22,item,word,
item_251,a07_23,item,word,
item_252,a07_24,item,word,
item_253,a07_25,item,word,
item_254,a07_26,item,word,
item_255,a07_27,item,word,
item_256,a07_28,item,word,
item_257,a07_29,item,word,
item_258,a07_30,item,word,
item_259,a07_31,item,word,
item_260,a07_32,item,word,
item_261,a07_33,item,word,
item_262,a07_34,item,word,
item_263,a07_35,item,word,
item_264,a07_36,item,word,
item_265,a07_37,item,word,
item_266,a07_38,item,word,
item_267,a07_39,item,word,
item_268,a07_40,item,word,
item_269,a07_41,item,word,
item_270,a07_42,item,word,
item_271,a07_43,item,word,
item_272,a07_44,item,word,
item_273,a07_45,item,word,
item_274,a07_46,item,word,
item_275,a07_47,item,word,
item_276,a07_48,item,word,
item_277,a07_49,item,word,
item_278,a07_50,item,word,
item_279,a07_51,item,word,
item_280,a07_52,item,word,
item_281,a07_53,item,word,
item_282,a07_54,item,word,
item_283,a07_55,item,word,
item_284,a07_56,item,word,
item_285,a07_57,item,word,
item_286,a07_58,item,word,
item_287,a08_01,item,word,
item_288,a08_02,item,word,
item_289,a08_03,item,word,
item_290,a08_04,item,word,
item_291,a08_05,item,word,
item_292,a08_06,item,word,
item_293,a08_07,item,word,
item_294,a08_08,item,word,
item_295,a08_09,item,word,
item_296,a08_10,item,word,
item_297,a08_11,item,word,
item_298,a08_12,item,word,
item_299,a08_13,item,word,
item_300,a08_14,item,word,
item_301,a08_15,item,word,
item_302,a08_16,item,word,
item_303,a08_17,item,word,
item_304,a08_18,item,word,
item_305,a08_19,item,word,
item_306,a08_20,item,word,
item_307,a08_21,item,word,
item_308,a08_22,item,word,
item_309,a08_23,item,word,
item_310,a08_24,item,word,
item_311,a08_25,item,word,
item_312,a08_26,item,word,
item_313,a08_27,item,word,
item_314,a09_01,item,word,
item_315,a09_02,item,word,
item_316,a09_03,item,word,
item_317,a09_04,item,word,
item_318,a09_05,item,word,
item_319,a09_06,item,word,
item_320,a09_07,item,word,
item_321,a09_08,item,word,
item_322,a09_09,item,word,
item_323,a09_10,item,word,
item_324,a09_11,item,word,
item_325,a09_12,item,word,
item_326,a09_13,item,word,
item_327,a09_14,item,word,
item_328,a09_15,item,word,
item_329,a09_16,item,word,
item_330,a09_17,item,word,
item_331,a09_18,item,word,
item_332,a09_19,item,word,
item_333,a09_20,item,word,
item_334,a09_21,item,word,
item_335,a09_22,item,word,
item_336,a09_23,item,word,
item_337,a09_24,item,word,
item_338,a09_25,item,word,
item_339,a09_26,item,word,
item_340,a09_27,item,word,
item_341,a09_28,item,word,
item_342,a09_29,item,word,
item_343,a09_30,item,word,
item_344,a10_01,item,word,
item_345,a10_02,item,word,
item_346,a10_03,item,word,
item_347,a10_04,item,word,
item_348,a10_05,item,word,
item_349,a10_06,item,word,
item_350,a10_07,item,word,
item_351,a10_08,item,word,
item_352,a10_09,item,word,
item_353,a10_10,item,word,
item_354,a10_11,item,word,
item_355,a10_12,item,word,
item_356,a10_13,item,word,
item_357,a10_14,item,word,
item_358,a10_15,item,word,
item_359,a10_16,item,word,
item_360,a10_17,item,word,
item_361,a10_18,item,word,
item_362,a10_19,item,word,
item_363,a10_20,item,word,
item_364,a10_21,item,word,
item_365,a10_22,item,word,
item_366,a10_23,item,word,
item_367,a10_24,item,word,
item_368,a10_25,item,word,
item_369,a11_01,item,word,
item_370,a11_02,item,word,
item_371,a11_03,item,word,
item_372,a11_04,item,word,
item_373,a11_05,item,word,
item_374,a11_06,item,word,
item_375,a11_07,item,word,
item_376,a11_08,item,word,
item_377,a11_09,item,word,
item_378,a11_10,item,word,
item_379,a11_11,item,word,
item_380,a11_12,item,word,
item_381,a11_13,item,word,
item_382,a11_14,item,word,
item_383,a11_15,item,word,
item_384,a11_16,item,word,
item_385,a11_17,item,word,
item_386,a11_18,item,word,
item_387,a11_19,item,word,
item_388,a11_20,item,word,
item_389,a11_21,item,word,
item_390,a11_22,item,word,
item_391,a11_23,item,word,
item_392,a11_24,item,word,
item_393,a11_25,item,word,
item_394,a11_26,item,word,
item_395,a11_27,item,word,
item_396,a11_28,item,word,
item_397,a11_29,item,word,
item_398,a11_30,item,word,
item_399,a12_01,item,word,
item_400,a12_02,item,word,
item_401,a12_03,item,word,
item_402,a12_04,item,word,
item_403,a12_05,item,word,
item_404,a12_06,item,word,
item_405,a12_07,item,word,
item_406,a12_08,item,word,
item_407,a12_09,item,word,
item_408,a12_10,item,word,
item_409,a12_11,item,word,
item_410,a12_12,item,word,
item_411,a12_13,item,word,
item_412,a12_14,item,word,
item_413,a12_15,item,word,
item_414,a12_16,item,word,
item_415,a12_17,item,word,
item_416,a12_18,item,word,
item_417,a12_19,item,word,
item_418,a12_20,item,word,
item_419,a12_21,item,word,
item_420,a12_22,item,word,
item_421,a12_23,item,word,
item_422,a12_24,item,word,
item_423,a12_25,item,word,
item_424,a12_26,item,word,
item_425,a12_27,item,word,
item_426,a12_28,item,word,
item_427,a12_29,item,word,
item_428,a12_30,item,word,
item_429,a12_31,item,word,
item_430,a12_32,item,word,
item_431,a12_33,item,word,
item_432,a12_34,item,word,
item_433,a12_35,item,word,
item_434,a12_36,item,word,
item_435,a12_37,item,word,
item_436,a12_38,item,word,
item_437,a12_39,item,word,
item_438,a12_40,item,word,
item_439,a12_41,item,word,
item_440,a12_42,item,word,
item_441,a12_43,item,word,
item_442,a12_44,item,word,
item_443,a12_45,item,word,
item_444,a12_46,item,word,
item_445,a12_47,item,word,
item_446,a12_48,item,word,
item_447,a12_49,item,word,
item_448,a12_50,item,word,
item_449,a12_51,item,word,
item_450,a13_01,item,word,
item_451,a13_02,item,word,
item_452,a13_03,item,word,
item_453,a13_04,item,word,
item_454,a13_05,item,word,
item_455,a13_06,item,word,
item_456,a13_07,item,word,
item_457,a13_08,item,word,
item_458,a13_09,item,word,
item_459,a13_10,item,word,
item_460,a13_11,item,word,
item_461,a13_12,item,word,
item_462,a13_13,item,word,
item_463,a13_14,item,word,
item_464,a13_15,item,word,
item_465,a13_16,item,word,
item_466,a13_17,item,word,
item_467,a13_18,item,word,
item_468,a13_19,item,word,
item_469,a13_20,item,word,
item_470,a13_21,item,word,
item_471,a13_22,item,word,
item_472,a14_01,item,word,
item_473,a14_02,item,word,
item_474,a14_03,item,word,
item_475,a14_04,item,word,
item_476,a14_05,item,word,
item_477,a14_06,item,word,
item_478,a14_07,item,word,
item_479,a14_08,item,word,
item_480,a14_09,item,word,
item_481,a14_10,item,word,
item_482,a14_11,item,word,
item_483,a14_12,item,word,
item_484,a14_13,item,word,
item_485,a14_14,item,word,
item_486,a14_15,item,word,
item_487,a14_16,item,word,
item_488,a14_17,item,word,
item_489,a14_18,item,word,
item_490,a14_19,item,word,
item_491,a14_20,item,word,
item_492,a14_21,item,word,
item_493,a14_22,item,word,
item_494,a14_23,item,word,
item_495,a14_24,item,word,
item_496,a15_01,item,word,
item_497,a15_02,item,word,
item_498,a15_03,item,word,
item_499,a15_04,item,word,
item_500,a15_05,item,word,
item_501,a15_06,item,word,
item_502,a15_07,item,word,
item_503,a15_08,item,word,
item_504,a15_09,item,word,
item_505,a15_10,item,word,
item_506,a15_11,item,word,
item_507,a15_12,item,word,
item_508,a15_13,item,word,
item_509,a15_14,item,word,
item_510,a15_15,item,word,
item_511,a15_16,item,word,
item_512,a15_17,item,word,
item_513,a15_18,item,word,
item_514,a15_19,item,word,
item_515,a15_20,item,word,
item_516,a15_21,item,word,
item_517,a15_22,item,word,
item_518,a15_23,item,word,
item_519,a15_24,item,word,
item_520,a15_25,item,word,
item_521,a15_26,item,word,
item_522,a15_27,item,word,
item_523,a15_28,item,word,
item_524,a15_29,item,word,
item_525,a15_30,item,word,
item_526,a15_31,item,word,
item_527,a15_32,item,word,
item_528,a15_33,item,word,
item_529,a15_34,item,word,
item_530,a15_35,item,word,
item_531,a15_36,item,word,
item_532,a15_37,item,word,
item_533,a15_38,item,word,
item_534,a15_39,item,word,
item_535,a15_40,item,word,
item_536,a15_41,item,word,
item_537,a15_42,item,word,
item_538,a15_43,item,word,
item_539,a15_44,item,word,
item_540,a15_45,item,word,
item_541,a15_46,item,word,
item_542,a15_47,item,word,
item_543,a15_48,item,word,
item_544,a15_49,item,word,
item_545,a15_50,item,word,
item_546,a15_51,item,word,
item_547,a15_52,item,word,
item_548,a15_53,item,word,
item_549,a15_54,item,word,
item_550,a15_55,item,word,
item_551,a15_56,item,word,
item_552,a15_57,item,word,
item_553,a15_58,item,word,
item_554,a15_59,item,word,
item_555,a15_60,item,word,
item_556,a15_61,item,word,
item_557,a15_62,item,word,
item_558,a15_63,item,word,
item_559,a15_64,item,word,
item_560,a15_65,item,word,
item_561,a15_66,item,word,
item_562,a15_67,item,word,
item_563,a15_68,item,word,
item_564,a15_69,item,word,
item_565,a15_70,item,word,
item_566,a15_71,item,word,
item_567,a15_72,item,word,
item_568,a15_73,item,word,
item_569,a15_74,item,word,
item_570,a15_75,item,word,
item_571,a15_76,item,word,
item_572,a15_77,item,word,
item_573,a15_78,item,word,
item_574,a15_79,item,word,
item_575,a15_80,item,word,
item_576,a15_81,item,word,
item_577,a15_82,item,word,
item_578,a15_83,item,word,
item_579,a15_84,item,word,
item_580,a15_85,item,word,
item_581,a15_86,item,word,
item_582,a15_87,item,word,
item_583,a15_88,item,word,
item_584,a15_89,item,word,
item_585,a15_90,item,word,
item_586,a15_91,item,word,
item_587,a15_92,item,word,
item_588,a15_93,item,word,
item_589,a15_94,item,word,
item_590,a15_95,item,word,
item_591,a15_96,item,word,
item_592,a16_01,item,word,
item_593,a16_02,item,word,
item_594,a16_03,item,word,
item_595,a16_04,item,word,
item_596,a16_05,item,word,
item_597,a16_06,item,word,
item_598,a16_07,item,word,
item_599,a16_08,item,word,
item_600,a17_01,item,word,
item_601,a17_02,item,word,
item_602,a17_03,item,word,
item_603,a17_04,item,word,
item_604,a17_05,item,word,
item_605,a17_06,item,word,
item_606,a17_07,item,word,
item_607,a17_08,item,word,
item_608,a17_09,item,word,
item_609,a17_10,item,word,
item_610,a17_11,item,word,
item_611,a17_12,item,word,
item_612,a17_13,item,word,
item_613,a17_14,item,word,
item_614,a17_15,item,word,
item_615,a17_16,item,word,
item_616,a17_17,item,word,
item_617,a17_18,item,word,
item_618,a17_19,item,word,
item_619,a17_20,item,word,
item_620,a17_21,item,word,
item_621,a17_22,item,word,
item_622,a17_23,item,word,
item_623,a17_24,item,word,
item_624,a17_25,item,word,
item_625,a17_26,item,word,
item_626,a17_27,item,word,
item_627,a17_28,item,word,
item_628,a17_29,item,word,
item_629,a17_30,item,word,
item_630,a17_31,item,word,
item_631,a17_32,item,word,
item_632,a17_33,item,word,
item_633,a17_34,item,word,
item_634,a17_35,item,word,
item_635,a17_36,item,word,
item_636,a17_37,item,word,
item_637,a17_38,item,word,
item_638,a17_39,item,word,
item_639,a17_40,item,word,
item_640,a17_41,item,word,
item_641,a17_42,item,word,
item_642,a17_43,item,word,
item_643,a17_44,item,word,
item_644,a17_45,item,word,
item_645,a17_46,item,word,
item_646,a17_47,item,word,
item_647,a17_48,item,word,
item_648,a17_49,item,word,
item_649,a17_50,item,word,
item_650,a17_51,item,word,
item_651,a17_52,item,word,
item_652,a17_53,item,word,
item_653,a17_54,item,word,
item_654,a17_55,item,word,
item_655,a17_56,item,word,
item_656,a17_57,item,word,
item_657,a17_58,item,word,
item_658,a17_59,item,word,
item_659,a17_60,item,word,
item_660,a17_61,item,word,
item_661,a17_62,item,word,
item_662,a17_63,item,word,
item_663,a17_64,item,word,
item_664,a17_65,item,word,
item_665,a17_66,item,word,
item_666,a17_67,item,word,
item_667,a17_68,item,word,
item_668,a17_69,item,word,
item_669,a17_70,item,word,
item_670,a18_01,item,word,
item_671,a18_02,item,word,
item_672,a18_03,item,word,
item_673,a18_04,item,word,
item_674,a18_05,item,word,
item_675,a18_06,item,word,
item_676,a18_07,item,word,
item_677,a18_08,item,word,
item_678,a18_09,item,word,
item_679,a18_10,item,word,
item_680,a18_11,item,word,
item_681,a18_12,item,word,
item_682,a18_13,item,word,
item_683,a18_14,item,word,
item_684,a19_01,item,word,
item_685,a19_02,item,word,
item_686,a19_03,item,word,
item_687,a19_04,item,word,
item_688,a19_05,item,word,
item_689,a19_06,item,word,
item_690,a19_07,item,word,
item_691,a19_08,item,word,
item_692,a19_09,item,word,
item_693,a19_10,item,word,
item_694,a19_11,item,word,
item_695,a19_12,item,word,
item_696,a19_13,item,word,
