itemID,type,category,choices,definition,gloss,uni_lemma,form.age,orig_category,sub_category,category_id
item_34,word,games_routines,produces,s'il te plait,,,16_30,words,play_routines,2
item_35,word,games_routines,produces,salut,,,16_30,words,play_routines,2
item_36,word,games_routines,produces,sieste,,,16_30,words,play_routines,2
item_37,word,games_routines,produces,top là,,,16_30,words,play_routines,2
item_38,word,games_routines,produces,tourne-toi,,,16_30,words,play_routines,2
item_39,word,games_routines,produces,va sur le pot,,,16_30,words,play_routines,2
item_40,word,vehicles,produces,avion,,,16_30,words,vehicles,3
item_41,word,vehicles,produces,bateau,,,16_30,words,vehicles,3
item_42,word,vehicles,produces,bus,,,16_30,words,vehicles,3
item_43,word,vehicles,produces,camion,,,16_30,words,vehicles,3
item_44,word,vehicles,produces,camion de pompier,,,16_30,words,vehicles,3
item_45,word,vehicles,produces,hélicoptère,,,16_30,words,vehicles,3
item_46,word,vehicles,produces,moto,,,16_30,words,vehicles,3
item_47,word,vehicles,produces,poussette,,,16_30,words,vehicles,3
item_48,word,vehicles,produces,tracteur,,,16_30,words,vehicles,3
item_49,word,vehicles,produces,train,,,16_30,words,vehicles,3
item_50,word,vehicles,produces,traineau,,,16_30,words,vehicles,3
item_51,word,vehicles,produces,tricycle,,,16_30,words,vehicles,3
item_52,word,vehicles,produces,vélo,,,16_30,words,vehicles,3
item_53,word,vehicles,produces,voiture,,,16_30,words,vehicles,3
item_54,word,animals,produces,abeille,,,16_30,words,animals,4
item_55,word,animals,produces,agneau,,,16_30,words,animals,4
item_56,word,animals,produces,âne,,,16_30,words,animals,4
item_57,word,animals,produces,animal,,,16_30,words,animals,4
item_58,word,animals,produces,bébé chat,,,16_30,words,animals,4
item_59,word,animals,produces,bébé chien,,,16_30,words,animals,4
item_60,word,animals,produces,biche,,,16_30,words,animals,4
item_61,word,animals,produces,canard,,,16_30,words,animals,4
item_62,word,animals,produces,chat,,,16_30,words,animals,4
item_63,word,animals,produces,cheval,,,16_30,words,animals,4
item_64,word,animals,produces,chèvre,,,16_30,words,animals,4
item_65,word,animals,produces,chien,,,16_30,words,animals,4
item_66,word,animals,produces,cochon,,,16_30,words,animals,4
item_67,word,animals,produces,coq,,,16_30,words,animals,4
item_68,word,animals,produces,crocodile,,,16_30,words,animals,4
item_69,word,animals,produces,dindon,,,16_30,words,animals,4
item_70,word,animals,produces,écureuil,,,16_30,words,animals,4
item_71,word,animals,produces,éléphant,,,16_30,words,animals,4
item_72,word,animals,produces,fourmi,,,16_30,words,animals,4
item_73,word,animals,produces,girafe,,,16_30,words,animals,4
item_74,word,animals,produces,grenouille,,,16_30,words,animals,4
item_75,word,animals,produces,hibou,,,16_30,words,animals,4
item_76,word,animals,produces,lapin,,,16_30,words,animals,4
item_77,word,animals,produces,lion,,,16_30,words,animals,4
item_78,word,animals,produces,loup,,,16_30,words,animals,4
item_79,word,animals,produces,mouton,,,16_30,words,animals,4
item_80,word,animals,produces,nounours,,,16_30,words,animals,4
item_81,word,animals,produces,oie,,,16_30,words,animals,4
item_82,word,animals,produces,oiseau,,,16_30,words,animals,4
item_83,word,animals,produces,ours,,,16_30,words,animals,4
item_84,word,animals,produces,papillon,,,16_30,words,animals,4
item_85,word,animals,produces,petite bête,,,16_30,words,animals,4
item_86,word,animals,produces,pinguoin,,,16_30,words,animals,4
item_87,word,animals,produces,poisson,,,16_30,words,animals,4
item_88,word,animals,produces,poney,,,16_30,words,animals,4
item_89,word,animals,produces,poule,,,16_30,words,animals,4
item_90,word,animals,produces,renne,,,16_30,words,animals,4
item_91,word,animals,produces,singe,,,16_30,words,animals,4
item_92,word,animals,produces,souris,,,16_30,words,animals,4
item_93,word,animals,produces,tigre,,,16_30,words,animals,4
item_94,word,animals,produces,tortue,,,16_30,words,animals,4
item_95,word,animals,produces,vache,,,16_30,words,animals,4
item_96,word,animals,produces,zèbre,,,16_30,words,animals,4
item_97,word,toys,produces,balle,,,16_30,words,toys,5
item_98,word,toys,produces,ballon,,,16_30,words,toys,5
item_99,word,toys,produces,bulles,,,16_30,words,toys,5
item_100,word,toys,produces,cadeau,,,16_30,words,toys,5
item_101,word,toys,produces,colle,,,16_30,words,toys,5
item_102,word,toys,produces,craie,,,16_30,words,toys,5
item_103,word,toys,produces,crayon,,,16_30,words,toys,5
item_104,word,toys,produces,cube,,,16_30,words,toys,5
item_105,word,toys,produces,feutre,,,16_30,words,toys,5
item_106,word,toys,produces,histoire,,,16_30,words,toys,5
item_107,word,toys,produces,jeu,,,16_30,words,toys,5
item_108,word,toys,produces,jouet,,,16_30,words,toys,5
item_109,word,toys,produces,livre,,,16_30,words,toys,5
item_110,word,toys,produces,pâte à modeler,,,16_30,words,toys,5
item_111,word,toys,produces,poupée,,,16_30,words,toys,5
item_112,word,toys,produces,puzzle,,,16_30,words,toys,5
item_113,word,toys,produces,raquette,,,16_30,words,toys,5
item_114,word,toys,produces,stylo,,,16_30,words,toys,5
item_115,word,clothing,produces,basket,,,16_30,words,clothes,6
item_116,word,clothing,produces,bavoir/bavette,,,16_30,words,clothes,6
item_117,word,clothing,produces,body,,,16_30,words,clothes,6
item_118,word,clothing,produces,bottes,,,16_30,words,clothes,6
item_119,word,clothing,produces,boutons,,,16_30,words,clothes,6
item_120,word,clothing,produces,ceinture,,,16_30,words,clothes,6
item_121,word,clothing,produces,chapeau,,,16_30,words,clothes,6
item_122,word,clothing,produces,chaussettes,,,16_30,words,clothes,6
item_123,word,clothing,produces,chausson/pantoufle,,,16_30,words,clothes,6
item_124,word,clothing,produces,chaussure,,,16_30,words,clothes,6
item_125,word,clothing,produces,chemise,,,16_30,words,clothes,6
item_126,word,clothing,produces,collants,,,16_30,words,clothes,6
item_127,word,clothing,produces,collier,,,16_30,words,clothes,6
item_128,word,clothing,produces,combinaison de ski,,,16_30,words,clothes,6
item_129,word,clothing,produces,couche,,,16_30,words,clothes,6
item_130,word,clothing,produces,culotte/slip,,,16_30,words,clothes,6
item_131,word,clothing,produces,écharpe,,,16_30,words,clothes,6
item_132,word,clothing,produces,gants,,,16_30,words,clothes,6
item_133,word,clothing,produces,grenouillère,,,16_30,words,clothes,6
item_134,word,clothing,produces,jeans,,,16_30,words,clothes,6
item_135,word,clothing,produces,manteau,,,16_30,words,clothes,6
item_136,word,clothing,produces,moufles,,,16_30,words,clothes,6
item_137,word,clothing,produces,pantalon,,,16_30,words,clothes,6
item_138,word,clothing,produces,perles,,,16_30,words,clothes,6
item_139,word,clothing,produces,pull,,,16_30,words,clothes,6
item_140,word,clothing,produces,pyjama,,,16_30,words,clothes,6
item_141,word,clothing,produces,robe,,,16_30,words,clothes,6
item_142,word,clothing,produces,salopette,,,16_30,words,clothes,6
item_143,word,clothing,produces,short,,,16_30,words,clothes,6
item_144,word,clothing,produces,sweat,,,16_30,words,clothes,6
item_145,word,clothing,produces,tee-shirt,,,16_30,words,clothes,6
item_146,word,clothing,produces,veste,,,16_30,words,clothes,6
item_147,word,outside,produces,arbre,,,16_30,words,outside,7
item_148,word,outside,produces,arrosoir,,,16_30,words,outside,7
item_149,word,outside,produces,bac à sable,,,16_30,words,outside,7
item_150,word,outside,produces,balançoire,,,16_30,words,outside,7
item_151,word,outside,produces,baton,,,16_30,words,outside,7
item_152,word,outside,produces,bonhomme de neige,,,16_30,words,outside,7
item_153,word,outside,produces,caillou,,,16_30,words,outside,7
item_154,word,outside,produces,ciel,,,16_30,words,outside,7
item_155,word,outside,produces,drapeau,,,16_30,words,outside,7
item_156,word,outside,produces,eau,,,16_30,words,outside,7
item_157,word,outside,produces,échelle,,,16_30,words,outside,7
item_158,word,outside,produces,étoile,,,16_30,words,outside,7
item_159,word,outside,produces,fleur,,,16_30,words,outside,7
item_160,word,outside,produces,herbe,,,16_30,words,outside,7
item_161,word,outside,produces,jardin,,,16_30,words,outside,7
item_162,word,outside,produces,lune,,,16_30,words,outside,7
item_163,word,outside,produces,neige,,,16_30,words,outside,7
item_164,word,outside,produces,nuage,,,16_30,words,outside,7
item_165,word,outside,produces,pelle,,,16_30,words,outside,7
item_166,word,outside,produces,pierre,,,16_30,words,outside,7
item_167,word,outside,produces,piscine,,,16_30,words,outside,7
item_168,word,outside,produces,pluie,,,16_30,words,outside,7
item_169,word,outside,produces,rocher,,,16_30,words,outside,7
item_170,word,outside,produces,rue/route,,,16_30,words,outside,7
item_171,word,outside,produces,soleil,,,16_30,words,outside,7
item_172,word,outside,produces,toboggan,,,16_30,words,outside,7
item_173,word,outside,produces,toit,,,16_30,words,outside,7
item_174,word,outside,produces,tondeuse à gazon,,,16_30,words,outside,7
item_175,word,outside,produces,trottoir,,,16_30,words,outside,7
item_176,word,outside,produces,tuyau,,,16_30,words,outside,7
item_177,word,outside,produces,vent,,,16_30,words,outside,7
item_178,word,places,produces,campagne,,,16_30,words,destination,8
item_179,word,places,produces,camping,,,16_30,words,destination,8
item_180,word,places,produces,centre-ville,,,16_30,words,destination,8
item_181,word,places,produces,cinéma,,,16_30,words,destination,8
item_182,word,places,produces,cirque,,,16_30,words,destination,8
item_183,word,places,produces,cour,,,16_30,words,destination,8
item_184,word,places,produces,crèche,,,16_30,words,destination,8
item_185,word,places,produces,dehors,,,16_30,words,destination,8
item_186,word,places,produces,école,,,16_30,words,destination,8
item_187,word,places,produces,église,,,16_30,words,destination,8
item_188,word,places,produces,ferme,,,16_30,words,destination,8
item_189,word,places,produces,fête,,,16_30,words,destination,8
item_190,word,places,produces,forêt,,,16_30,words,destination,8
item_191,word,places,produces,garderie,,,16_30,words,destination,8
item_192,word,places,produces,magasin,,,16_30,words,destination,8
item_193,word,places,produces,maison,,,16_30,words,destination,8
item_194,word,places,produces,parc,,,16_30,words,destination,8
item_195,word,places,produces,pique-nique,,,16_30,words,destination,8
item_196,word,places,produces,plage,,,16_30,words,destination,8
item_197,word,places,produces,station-service,,,16_30,words,destination,8
item_198,word,places,produces,terrain de jeux,,,16_30,words,destination,8
item_199,word,places,produces,travail,,,16_30,words,destination,8
item_200,word,places,produces,zoo,,,16_30,words,destination,8
item_201,word,household,produces,appareil photo,,,16_30,words,objects,9
item_202,word,household,produces,argent,,,16_30,words,objects,9
item_203,word,household,produces,aspirateur,,,16_30,words,objects,9
item_204,word,household,produces,assiette,,,16_30,words,objects,9
item_205,word,household,produces,balai,,,16_30,words,objects,9
item_206,word,household,produces,biberon,,,16_30,words,objects,9
item_207,word,household,produces,boîte,,,16_30,words,objects,9
item_208,word,household,produces,bol,,,16_30,words,objects,9
item_209,word,household,produces,bouteille,,,16_30,words,objects,9
item_210,word,household,produces,brosse,,,16_30,words,objects,9
item_211,word,household,produces,brosse à dent,,,16_30,words,objects,9
item_212,word,household,produces,cassette,,,16_30,words,objects,9
item_213,word,household,produces,ciseaux,,,16_30,words,objects,9
item_214,word,household,produces,clefs,,,16_30,words,objects,9
item_215,word,household,produces,clou,,,16_30,words,objects,9
item_216,word,household,produces,coussins,,,16_30,words,objects,9
item_217,word,household,produces,couteau,,,16_30,words,objects,9
item_218,word,household,produces,couverture,,,16_30,words,objects,9
item_219,word,household,produces,cuillère,,,16_30,words,objects,9
item_220,word,household,produces,feuille,,,16_30,words,objects,9
item_221,word,household,produces,fourchette,,,16_30,words,objects,9
item_222,word,household,produces,horloge,,,16_30,words,objects,9
item_223,word,household,produces,lampe,,,16_30,words,objects,9
item_224,word,household,produces,lumière,,,16_30,words,objects,9
item_225,word,household,produces,lunettes,,,16_30,words,objects,9
item_226,word,household,produces,marteau,,,16_30,words,objects,9
item_227,word,household,produces,médicaments,,,16_30,words,objects,9
item_228,word,household,produces,montre,,,16_30,words,objects,9
item_229,word,household,produces,mouchoir,,,16_30,words,objects,9
item_230,word,household,produces,musique,,,16_30,words,objects,9
item_231,word,household,produces,ordures,,,16_30,words,objects,9
item_232,word,household,produces,oreiller,,,16_30,words,objects,9
item_233,word,household,produces,panier,,,16_30,words,objects,9
item_234,word,household,produces,papier,,,16_30,words,objects,9
item_235,word,household,produces,peigne,,,16_30,words,objects,9
item_236,word,household,produces,photo,,,16_30,words,objects,9
item_237,word,household,produces,plante,,,16_30,words,objects,9
item_238,word,household,produces,plat,,,16_30,words,objects,9
item_239,word,household,produces,plateau,,,16_30,words,objects,9
item_240,word,household,produces,porte-monnaie,,,16_30,words,objects,9
item_241,word,household,produces,pot,,,16_30,words,objects,9
item_242,word,household,produces,poubelle,,,16_30,words,objects,9
item_243,word,household,produces,radio,,,16_30,words,objects,9
item_244,word,household,produces,savon,,,16_30,words,objects,9
item_245,word,household,produces,seau,,,16_30,words,objects,9
item_246,word,household,produces,serpillère,,,16_30,words,objects,9
item_247,word,household,produces,serviette,,,16_30,words,objects,9
item_248,word,household,produces,serviette de table,,,16_30,words,objects,9
item_249,word,household,produces,sirop,,,16_30,words,objects,9
item_250,word,household,produces,sous/pièces,,,16_30,words,objects,9
item_251,word,household,produces,sucette,,,16_30,words,objects,9
item_252,word,household,produces,tasse,,,16_30,words,objects,9
item_253,word,household,produces,télécommande,,,16_30,words,objects,9
item_254,word,household,produces,téléphone,,,16_30,words,objects,9
item_255,word,household,produces,trotteur,,,16_30,words,objects,9
item_256,word,household,produces,verre,,,16_30,words,objects,9
item_257,word,body_parts,produces,aïe bobo,,,16_30,words,body_parts,10
item_258,word,body_parts,produces,bouche,,,16_30,words,body_parts,10
item_259,word,body_parts,produces,bras,,,16_30,words,body_parts,10
item_260,word,body_parts,produces,cheveux,,,16_30,words,body_parts,10
item_261,word,body_parts,produces,cheville,,,16_30,words,body_parts,10
item_262,word,body_parts,produces,cœur,,,16_30,words,body_parts,10
item_263,word,body_parts,produces,dent,,,16_30,words,body_parts,10
item_264,word,body_parts,produces,doigt,,,16_30,words,body_parts,10
item_265,word,body_parts,produces,doigt de pieds,,,16_30,words,body_parts,10
item_266,word,body_parts,produces,fesses,,,16_30,words,body_parts,10
item_267,word,body_parts,produces,figure/visage,,,16_30,words,body_parts,10
item_268,word,body_parts,produces,genou,,,16_30,words,body_parts,10
item_269,word,body_parts,produces,jambe,,,16_30,words,body_parts,10
item_270,word,body_parts,produces,joue,,,16_30,words,body_parts,10
item_271,word,body_parts,produces,langue,,,16_30,words,body_parts,10
item_272,word,body_parts,produces,lèvre,,,16_30,words,body_parts,10
item_273,word,body_parts,produces,main,,,16_30,words,body_parts,10
item_274,word,body_parts,produces,menton,,,16_30,words,body_parts,10
item_275,word,body_parts,produces,nez,,,16_30,words,body_parts,10
item_276,word,body_parts,produces,nombril,,,16_30,words,body_parts,10
item_277,word,body_parts,produces,oreille,,,16_30,words,body_parts,10
item_278,word,body_parts,produces,pénis/zizi…,,,16_30,words,body_parts,10
item_279,word,body_parts,produces,pied,,,16_30,words,body_parts,10
item_280,word,body_parts,produces,pouce,,,16_30,words,body_parts,10
item_281,word,body_parts,produces,tête,,,16_30,words,body_parts,10
item_282,word,body_parts,produces,vagin/zezette,,,16_30,words,body_parts,10
item_283,word,body_parts,produces,ventre,,,16_30,words,body_parts,10
item_284,word,body_parts,produces,yeux,,,16_30,words,body_parts,10
item_285,word,food_drink,produces,baguette,,,16_30,words,food_drink,11
item_286,word,food_drink,produces,banane,,,16_30,words,food_drink,11
item_287,word,food_drink,produces,beignet,,,16_30,words,food_drink,11
item_288,word,food_drink,produces,beurre,,,16_30,words,food_drink,11
item_289,word,food_drink,produces,boisson,,,16_30,words,food_drink,11
item_290,word,food_drink,produces,bonbons,,,16_30,words,food_drink,11
item_291,word,food_drink,produces,bretzel,,,16_30,words,food_drink,11
item_292,word,food_drink,produces,café,,,16_30,words,food_drink,11
item_293,word,food_drink,produces,carottes,,,16_30,words,food_drink,11
item_294,word,food_drink,produces,céréales,,,16_30,words,food_drink,11
item_295,word,food_drink,produces,chewing-gum,,,16_30,words,food_drink,11
item_296,word,food_drink,produces,chips,,,16_30,words,food_drink,11
item_297,word,food_drink,produces,chocolat,,,16_30,words,food_drink,11
item_298,word,food_drink,produces,clémentine,,,16_30,words,food_drink,11
item_299,word,food_drink,produces,coca,,,16_30,words,food_drink,11
item_300,word,food_drink,produces,compote,,,16_30,words,food_drink,11
item_301,word,food_drink,produces,confiture,,,16_30,words,food_drink,11
item_302,word,food_drink,produces,cornflakes,,,16_30,words,food_drink,11
item_303,word,food_drink,produces,courge,,,16_30,words,food_drink,11
item_304,word,food_drink,produces,crêpe,,,16_30,words,food_drink,11
item_305,word,food_drink,produces,eau,,,16_30,words,food_drink,11
item_306,word,food_drink,produces,esquimau,,,16_30,words,food_drink,11
item_307,word,food_drink,produces,flan,,,16_30,words,food_drink,11
item_308,word,food_drink,produces,fraise,,,16_30,words,food_drink,11
item_309,word,food_drink,produces,frites,,,16_30,words,food_drink,11
item_310,word,food_drink,produces,fromage,,,16_30,words,food_drink,11
item_311,word,food_drink,produces,gâteau,,,16_30,words,food_drink,11
item_312,word,food_drink,produces,gâteaux apéro,,,16_30,words,food_drink,11
item_313,word,food_drink,produces,glace,,,16_30,words,food_drink,11
item_314,word,food_drink,produces,glaçon,,,16_30,words,food_drink,11
item_315,word,food_drink,produces,hamburger,,,16_30,words,food_drink,11
item_316,word,food_drink,produces,haricot,,,16_30,words,food_drink,11
item_317,word,food_drink,produces,haricots verts,,,16_30,words,food_drink,11
item_318,word,food_drink,produces,jus de fruit,,,16_30,words,food_drink,11
item_319,word,food_drink,produces,kiwi,,,16_30,words,food_drink,11
item_320,word,food_drink,produces,lait,,,16_30,words,food_drink,11
item_321,word,food_drink,produces,limonade,,,16_30,words,food_drink,11
item_322,word,food_drink,produces,madeleine,,,16_30,words,food_drink,11
item_323,word,food_drink,produces,maïs,,,16_30,words,food_drink,11
item_324,word,food_drink,produces,mayonnaise,,,16_30,words,food_drink,11
item_325,word,food_drink,produces,melon,,,16_30,words,food_drink,11
item_326,word,food_drink,produces,noisettes,,,16_30,words,food_drink,11
item_327,word,food_drink,produces,nourriture,,,16_30,words,food_drink,11
item_328,word,food_drink,produces,nutella,,,16_30,words,food_drink,11
item_329,word,food_drink,produces,œuf,,,16_30,words,food_drink,11
item_330,word,food_drink,produces,orange,,,16_30,words,food_drink,11
item_331,word,food_drink,produces,pain,,,16_30,words,food_drink,11
item_332,word,food_drink,produces,pâtes,,,16_30,words,food_drink,11
item_333,word,food_drink,produces,petits gâteaux,,,16_30,words,food_drink,11
item_334,word,food_drink,produces,petits pois,,,16_30,words,food_drink,11
item_335,word,food_drink,produces,petits pots,,,16_30,words,food_drink,11
item_336,word,food_drink,produces,pizza,,,16_30,words,food_drink,11
item_337,word,food_drink,produces,poisson,,,16_30,words,food_drink,11
item_338,word,food_drink,produces,pomme,,,16_30,words,food_drink,11
item_339,word,food_drink,produces,pomme de terre,,,16_30,words,food_drink,11
item_340,word,food_drink,produces,pop-corn,,,16_30,words,food_drink,11
item_341,word,food_drink,produces,poulet,,,16_30,words,food_drink,11
item_342,word,food_drink,produces,purée,,,16_30,words,food_drink,11
item_343,word,food_drink,produces,raisin,,,16_30,words,food_drink,11
item_344,word,food_drink,produces,raisins secs,,,16_30,words,food_drink,11
item_345,word,food_drink,produces,sandwich,,,16_30,words,food_drink,11
item_346,word,food_drink,produces,sauce,,,16_30,words,food_drink,11
item_347,word,food_drink,produces,sel,,,16_30,words,food_drink,11
item_348,word,food_drink,produces,soupe,,,16_30,words,food_drink,11
item_349,word,food_drink,produces,spaghetti,,,16_30,words,food_drink,11
item_350,word,food_drink,produces,sucette,,,16_30,words,food_drink,11
item_351,word,food_drink,produces,sucre,,,16_30,words,food_drink,11
item_352,word,food_drink,produces,tartine,,,16_30,words,food_drink,11
item_353,word,food_drink,produces,thon,,,16_30,words,food_drink,11
item_354,word,food_drink,produces,vanille,,,16_30,words,food_drink,11
item_355,word,food_drink,produces,viande,,,16_30,words,food_drink,11
item_356,word,food_drink,produces,vitamines,,,16_30,words,food_drink,11
item_357,word,food_drink,produces,yaourt,,,16_30,words,food_drink,11
item_358,word,furniture_rooms,produces,baignoire,,,16_30,words,environment,12
item_359,word,furniture_rooms,produces,banc,,,16_30,words,environment,12
item_360,word,furniture_rooms,produces,berceau,,,16_30,words,environment,12
item_361,word,furniture_rooms,produces,canapé,,,16_30,words,environment,12
item_362,word,furniture_rooms,produces,cave,,,16_30,words,environment,12
item_363,word,furniture_rooms,produces,chaise,,,16_30,words,environment,12
item_364,word,furniture_rooms,produces,chaise haute,,,16_30,words,environment,12
item_365,word,furniture_rooms,produces,chambre,,,16_30,words,environment,12
item_366,word,furniture_rooms,produces,cuisine,,,16_30,words,environment,12
item_367,word,furniture_rooms,produces,cuisinière,,,16_30,words,environment,12
item_368,word,furniture_rooms,produces,douche,,,16_30,words,environment,12
item_369,word,furniture_rooms,produces,entrée,,,16_30,words,environment,12
item_370,word,furniture_rooms,produces,escalier,,,16_30,words,environment,12
item_371,word,furniture_rooms,produces,étendage,,,16_30,words,environment,12
item_372,word,furniture_rooms,produces,évier,,,16_30,words,environment,12
item_373,word,furniture_rooms,produces,fauteuil,,,16_30,words,environment,12
item_374,word,furniture_rooms,produces,fenêtre,,,16_30,words,environment,12
item_375,word,furniture_rooms,produces,four,,,16_30,words,environment,12
item_376,word,furniture_rooms,produces,frigo,,,16_30,words,environment,12
item_377,word,furniture_rooms,produces,garage,,,16_30,words,environment,12
item_378,word,furniture_rooms,produces,lavabo,,,16_30,words,environment,12
item_379,word,furniture_rooms,produces,lit,,,16_30,words,environment,12
item_380,word,furniture_rooms,produces,machine à laver,,,16_30,words,environment,12
item_381,word,furniture_rooms,produces,parc,,,16_30,words,environment,12
item_382,word,furniture_rooms,produces,pièce,,,16_30,words,environment,12
item_383,word,furniture_rooms,produces,porte,,,16_30,words,environment,12
item_384,word,furniture_rooms,produces,pot,,,16_30,words,environment,12
item_385,word,furniture_rooms,produces,salle de bain,,,16_30,words,environment,12
item_386,word,furniture_rooms,produces,salon,,,16_30,words,environment,12
item_387,word,furniture_rooms,produces,table,,,16_30,words,environment,12
item_388,word,furniture_rooms,produces,télé,,,16_30,words,environment,12
item_389,word,furniture_rooms,produces,tiroir,,,16_30,words,environment,12
item_390,word,furniture_rooms,produces,wc,,,16_30,words,environment,12
item_391,word,people,produces,bébé,,,16_30,words,persons,13
item_392,word,people,produces,clown,,,16_30,words,persons,13
item_393,word,people,produces,copain/e,,,16_30,words,persons,13
item_394,word,people,produces,dame,,,16_30,words,persons,13
item_395,word,people,produces,docteur,,,16_30,words,persons,13
item_396,word,people,produces,enfant,,,16_30,words,persons,13
item_397,word,people,produces,facteur,,,16_30,words,persons,13
item_398,word,people,produces,fille,,,16_30,words,persons,13
item_399,word,people,produces,frère,,,16_30,words,persons,13
item_400,word,people,produces,garçon,,,16_30,words,persons,13
item_401,word,people,produces,gens,,,16_30,words,persons,13
item_402,word,people,produces,grand-mère,,,16_30,words,persons,13
item_403,word,people,produces,grand-père,,,16_30,words,persons,13
item_404,word,people,produces,infirmière,,,16_30,words,persons,13
item_405,word,people,produces,maître/sse,,,16_30,words,persons,13
item_406,word,people,produces,maman,,,16_30,words,persons,13
item_407,word,people,produces,monsieur,,,16_30,words,persons,13
item_408,word,people,produces,nom de l'animal,,,16_30,words,persons,13
item_409,word,people,produces,nom de l'enfant,,,16_30,words,persons,13
item_410,word,people,produces,nom de la nounou,,,16_30,words,persons,13
item_411,word,people,produces,nounou,,,16_30,words,persons,13
item_412,word,people,produces,oncle,,,16_30,words,persons,13
item_413,word,people,produces,papa,,,16_30,words,persons,13
item_414,word,people,produces,personne,,,16_30,words,persons,13
item_415,word,people,produces,police,,,16_30,words,persons,13
item_416,word,people,produces,pompier,,,16_30,words,persons,13
item_417,word,people,produces,sœur,,,16_30,words,persons,13
item_418,word,people,produces,tante,,,16_30,words,persons,13
item_419,word,descriptive_words,produces,attention,,,16_30,words,descriptors,14
item_420,word,descriptive_words,produces,avoir faim,,,16_30,words,descriptors,14
item_421,word,descriptive_words,produces,avoir peur,,,16_30,words,descriptors,14
item_422,word,descriptive_words,produces,avoir soif,,,16_30,words,descriptors,14
item_423,word,descriptive_words,produces,avoir sommeil,,,16_30,words,descriptors,14
item_424,word,descriptive_words,produces,beau/belle,,,16_30,words,descriptors,14
item_425,word,descriptive_words,produces,bien,,,16_30,words,descriptors,14
item_426,word,descriptive_words,produces,blanc/he,,,16_30,words,descriptors,14
item_427,word,descriptive_words,produces,blessé,,,16_30,words,descriptors,14
item_428,word,descriptive_words,produces,bleu,,,16_30,words,descriptors,14
item_429,word,descriptive_words,produces,bon/ne,,,16_30,words,descriptors,14
item_430,word,descriptive_words,produces,bruyant/e,,,16_30,words,descriptors,14
item_431,word,descriptive_words,produces,cassé,,,16_30,words,descriptors,14
item_432,word,descriptive_words,produces,chaud/e,,,16_30,words,descriptors,14
item_433,word,descriptive_words,produces,coincé,,,16_30,words,descriptors,14
item_434,word,descriptive_words,produces,collant/e,,,16_30,words,descriptors,14
item_435,word,descriptive_words,produces,content/e,,,16_30,words,descriptors,14
item_436,word,descriptive_words,produces,coquin/e,,,16_30,words,descriptors,14
item_437,word,descriptive_words,produces,dégoutant/e,,,16_30,words,descriptors,14
item_438,word,descriptive_words,produces,dernier/e,,,16_30,words,descriptors,14
item_439,word,descriptive_words,produces,doux/ce,,,16_30,words,descriptors,14
item_440,word,descriptive_words,produces,dur,,,16_30,words,descriptors,14
item_441,word,descriptive_words,produces,endormi,,,16_30,words,descriptors,14
item_442,word,descriptive_words,produces,être réveillé,,,16_30,words,descriptors,14
item_443,word,descriptive_words,produces,fatigué,,,16_30,words,descriptors,14
