itemID,category,item,definition,choices,type,gloss,uni_lemma
item_990,,phrases.3,جمل3,understands,phrases,,
item_991,,phrases.4,جمل4,understands,phrases,,
item_992,,phrases.5,جمل5,understands,phrases,,
item_993,,phrases.6,جمل6,understands,phrases,,
item_994,,phrases.7,جمل7,understands,phrases,,
item_995,,phrases.8,جمل8,understands,phrases,,
item_996,,phrases.9,جمل9,understands,phrases,,
item_997,,phrases.10,جمل10,understands,phrases,,
item_998,,phrases.11,جمل11,understands,phrases,,
item_999,,phrases.12,جمل12,understands,phrases,,
item_1000,,phrases.13,جمل13,understands,phrases,,
item_1001,,phrases.14,جمل14,understands,phrases,,
item_1002,,phrases.15,جمل15,understands,phrases,,
item_1003,,phrases.16,جمل16,understands,phrases,,
item_1004,,phrases.17,جمل17,understands,phrases,,
item_1005,,phrases.18,جمل18,understands,phrases,,
item_1006,,phrases.19,جمل19,understands,phrases,,
item_1007,,phrases.20,جمل20,understands,phrases,,
item_1008,,phrases.21,جمل21,understands,phrases,,
item_1009,,phrases.22,جمل22,understands,phrases,,
item_1010,,phrases.23,جمل23,understands,phrases,,
item_1011,,phrases.24,جمل24,understands,phrases,,
item_1012,,phrases.25,جمل25,understands,phrases,,
item_1013,,phrases.26,جمل26,understands,phrases,,
item_1014,,first.gestures.1,اشارات1,never; sometimes; often,gestures_first,,
item_1015,,first.gestures.2,اشارات2,never; sometimes; often,gestures_first,,
item_1016,,first.gestures.3,اشارات3,never; sometimes; often,gestures_first,,
item_1017,,first.gestures.4,اشارات4,never; sometimes; often,gestures_first,,
item_1018,,first.gestures.5,اشارات5,never; sometimes; often,gestures_first,,
item_1019,,first.gestures.6,اشارات6,never; sometimes; often,gestures_first,,
item_1020,,first.gestures.7,اشارات7,never; sometimes; often,gestures_first,,
item_1021,,first.gestures.8,اشارات8,never; sometimes; often,gestures_first,,
item_1022,,first.gestures.9,اشارات9,never; sometimes; often,gestures_first,,
item_1023,,first.gestures.10,اشارات10,never; sometimes; often,gestures_first,,
item_1024,,first.gestures.11,اشارات11,never; sometimes; often,gestures_first,,
item_1025,,first.gestures.12,اشارات12,never; sometimes; often,gestures_first,,
item_1026,,games.routines.1,العاب.روتين1,yes; no,gestures_games,,
item_1027,,games.routines.2,العاب.روتين2,yes; no,gestures_games,,
item_1028,,games.routines.3,العاب.روتين3,yes; no,gestures_games,,
item_1029,,games.routines.4,العاب.روتين4,yes; no,gestures_games,,
item_1030,,games.routines.5,العاب.روتين5,yes; no,gestures_games,,
item_1031,,games.routines.6,العاب.روتين6,yes; no,gestures_games,,
item_1032,,games.routines.7,العاب.روتين7,yes; no,gestures_games,,
item_1033,,games.routines.8,العاب.روتين8,yes; no,gestures_games,,
item_1034,,actions.objects.1,حركات1,yes; no,gestures_objects,,
item_1035,,actions.objects.2,حركات2,yes; no,gestures_objects,,
item_1036,,actions.objects.3,حركات3,yes; no,gestures_objects,,
item_1037,,actions.objects.4,حركات4,yes; no,gestures_objects,,
item_1038,,actions.objects.5,حركات5,yes; no,gestures_objects,,
item_1039,,actions.objects.6,حركات6,yes; no,gestures_objects,,
item_1040,,actions.objects.7,حركات7,yes; no,gestures_objects,,
item_1041,,actions.objects.8,حركات8,yes; no,gestures_objects,,
item_1042,,actions.objects.9,حركات9,yes; no,gestures_objects,,
item_1043,,actions.objects.10,حركات10,yes; no,gestures_objects,,
item_1044,,actions.objects.11,حركات11,yes; no,gestures_objects,,
item_1045,,actions.objects.12,حركات12,yes; no,gestures_objects,,
item_1046,,actions.objects.13,حركات13,yes; no,gestures_objects,,
item_1047,,actions.objects.14,حركات14,yes; no,gestures_objects,,
item_1048,,actions.objects.15,حركات15,yes; no,gestures_objects,,
item_1049,,actions.objects.16,حركات16,yes; no,gestures_objects,,
item_1050,,actions.objects.17,حركات17,yes; no,gestures_objects,,
item_1051,,pretend.parent.1,تمثيل.دور1,yes; no,gestures_parent,,
item_1052,,pretend.parent.2,تمثيل.دور2,yes; no,gestures_parent,,
item_1053,,pretend.parent.3,تمثيل.دور3,yes; no,gestures_parent,,
item_1054,,pretend.parent.4,تمثيل.دور4,yes; no,gestures_parent,,
item_1055,,pretend.parent.5,تمثيل.دور5,yes; no,gestures_parent,,
item_1056,,pretend.parent.6,تمثيل.دور6,yes; no,gestures_parent,,
item_1057,,pretend.parent.7,تمثيل.دور7,yes; no,gestures_parent,,
item_1058,,pretend.parent.8,تمثيل.دور8,yes; no,gestures_parent,,
item_1059,,pretend.parent.9,تمثيل.دور9,yes; no,gestures_parent,,
item_1060,,pretend.parent.10,تمثيل.دور10,yes; no,gestures_parent,,
item_1061,,pretend.parent.11,تمثيل.دور11,yes; no,gestures_parent,,
item_1062,,pretend.parent.12,تمثيل.دور12,yes; no,gestures_parent,,
item_1063,,pretend.parent.13,تمثيل.دور13,yes; no,gestures_parent,,
item_1064,,imitate.adults.1,محاكاة1,yes; no,gestures_adult,,
item_1065,,imitate.adults.2,محاكاة2,yes; no,gestures_adult,,
item_1066,,imitate.adults.3,محاكاة3,yes; no,gestures_adult,,
item_1067,,imitate.adults.4,محاكاة4,yes; no,gestures_adult,,
item_1068,,imitate.adults.5,محاكاة5,yes; no,gestures_adult,,
item_1069,,imitate.adults.6,محاكاة6,yes; no,gestures_adult,,
item_1070,,imitate.adults.7,محاكاة7,yes; no,gestures_adult,,
item_1071,,imitate.adults.8,محاكاة8,yes; no,gestures_adult,,
item_1072,,imitate.adults.9,محاكاة9,yes; no,gestures_adult,,
item_1073,,imitate.adults.10,محاكاة10,yes; no,gestures_adult,,
item_1074,,imitate.adults.11,محاكاة11,yes; no,gestures_adult,,
item_1075,,imitate.adults.12,محاكاة12,yes; no,gestures_adult,,
item_1076,,imitate.adults.13,محاكاة13,yes; no,gestures_adult,,
item_1077,,imitate.adults.14,محاكاة14,yes; no,gestures_adult,,
item_1078,,imitate.adults.15,محاكاة15,yes; no,gestures_adult,,
item_1079,,imagination,التخيل,yes; no,imagination,,
