itemID,item,type,category,choices,definition,complexity_category,new_lemma,gloss,uni_lemma
item_153,i_5_65,word,food_drink,produces,tyggegummi,NA,NA,chewing gum,gum
item_154,i_5_66,word,food_drink,produces,vafler,NA,NA,waffles,pancake
item_155,i_5_67,word,food_drink,produces,vann (beverage),NA,water (beverage),water,water (beverage)
item_156,i_5_68,word,food_drink,produces,yoghurt,NA,NA,yogurt,yogurt
item_157,i_6_1,word,clothing,produces,belte,NA,NA,belt,belt
item_158,i_6_2,word,clothing,produces,bleie,NA,diaper,Diaper,diaper
item_159,i_6_3,word,clothing,produces,bukse,NA,pants,pants,pants
item_160,i_6_4,word,clothing,produces,dress (ute),NA,NA,dress (out),suit
item_161,i_6_5,word,clothing,produces,genser,NA,sweater,sweater,sweater
item_162,i_6_6,word,clothing,produces,glidelås,NA,zipper,zipper,zipper
item_163,i_6_7,word,clothing,produces,halskjede,NA,necklace,Necklace,necklace
item_164,i_6_8,word,clothing,produces,hansker,NA,NA,gloves,glove
item_165,i_6_9,word,clothing,produces,jakke,NA,jacket,jacket,jacket
item_166,i_6_10,word,clothing,produces,joggesko,NA,NA,sneakers,sneaker
item_167,i_6_11,word,clothing,produces,kjole,NA,dress (object),dress,dress (object)
item_168,i_6_12,word,clothing,produces,knapper,NA,NA,Buttons,button
item_169,i_6_13,word,clothing,produces,lue,NA,hat,cap,hat
item_170,i_6_14,word,clothing,produces,pysjamas,NA,pajamas,pajamas,pajamas
item_171,i_6_15,word,clothing,produces,regntøy,NA,coat,rainwear,coat
item_172,i_6_16,word,clothing,produces,sandaler,NA,NA,sandals,sandal
item_173,i_6_17,word,clothing,produces,shorts,NA,shorts,shorts,shorts
item_174,i_6_18,word,clothing,produces,skjerf,NA,NA,scarf,scarf
item_175,i_6_19,word,clothing,produces,skjorte,NA,NA,shirt,shirt
item_176,i_6_20,word,clothing,produces,sko,NA,shoe,shoe,shoe
item_177,i_6_21,word,clothing,produces,smekke,NA,bib,bib,bib
item_178,i_6_22,word,clothing,produces,smokk,NA,pacifier,pacifier,pacifier
item_179,i_6_23,word,clothing,produces,sokker,NA,sock,socks,sock
item_180,i_6_24,word,clothing,produces,støvler,NA,boots,boots,boot
item_181,i_6_25,word,clothing,produces,strømpebukse,NA,tights,tights,tights
item_182,i_6_26,word,clothing,produces,strømper,NA,NA,stockings,tights
item_183,i_6_27,word,clothing,produces,t-skjorte,NA,t-shirt,T-shirt,t-shirt
item_184,i_6_28,word,clothing,produces,tøfler,NA,NA,slippers,slipper
item_185,i_6_29,word,clothing,produces,underbukse,NA,NA,briefs,underpants
item_186,i_6_30,word,clothing,produces,votter,NA,mittens,mittens,mitten
item_187,i_7_1,word,body_parts,produces,ankel,NA,NA,Ankle,ankle
item_188,i_7_2,word,body_parts,produces,ansikt,NA,face,face,face
item_189,i_7_3,word,body_parts,produces,arm,NA,arm,arm,arm
item_190,i_7_4,word,body_parts,produces,bein,NA,leg,bone,leg
item_191,i_7_5,word,body_parts,produces,finger,NA,finger,finger,finger
item_192,i_7_6,word,body_parts,produces,fot,NA,foot,foot,foot
item_193,i_7_7,word,body_parts,produces,hake,NA,NA,chin,chin
item_194,i_7_8,word,body_parts,produces,hånd,NA,hand,hand,hand
item_195,i_7_9,word,body_parts,produces,hår,NA,hair,hair,hair
item_196,i_7_10,word,body_parts,produces,hode,NA,head,head,head
item_197,i_7_11,word,body_parts,produces,kinn,NA,cheek,cheek,cheek
item_198,i_7_12,word,body_parts,produces,kne,NA,knee,knee,knee
item_199,i_7_13,word,body_parts,produces,lepper,NA,NA,lips,lip
item_200,i_7_14,word,body_parts,produces,mage,NA,tummy,stomach,tummy
item_201,i_7_15,word,body_parts,produces,munn,NA,mouth,mouth,mouth
item_202,i_7_16,word,body_parts,produces,navle,NA,belly button,belly button,belly button
item_203,i_7_17,word,body_parts,produces,nese,NA,nose,nose,nose
item_204,i_7_18,word,body_parts,produces,øre,NA,ear,ear,ear
item_205,i_7_19,word,body_parts,produces,øye,NA,eye,eye,eye
item_206,i_7_20,word,body_parts,produces,pupp,NA,NA,tit,breast
item_207,i_7_21,word,body_parts,produces,rumpe,NA,NA,butt,butt
item_208,i_7_22,word,body_parts,produces,rygg,NA,NA,back,back (body part)
item_209,i_7_23,word,body_parts,produces,skulder,NA,NA,shoulder,shoulder
item_210,i_7_24,word,body_parts,produces,tenner,NA,tooth,teeth,tooth
item_211,i_7_25,word,body_parts,produces,tiss,NA,penis,tiss,penis
item_212,i_7_26,word,body_parts,produces,tunge,NA,tongue,tongue,tongue
item_213,i_7_27,word,body_parts,produces,tå,NA,toe,toe,toe
item_214,i_8_1,word,household,produces,bilde,NA,picture,picture,picture
item_215,i_8_2,word,household,produces,boks,NA,NA,box,box
item_216,i_8_3,word,household,produces,børste,NA,brush (object),brush,brush (object)
item_217,i_8_4,word,household,produces,bøtte,NA,NA,bucket,bucket
item_218,i_8_5,word,household,produces,brett,NA,NA,board,board
item_219,i_8_6,word,household,produces,briller,NA,glasses,glasses,glasses
item_220,i_8_7,word,household,produces,dopapir,NA,NA,dopapir,toilet paper
item_221,i_8_8,word,household,produces,dyne,NA,blanket,duvet,blanket
item_222,i_8_9,word,household,produces,eske,NA,box,box,box
item_223,i_8_10,word,household,produces,fat,NA,NA,barrel,plate
item_224,i_8_11,word,household,produces,flaske,NA,bottle,bottle,bottle
item_225,i_8_12,word,household,produces,gåbil,NA,NA,gåbil,NA
item_226,i_8_13,word,household,produces,gaffel,NA,fork,fork,fork
item_227,i_8_14,word,household,produces,glass,NA,glass,glass,glass
item_228,i_8_15,word,household,produces,hammer,NA,hammer,hammer,hammer
item_229,i_8_16,word,household,produces,håndkle,NA,towel,towel,towel
item_230,i_8_17,word,household,produces,kam,NA,comb (object),comb,comb (object)
item_231,i_8_18,word,household,produces,kamera,NA,NA,camera,camera
item_232,i_8_19,word,household,produces,kasse,NA,NA,Checkout,box
item_233,i_8_20,word,household,produces,kjøkkenrull,NA,NA,kitchen roll,paper towel
item_234,i_8_21,word,household,produces,klokke,NA,clock,clock,clock
item_235,i_8_22,word,household,produces,kniv,NA,knife,knife,knife
item_236,i_8_23,word,household,produces,kopp,NA,cup,cup,cup
item_237,i_8_24,word,household,produces,kost,NA,broom,costly,broom
item_238,i_8_25,word,household,produces,krukke,NA,NA,jar,jar
item_239,i_8_26,word,household,produces,krus,NA,NA,mug,mug
item_240,i_8_27,word,household,produces,lampe,NA,lamp,lamp,lamp
item_241,i_8_28,word,household,produces,lommebok,NA,purse,purse,wallet
item_242,i_8_29,word,household,produces,lys,NA,light,light,light (object)
item_243,i_8_30,word,household,produces,medisin,NA,medicine,medicine,medicine
item_244,i_8_31,word,household,produces,nøkler,NA,keys,Keys,key
item_245,i_8_32,word,household,produces,papir,NA,paper,paper,paper
item_246,i_8_33,word,household,produces,penger,NA,money,money,money
item_247,i_8_34,word,household,produces,plante,NA,plant,plant,plant
item_248,i_8_35,word,household,produces,pute,NA,pillow,pillow,pillow
item_249,i_8_36,word,household,produces,radio,NA,radio,radio,radio
item_250,i_8_37,word,household,produces,saks,NA,scissors,scissors,scissors
item_251,i_8_38,word,household,produces,såpe,NA,soap,soap,soap
item_252,i_8_39,word,household,produces,sekk,NA,NA,sack,backpack
item_253,i_8_40,word,household,produces,serviett,NA,NA,napkin,napkin
item_254,i_8_41,word,household,produces,skål,NA,bowl,Cheers,bowl
item_255,i_8_42,word,household,produces,skje,NA,spoon,spoon,spoon
item_256,i_8_43,word,household,produces,søppel,NA,trash,trash,trash
item_257,i_8_44,word,household,produces,søppelbøtte,NA,NA,trash can,trash can
item_258,i_8_45,word,household,produces,støvsuger,NA,vacuum,vacuum cleaner,vacuum
item_259,i_8_46,word,household,produces,tallerken,NA,plate,plate,plate
item_260,i_8_47,word,household,produces,tannbørste,NA,toothbrush,toothbrush,toothbrush
item_261,i_8_48,word,household,produces,telefon,NA,telephone,phone,telephone
item_262,i_8_49,word,household,produces,teppe,NA,blanket,blanket,blanket
item_263,i_8_50,word,household,produces,veske,NA,NA,handbag,bag
item_264,i_9_1,word,furniture_rooms,produces,bad,NA,bathroom,bathroom,bathroom
item_265,i_9_2,word,furniture_rooms,produces,badekar,NA,bathtub,bathtub,bathtub
item_266,i_9_3,word,furniture_rooms,produces,balkong,NA,NA,balcony,balcony
item_267,i_9_4,word,furniture_rooms,produces,barneseng,NA,NA,cot,cot
item_268,i_9_5,word,furniture_rooms,produces,barnestol,NA,high chair,Highchair,high chair
item_269,i_9_6,word,furniture_rooms,produces,bord,NA,table,table,table
item_270,i_9_7,word,furniture_rooms,produces,do,NA,NA,do,toilet
item_271,i_9_8,word,furniture_rooms,produces,dør,NA,door,dies,door
item_272,i_9_9,word,furniture_rooms,produces,dusj,NA,NA,shower,shower
item_273,i_9_10,word,furniture_rooms,produces,garasje,NA,garage,garage,garage
item_274,i_9_11,word,furniture_rooms,produces,gyngestol,NA,rocking chair,rocking chair,rocking chair
item_275,i_9_12,word,furniture_rooms,produces,kjeller,NA,NA,basement,basement
item_276,i_9_13,word,furniture_rooms,produces,kjøkken,NA,kitchen,kitchen,kitchen
item_277,i_9_14,word,furniture_rooms,produces,kjøleskap,NA,refrigerator,refrigerator,refrigerator
item_278,i_9_15,word,furniture_rooms,produces,komfyr,NA,stove,stove,stove
item_279,i_9_16,word,furniture_rooms,produces,lekegrind,NA,play pen,playpen,play pen
item_280,i_9_17,word,furniture_rooms,produces,ovn,NA,oven,oven,oven
item_281,i_9_18,word,furniture_rooms,produces,PC,NA,NA,PC,computer
item_282,i_9_19,word,furniture_rooms,produces,potte,NA,potty,Potty,potty
item_283,i_9_20,word,furniture_rooms,produces,rom,NA,NA,rom,room
item_284,i_9_21,word,furniture_rooms,produces,seng,NA,bed,bed,bed
item_285,i_9_22,word,furniture_rooms,produces,skap,NA,NA,cupboard,cupboard
item_286,i_9_23,word,furniture_rooms,produces,skuff,NA,drawer,Tray,drawer
item_287,i_9_24,word,furniture_rooms,produces,sofa,NA,couch,sofa,couch
item_288,i_9_25,word,furniture_rooms,produces,soverom,NA,bedroom,bedroom,bedroom
item_289,i_9_26,word,furniture_rooms,produces,stol,NA,chair,chair,chair
item_290,i_9_27,word,furniture_rooms,produces,stue,NA,living room,living room,living room
item_291,i_9_28,word,furniture_rooms,produces,terrasse,NA,NA,terrace,terrace
item_292,i_9_29,word,furniture_rooms,produces,tørketrommel,NA,NA,dryer,dryer
item_293,i_9_30,word,furniture_rooms,produces,trapp,NA,stairs,staircase,stairs
item_294,i_9_31,word,furniture_rooms,produces,TV,NA,tv,Television,TV
item_295,i_9_32,word,furniture_rooms,produces,vask,NA,sink,wash,sink
item_296,i_9_33,word,furniture_rooms,produces,vaskemaskin,NA,NA,washing machine,washing machine
item_297,i_9_34,word,furniture_rooms,produces,vindu,NA,window,window,window
item_298,i_10_1,word,outside,produces,badebasseng,NA,NA,swimming pool,pool
item_299,i_10_2,word,outside,produces,bakgård,NA,NA,Backyard,backyard
item_300,i_10_3,word,outside,produces,blomst,NA,flower,flower,flower
item_301,i_10_4,word,outside,produces,fjell,NA,NA,mountain,mountain
item_302,i_10_5,word,outside,produces,flagg,NA,NA,flag,flag
item_303,i_10_6,word,outside,produces,fortau,NA,NA,pavement,pavement
item_304,i_10_7,word,outside,produces,gress,NA,NA,grass,grass
item_305,i_10_8,word,outside,produces,gressklipper,NA,NA,lawn mower,lawn mower
item_306,i_10_9,word,outside,produces,himmel,NA,sky,heaven,sky
item_307,i_10_10,word,outside,produces,huske (object),NA,swing (object),remember,swing (object)
item_308,i_10_11,word,outside,produces,kjelke,NA,NA,toboggan,sled
item_309,i_10_12,word,outside,produces,måne,NA,moon,moon,moon
item_310,i_10_13,word,outside,produces,pinne,NA,NA,stick,stick
item_311,i_10_14,word,outside,produces,regn,NA,rain,rain,rain
item_312,i_10_15,word,outside,produces,sandkasse,NA,NA,sandpit,sandbox
item_313,i_10_16,word,outside,produces,sklie,NA,slide (object),slide,slide (object)
item_314,i_10_17,word,outside,produces,skyer,NA,NA,clouds,cloud
item_315,i_10_18,word,outside,produces,snø,NA,snow,snow,snow
item_316,i_10_19,word,outside,produces,snømann,NA,NA,snowman,snowman
item_317,i_10_20,word,outside,produces,sol,NA,sun,sun,sun
item_318,i_10_21,word,outside,produces,spade,NA,shovel,shovel,shovel
item_319,i_10_22,word,outside,produces,steiner,NA,NA,stones,rock (object)
item_320,i_10_23,word,outside,produces,stige,NA,NA,step ladder,ladder
item_321,i_10_24,word,outside,produces,stjerner,NA,star,stars,star
item_322,i_10_25,word,outside,produces,tak,NA,NA,ceiling,roof
item_323,i_10_26,word,outside,produces,trampoline,NA,NA,trampoline,trampoline
item_324,i_10_27,word,outside,produces,tre,NA,tree,three,tree
item_325,i_10_28,word,outside,produces,vann (not beverage),NA,water (not beverage),water,water (not beverage)
item_326,i_10_29,word,outside,produces,vannslange,NA,NA,water hose,hose
item_327,i_10_30,word,outside,produces,vei,NA,NA,road,road
item_328,i_10_31,word,outside,produces,vind,NA,NA,wind,wind
item_329,i_11_1,word,places,produces,bensinstasjon,NA,NA,gas station,gas station
item_330,i_11_2,word,places,produces,bondegård,NA,NA,Farm,farm
item_331,i_11_3,word,places,produces,butikk,NA,store,shop,store
item_332,i_11_4,word,places,produces,byen,NA,NA,the city,city
item_333,i_11_5,word,places,produces,campingplass,NA,NA,camping site,camping
item_334,i_11_6,word,places,produces,dyrehage,NA,zoo,zoo,zoo
item_335,i_11_7,word,places,produces,fest,NA,party,fest,party
item_336,i_11_8,word,places,produces,hage,NA,garden,garden,garden
item_337,i_11_9,word,places,produces,hjem,NA,home,home,home
item_338,i_11_10,word,places,produces,hus,NA,house,house,house
item_339,i_11_11,word,places,produces,jobb,NA,work (place),job,work (place)
item_340,i_11_12,word,places,produces,kino,NA,NA,movie theater,movie
item_341,i_11_13,word,places,produces,kirke,NA,church,church,church
item_342,i_11_14,word,places,produces,landet,NA,NA,the country,country
item_343,i_11_15,word,places,produces,lekeplass,NA,NA,playground,playground
item_344,i_11_16,word,places,produces,park,NA,park,park,park
item_345,i_11_17,word,places,produces,sirkus,NA,NA,circus,circus
item_346,i_11_18,word,places,produces,skogen,NA,NA,the woods,forest
item_347,i_11_19,word,places,produces,skole,NA,school,school,school
item_348,i_11_20,word,places,produces,strand,NA,beach,beach,beach
item_349,i_11_21,word,places,produces,svømmehall,NA,pool,svømmehall,pool
item_350,i_11_22,word,places,produces,ut,NA,NA,out,outside
item_351,i_12_1,word,people,produces,baby,NA,baby,baby,baby
item_352,i_12_2,word,people,produces,barn,NA,child,children,child
item_353,i_12_3,word,people,produces,barnets navn,NA,child's own name,child's name,child's own name
item_354,i_12_4,word,people,produces,barnevaktens navn,NA,NA,Barnevakten name,babysitter's name
item_355,i_12_5,word,people,produces,bestefar,NA,grandpa,grandfather,grandpa
item_356,i_12_6,word,people,produces,bestemor,NA,grandma,grandmother,grandma
item_357,i_12_7,word,people,produces,bonde,NA,NA,farmer,farmer
item_358,i_12_8,word,people,produces,brannmann,NA,NA,firefighter,firefighter
item_359,i_12_9,word,people,produces,bror,NA,brother,brother,brother
item_360,i_12_10,word,people,produces,cowboy,NA,NA,cowboy,cowboy
item_361,i_12_11,word,people,produces,dame,NA,lady,lady,lady
item_362,i_12_12,word,people,produces,doktor,NA,NA,Doctor,doctor
item_363,i_12_13,word,people,produces,farfar,NA,grandpa,grandfather,grandpa
item_364,i_12_14,word,people,produces,farmor,NA,grandma,grandmother,grandma
item_365,i_12_15,word,people,produces,folk,NA,NA,people,people
item_366,i_12_16,word,people,produces,gutt,NA,boy,boy,boy
item_367,i_12_17,word,people,produces,helsesøster,NA,NA,nurse,nurse
item_368,i_12_18,word,people,produces,jente,NA,girl,girl,girl
item_369,i_12_19,word,people,produces,klovn,NA,NA,clown,clown
item_370,i_12_20,word,people,produces,lærer,NA,NA,teacher,teacher
item_371,i_12_21,word,people,produces,mamma/mor,NA,NA,mom / mother,mommy
item_372,i_12_22,word,people,produces,mann,NA,man,husband,man
item_373,i_12_23,word,people,produces,mennesker,NA,NA,human beings,person
item_374,i_12_24,word,people,produces,morfar,NA,grandpa,grandfather,grandpa
