Subject,DOB,Sex,Maternal Education,Birth Order,Language Grp,L1,L1%,L2,L2%,L3,L3%,EnglishExposure,FrenchExposure,OtherExposure,Wave,Age at French Visit,MCDIc_Fr (# of words comprehended on MCDI),MCDIcp_Fr (comprehension percentile on MCDI),MCDIp_Fr (# of words produced on MCDI),MCDIpp_Fr (production percentile on MCDI),MCDIrc_Fr (total correct items (comprehension) in common with CCT),MCDIrp_Fr (total correct items (production) in common with CCT),bêêê bêêê,cocorico,coin coin,grr,meuh,miaou,miam miam,oh oh,aïe,tchou tchou,vroum,wouf wouf,abeille,âne,animal,bibitte,canard,chat,petit minou,cheval,chien,petit chien,cochon,écureuil,éléphant,girafe,grenouille,hibou,lapin,lion,mouton,oiseau,ours,ourson/nounours,papillon,poisson (animal),poule,singe,souris,tigre,tortue,vache,auto,autobus,avion,bicyclette,camion,camion de pompier,moto,poussette,train,balle,ballon,bloc,bulles,crayon/stylo,jouet,livre,poupée,toutou,banane,beurre,biscuit,biscuit soda,bonbon,café,carotte,céréales,cheerios,crème glacée,eau (beverage),fromage,gâteau,jus,lait,nouilles/pâtes,nourriture,oeuf,orange,pain,pizza,pois,poisson (food),pomme,poulet,raisin,raisin sec,spaghetti,toast/rôtie,viande,bas,bavette,botte,bouton,chandail,chapeau,chemise,collier,couche,jeans,manteau,pantalon,pyjama,robe,soulier,zip/fermeture-éclair,bedaine/ventre,bobo,bouche,bras,cheuveux,dent,doigt,genou,jambe,joue,langue,main,moustache,nez,nombril,yeux,oreille,orteil,pied,tête,visage,bain (object),bassinette/berceau,chaise,chaise berçante,chaise haute,chambre,cuisine,divan,escalier,évier/lavabo,fenêtre,four,frigidaire/frigo,garage,lit,parc (d'enfant),poêle,porte,pot,salle de bain/toilette,salon,table,télévision,tiroir,aspirateur,assiette,balai,boîte,bol,bouteille,brosse,brosse à dents,ciseaux,clés,couverte/couverture,cuillère,fourchette,horloge,image,lampe,lumière,lunettes,marteau,médicament,montre,oreiller,papier,peigne,photo,plante,plat,radio,sacoche/sac à main,savon,serviette,tasse,téléphone,verre,vidanges,arbre,balançoire,chez-nous,ciel,cour,dehors,eau (not beverage),école,étoile,fête,fleur,glissoire,lune,magasin,maison,neige,parc,pelle,piscine,pluie,roche,soleil,travail/bureau,bébé,bonhomme,dame/madame,enfant,fille,frère,garçon,gardienne,gens/monde,grand-maman,grand-papa,maman,monsieur,nom du (de la) gardien(ne),oncle/mononcle,papa,soeur,son propre nom,tante/matante,allô,attends,bain (routine),bonjour,bonne nuit,bravo!,bye/au revoir,caca,chut,coucou,déjener,dîner,dodo,faire le tour de la maison,menouche menouche,merci,non,o.k.,oui,pipi,s'il-vous-plaît,souper,tape tape,(je) veux,aider,aimer,aller,allumer,amener,apporter,arrêter,arroser,asseoir,attacher,attendre,attraper,avoir,balancer,balayer,bercer,boire,brasser,briser/casser,brosser,cacher,chanter,chatouiller,chercher,choisir,cogner (à),couper,courir,courir après,cracher,danser,débarquer,déchirer,descendre,dessiner,dire,donner,dormir,écouter,écrire,embarquer,enlever,entendre,essuyer,faire,fermer,finir,glisser,goûter,grimper,jeter,jouer,lancer,laver,lécher,lire,manger,marcher,mettre,monter,montrer,mordre,nager,nettoyer,ouvrir,parler,partager,peinturer,pleurer,pousser,prendre,ramasser,regarder,renverser,rester,réveiller,sauter,sécher,souffler,sourire,taper,tenir,tirer,tomber,toucher,tourner,travailler,trouver,venir,verser,voir,aujourd'hui,ce soir,demain,maintenant/tout de suite,matin,nuit,plus tard,tantôt/tout à l'heure,avoir faim,avoir mal,avoir peur,avoir soif,beau/belle,bien,bleu,bon,brisé/cassé,capable,chaud,content,debout,dégueulasse,doux,endormi,fatigué,fini,froid,gentil,gros/grand,malade,mal,parti,petit,propre,prudent,rouge,sale,tannant/méchant,vide,vite,à moi,ça,je,(à) lui/ (à) elle,moi,mon,son,toi,ton,tu,où,qui,quoi,à terre/par terre,dans,en bas,en haut,là/là-bas,sous/en dessous,sur/dessus,encore,plus,pas,un autre,un peu
420,10/1/11,1,12,1,2,2,0.43,1,0.34,3,0.23,English;34;,French;43;,Other;23;,1,16.4,166,38,2,15,18,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1
422,3/12/10,1,18,1,2,1,0.7,2,0.3,,,English;70;,French;30;,,1,17.8,121,6,17,29,8,0,2,0,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,2,0,1,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,2,0,2,1,0,0,0,1,2,1,0,0,0,0,2,0,0,2,2,1,1,0,2,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
423,12/1/11,1,19,3,2,2,0.4,1,0.32,3,0.28,English;32;,French;40;,Other;28;,1,16.2,147,31,34,42,19,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,1,1,2,2,0,0,1,0,1,2,0,2,0,2,0,0,0,1,1,1,0,2,1,0,2,2,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,2,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,1,2,1,0,2,2,2,1,1,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,0,0,0,0
424,23/2/11,1,11,1,2,1,0.74,2,0.26,,,English;74;,French;26;,,1,17.4,64,1,5,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,24/2/11,1,16,1,2,1,0.56,2,0.44,,,English;56;,French;44;,,1,15.3,92,1,2,15,8,0,1,1,0,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
426,31/12/10,1,16,3,2,1,0.51,2,0.42,3,0.07,English;51;,French;42;,Other;7;,1,17.7,406,99,238,99,35,17,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,0,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
427,16/1/11,1,16,2,2,1,0.62,2,0.38,,,English;62;,French;38;,,1,17.2,160,35,17,29,19,2,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1,1,2,1,0,2,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0,1,0,2,1,1,0,0,1,2,2,0,2,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
428,2/2/11,2,18,1,2,1,0.55,2,0.45,,,English;55;,French;45;,,1,16.4,228,64,53,57,26,5,1,0,0,2,2,2,2,2,1,1,2,2,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,2,2,2,0,1,0,1,1,0,2,0,1,1,0,0,1,1,1,0,2,1,0,2,2,1,0,2,1,2,0,1,1,2,1,1,0,0,0,1,1,1,0,2,1,2,1,0,1,0,1,2,1,0,1,1,0,2,1,0,1,2,1,0,1,0,1,1,0,2,0,2,1,1,1,1,0,2,0,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,2,2,1,1,1,0,0,1,1,1,0,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,0,0,0,1,1,0,0,1,0,2,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,1,2,2,1,1,2,2,0,1,1,1,1,2,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,2,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
429,2/2/11,1,18,2,2,1,0.55,2,0.45,,,English;55;,French;45;,,1,16.4,247,71,57,58,20,3,1,0,1,2,2,2,2,2,2,1,2,2,1,0,1,0,1,2,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,2,2,2,0,2,1,1,0,0,2,0,1,1,0,0,2,1,1,0,2,1,0,2,2,1,0,2,1,2,0,1,1,2,1,0,0,1,0,1,1,1,0,2,1,2,1,0,1,1,1,1,1,0,1,1,0,2,2,0,2,2,1,1,0,0,0,1,0,2,1,2,1,1,1,1,0,2,0,1,1,1,1,1,0,1,1,2,0,2,0,0,0,0,1,1,1,0,1,1,0,2,1,2,1,2,1,1,1,0,0,1,1,1,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,2,2,0,0,0,1,1,1,0,1,1,2,1,1,1,0,1,1,2,0,1,1,0,0,0,0,0,2,1,2,0,2,0,2,0,1,0,1,2,2,1,1,2,2,1,2,1,1,1,2,0,0,1,2,2,2,1,1,1,2,0,0,1,1,0,1,1,1,0,1,1,2,1,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
430,2/1/11,1,16,1,2,1,0.52,2,0.48,,,English;52;,French;48;,,1,17.6,91,1,29,38,11,1,0,0,0,2,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,2,0,1,1,2,1,2,2,0,1,0,0,1,0,0,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,2,0,0,0,0
431,31/1/11,1,16,1,2,2,0.52,1,0.48,,,English;48;,French;52;,,1,17.9,141,24,56,58,13,2,2,1,0,2,1,2,1,2,1,1,2,2,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,0,2,1,0,2,0,1,2,2,0,1,0,1,0,2,2,2,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,2,1,2,2,2,0,0,0,0,2,2,0,1,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,2,0,0,0,2,0,2,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,2,0,1,0,2,0,1,0,2,1,2,1,1,1,2,2,0,2,0,0,2,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,1,2,1,0,0,1
432,8/1/11,1,14,1,2,2,0.55,1,0.45,,,English;45;,French;55;,,1,17.9,360,96,111,80,31,11,2,1,1,0,2,1,1,2,2,2,2,1,2,0,1,1,1,2,1,2,2,1,1,2,1,1,1,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,0,2,0,0,1,2,1,1,1,2,1,2,2,2,1,0,1,1,2,2,2,1,2,1,1,0,1,2,1,2,2,2,1,1,2,0,1,1,0,1,1,1,1,1,0,2,2,2,1,1,2,1,1,1,2,1,1,0,2,2,2,2,2,1,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,0,1,2,1,1,1,0,1,2,2,1,0,2,1,1,1,1,2,1,1,0,1,1,0,1,1,2,1,2,1,1,1,2,2,0,1,1,2,2,2,0,1,1,2,1,1,1,1,2,1,2,1,1,1,1,0,1,0,1,2,2,2,1,2,1,2,0,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,1,0,0,0,1,0,1,1,2,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,2,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1
433,17/1/11,2,18,1,2,2,0.62,1,0.37,3,0.01,English;37;,French;62;,Other;1;,1,17.8,87,1,5,20,17,0,1,1,1,1,2,2,1,2,0,2,0,1,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
