Subject,DOB,Sex,Maternal Education,Birth Order,Language Grp,L1,L1%,L2,L2%,L3,L3%,EnglishExposure,FrenchExposure,OtherExposure,Wave,Age at French Visit,MCDIc_Fr (# of words comprehended on MCDI),MCDIcp_Fr (comprehension percentile on MCDI),MCDIp_Fr (# of words produced on MCDI),MCDIpp_Fr (production percentile on MCDI),MCDIrc_Fr (total correct items (comprehension) in common with CCT),MCDIrp_Fr (total correct items (production) in common with CCT),bêêê bêêê,cocorico,coin coin,grr,meuh,miaou,miam miam,oh oh,aïe,tchou tchou,vroum,wouf wouf,abeille,âne,animal,bibitte,canard,chat,petit minou,cheval,chien,petit chien,cochon,écureuil,éléphant,girafe,grenouille,hibou,lapin,lion,mouton,oiseau,ours,ourson/nounours,papillon,poisson (animal),poule,singe,souris,tigre,tortue,vache,auto,autobus,avion,bicyclette,camion,camion de pompier,moto,poussette,train,balle,ballon,bloc,bulles,crayon/stylo,jouet,livre,poupée,toutou,banane,beurre,biscuit,biscuit soda,bonbon,café,carotte,céréales,cheerios,crème glacée,eau (beverage),fromage,gâteau,jus,lait,nouilles/pâtes,nourriture,oeuf,orange,pain,pizza,pois,poisson (food),pomme,poulet,raisin,raisin sec,spaghetti,toast/rôtie,viande,bas,bavette,botte,bouton,chandail,chapeau,chemise,collier,couche,jeans,manteau,pantalon,pyjama,robe,soulier,zip/fermeture-éclair,bedaine/ventre,bobo,bouche,bras,cheuveux,dent,doigt,genou,jambe,joue,langue,main,moustache,nez,nombril,yeux,oreille,orteil,pied,tête,visage,bain (object),bassinette/berceau,chaise,chaise berçante,chaise haute,chambre,cuisine,divan,escalier,évier/lavabo,fenêtre,four,frigidaire/frigo,garage,lit,parc (d'enfant),poêle,porte,pot,salle de bain/toilette,salon,table,télévision,tiroir,aspirateur,assiette,balai,boîte,bol,bouteille,brosse,brosse à dents,ciseaux,clés,couverte/couverture,cuillère,fourchette,horloge,image,lampe,lumière,lunettes,marteau,médicament,montre,oreiller,papier,peigne,photo,plante,plat,radio,sacoche/sac à main,savon,serviette,tasse,téléphone,verre,vidanges,arbre,balançoire,chez-nous,ciel,cour,dehors,eau (not beverage),école,étoile,fête,fleur,glissoire,lune,magasin,maison,neige,parc,pelle,piscine,pluie,roche,soleil,travail/bureau,bébé,bonhomme,dame/madame,enfant,fille,frère,garçon,gardienne,gens/monde,grand-maman,grand-papa,maman,monsieur,nom du (de la) gardien(ne),oncle/mononcle,papa,soeur,son propre nom,tante/matante,allô,attends,bain (routine),bonjour,bonne nuit,bravo!,bye/au revoir,caca,chut,coucou,déjener,dîner,dodo,faire le tour de la maison,menouche menouche,merci,non,o.k.,oui,pipi,s'il-vous-plaît,souper,tape tape,(je) veux,aider,aimer,aller,allumer,amener,apporter,arrêter,arroser,asseoir,attacher,attendre,attraper,avoir,balancer,balayer,bercer,boire,brasser,briser/casser,brosser,cacher,chanter,chatouiller,chercher,choisir,cogner (à),couper,courir,courir après,cracher,danser,débarquer,déchirer,descendre,dessiner,dire,donner,dormir,écouter,écrire,embarquer,enlever,entendre,essuyer,faire,fermer,finir,glisser,goûter,grimper,jeter,jouer,lancer,laver,lécher,lire,manger,marcher,mettre,monter,montrer,mordre,nager,nettoyer,ouvrir,parler,partager,peinturer,pleurer,pousser,prendre,ramasser,regarder,renverser,rester,réveiller,sauter,sécher,souffler,sourire,taper,tenir,tirer,tomber,toucher,tourner,travailler,trouver,venir,verser,voir,aujourd'hui,ce soir,demain,maintenant/tout de suite,matin,nuit,plus tard,tantôt/tout à l'heure,avoir faim,avoir mal,avoir peur,avoir soif,beau/belle,bien,bleu,bon,brisé/cassé,capable,chaud,content,debout,dégueulasse,doux,endormi,fatigué,fini,froid,gentil,gros/grand,malade,mal,parti,petit,propre,prudent,rouge,sale,tannant/méchant,vide,vite,à moi,ça,je,(à) lui/ (à) elle,moi,mon,son,toi,ton,tu,où,qui,quoi,à terre/par terre,dans,en bas,en haut,là/là-bas,sous/en dessous,sur/dessus,encore,plus,pas,un autre,un peu
460,15/6/11,1,16,1,2,2,0.78,1,0.22,,,English;22;,French;78;,,1,17.2,95,1,22,33,12,0,0,2,0,0,2,1,2,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,2,0,1,0,0,0,1,1,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,1,2,0,1,0,0,2,0,0,1,1,1,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
461,19/5/11,2,12,1,2,1,0.67,2,0.33,,,English;67;,French;33;,,1,17.9,18,1,7,22,0,0,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,30/6/11,2,5,1,2,1,0.54,2,0.46,,,English;54;,French;46;,,1,16.8,136,21,11,25,16,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,1,0,1,1,2,0,1,2,0,0,2,0,2,1,2,0,1,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
463,19/6/11,1,16,1,2,2,0.71,1,0.22,3,0.07,English;22;,French;71;,Other;7;,1,17.3,315,91,111,80,32,13,2,0,0,2,2,2,2,0,2,0,2,2,2,0,2,2,1,2,2,1,2,1,1,0,2,2,2,0,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,0,0,1,1,0,1,2,1,1,1,2,0,1,1,0,1,2,1,2,1,1,1,0,1,1,2,2,1,2,2,1,2,1,1,2,0,2,1,2,2,1,2,0,0,1,2,2,2,1,0,1,2,2,2,2,2,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,2,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,2,1,1,1,1,1,1,2,1,0,0,0,1,1,2,1,2,1,0,0,1,1,1,1,2,0,1,1,1,1,0,1,2,0,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1,2,2,0,2,2,0,1,0,0,2,2,2,0,0,1,2,0,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,0,1,1,2,2,2,2,1,1,2,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,2,0,2,1,1,1,0,2,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,0,1,2,0,2,2,2,1,2,0,1,1,2,0,1,2,2,1,2,0,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,2,1,1,2,1
464,10/6/11,2,17,1,2,2,0.72,1,0.28,,,English;28;,French;72;,,1,17.5,202,54,62,60,22,4,2,0,0,1,2,1,2,2,2,2,1,1,2,0,1,0,2,2,0,1,2,0,1,1,0,2,1,1,0,0,1,1,0,2,1,1,0,2,0,0,0,1,0,2,1,1,1,1,0,1,2,2,1,1,1,1,1,1,2,0,2,0,0,0,0,1,1,1,2,1,2,2,0,0,2,2,0,0,0,2,1,2,0,2,0,2,0,0,0,0,2,0,2,1,0,2,0,1,2,0,0,1,1,0,2,0,1,1,1,1,1,1,0,0,1,0,1,2,0,2,0,2,1,0,2,1,0,2,0,2,0,0,0,1,0,1,1,1,0,1,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2,0,1,1,0,0,1,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,1,0,1,0,1,2,0,0,0,1,1,1,1,1,1,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,1,2,0,1,1,2,1,2,1,1,2,2,2,2,1,0,0,2,0,0,1,2,1,1,1,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,2,0,0,1,0
465,19/6/11,2,18,1,2,1,0.64,2,0.36,,,English;64;,French;36;,,1,17.9,244,70,1,10,26,0,1,1,1,2,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
466,15/6/11,2,18,1,2,1,0.77,2,0.23,,,English;77;,French;23;,,1,17.9,227,64,33,40,18,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,0,2,1,0,2,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,2,0,0,1,1,0,1,0,0,2,2,2,0,2,0,2,0,2,0,1,0,1,1,0,2,2,2,1,2,0,0,2,0,0,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,30/6/11,1,18,2,2,1,0.73,2,0.27,,,English;73;,French;27;,,1,17.2,70,1,11,25,10,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,2,1,0,2,0,2,2,0,2,2,0,0,2,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,18/6/11,2,14,2,2,2,0.6,1,0.39,3,0.01,English;39;,French;60;,Other;1;,1,18.7,336,94,36,44,32,1,2,1,1,2,2,2,2,2,1,1,2,2,1,0,0,1,1,1,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,2,1,1,2,2,1,0,1,1,1,1,1,2,2,1,1,0,0,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,0,0,2,1,2,1,0,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,0,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,27/9/01,2,11,2,2,1,0.61,2,0.39,,,English;61;,French;39;,,1,16.1,210,57,0,5,27,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0
470,20/9/11,2,16,1,2,1,0.7,2,0.3,,,English;70;,French;30;,,1,17.4,173,42,29,38,21,3,1,0,0,2,0,2,0,2,0,0,2,0,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0,0,1,2,0,0,1,0,1,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,2,2,0,1,1,0,1,0,0,2,0,1,0,0,0,1,1,2,0,1,1,0,2,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,2,1,1,0,1,2,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,2,1,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,2,0,2,0,0,2,1,0,2,2,1,2,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
471,5/9/11,1,11,1,2,2,0.57,1,0.43,,,English;43;,French;57;,,1,17.9,168,39,32,40,18,1,2,1,1,2,2,1,2,2,2,1,1,2,0,0,0,0,1,2,0,1,2,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,1,0,2,1,1,1,1,2,2,2,1,2,0,0,1,0,0,1,2,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,2,0,1,2,0
472,23/9/11,1,17,1,2,1,0.77,2,0.23,,,English;77;,French;23;,,1,17.8,81,1,14,27,10,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,2,1,2,1,1,1,0,1,2,0,2,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
