"id","corpora","itemid","native","translation","ingroup"
"3907","8","juguete","juguete","toy","150"
"3908","8","la","la","the","162"
"3909","8","lapiz","lápiz","pencil","150"
"3910","8","las","las","the","162"
"3911","8","lavabo","lavabo","sink","152"
"3912","8","lavar","lavar(se)","wash","156"
"3913","8","leche","leche","milk","147"
"3914","8","leer","leer","read","156"
"3915","8","lengua","lengua","tongue","149"
"3916","8","lentes","lentes","glasses","148"
"3917","8","leon","león","lion","145"
"3918","8","les","les","them","160"
"3919","8","libro","libro","book","150"
"3920","8","limpio","limpio","clean","159"
"3921","8","llaves","llaves","keys","151"
"3922","8","lleno","lleno","full","159"
"3923","8","llevar","llevar(se)","take","156"
"3924","8","llorar","llorar","cry","156"
"3925","8","lluvia","lluvia","rain","153"
"3926","8","lo","lo","him","160"
"3927","8","lobo","lobo","wolf","145"
"3928","8","los","los","the","162"
"3929","8","luna","luna","moon","153"
"3930","8","luz","luz","light","151"
"3931","8","madrina","madrina","godmother","154"
"3932","8","maestra","maestra","teacher","154"
"3933","8","malo","malo","bad","159"
"3934","8","mama","mamá/mami","mom/mommy","154"
"3935","8","manana","mañana","tomorrow","158"
"3936","8","manos1","manos","hands","149"
"3937","8","manos2","manos arriba","hands up","155"
"3938","8","manzana","manzana","apple","147"
"3939","8","maripos","mariposa","butterfly","145"
"3940","8","martill","martillo","hammer","151"
"3941","8","mas","más","more","163"
"3942","8","me","me","me","160"
"3943","8","medicin","medicina","medicine","151"
"3944","8","mesa","mesa","table","152"
"3945","8","meterse","meter(se)","put in/get in","156"
"3946","8","mia","mía","mine","160"
"3947","8","mias","mías","mine","160"
"3948","8","miausound","miau","meow","144"
"3949","8","miedo","miedo","afraid","159"
"3950","8","mio","mío","mine","160"
"3951","8","mios","míos","mine","160"
"3952","8","mirar","mirar","look","156"
"3953","8","mojarse","mojar(se)","get wet","156"
"3954","8","mono","mono","monkey","145"
"3955","8","morder","morder","bite","156"
"3956","8","mosca","mosca","fly","145"
"3957","8","moto","moto","motorcycle","146"
"3958","8","mucho","mucho","a lot ","163"
"3959","8","muneca","muñeca","doll","150"
"3960","8","muu","muu","moo","144"
"3961","8","nada","nada","nothing","163"
"3962","8","nana","nana","babysitter/nanny","154"
"3963","8","naranja","naranja","orange","147"
"3964","8","nariz","nariz","nose","149"
"3965","8","nieve","nieve","snow","153"
"3966","8","nina","niña","girl","154"
"3967","8","nino","niño","boy","154"
"3968","8","no","no","no","155"
"3969","8","noche","noche","night","158"
"3970","8","nohay","no hay","none","163"
"3971","8","nube","nube","cloud","153"
"3972","8","nuevo","nuevo","new","159"
"3973","8","ojitos","hazme ojitos","NO EQUIVALENT","155"
"3974","8","ojos","ojos","eyes","149"
"3975","8","ombligo","ombligo","belly-button","149"
"3976","8","orejas","orejas","ears","149"
"3977","8","oscuro","oscuro","dark","159"
"3978","8","osito","osito","teddybear","150"
"3979","8","oso","oso","bear","145"
"3980","8","otravez","otro/otra vez","again","163"
"3981","8","padrino","padrino","godfather","154"
"3982","8","pajaro","pájaro","bird","145"
"3983","8","paleta","paleta","lollipop","147"
"3984","8","pan","pan","bread","147"
"3985","8","panal","pañal","diaper","148"
"3986","8","pantalo","pantalón","pants","148"
"3987","8","panza","panza","tummy","149"
"3988","8","papa","papá/papi","dad/daddy","154"
"3989","8","papel","papel","paper","151"
"3990","8","para","para","for/to","165"
"3991","8","parar","parar(se)","get up","156"
"3992","8","parque","parque","park","153"
"3993","8","pastel","pastel","cake","147"
"3994","8","pato","pato","duck","145"
"3995","8","pegar","pegar(se)","hit","156"
"3996","8","peinars","peinar(se)","comb","156"
"3997","8","peine","peine","comb","151"
"3998","8","pelo","pelo","hair","149"
"3999","8","pelota","pelota","ball","150"
"4000","8","perro","perro","dog","145"
"4001","8","persona","persona","person","154"
"4002","8","pesado","pesado","heavy","159"
"4003","8","pescado","pescado","fish","145"
"4004","8","piedra","piedra","stone","153"
"4005","8","piernas","piernas","legs","149"
"4006","8","pies","pies","feet","149"
"4007","8","pijama","pijama","piyama","148"
"4008","8","pinguin","pingüino","penguin","145"
"4009","8","pintar","pintar","paint","156"
"4010","8","piopio","pío pío","tweet tweet","144"
"4011","8","pipi","pipí (coche)","honk honk","144"
"4012","8","planta","planta","plant","153"
"4013","8","platano","plátano/banana","banana","147"
"4014","8","plato","plato","plate","151"
"4015","8","playa","playa","beach","153"
"4016","8","playera","playera","t-shirt","148"
"4017","8","poco","poco","few","159"
"4018","8","poder","poder","can","156"
"4019","8","pollito","pollito","chick","145"
"4020","8","pollo","pollo","chicken","147"
"4021","8","poner","poner(se)","put on","156"
"4022","8","porfavo","por favor","please","155"
"4023","8","porque","¿por qué?","why?","161"
"4024","8","prender","prender","turn on","156"
"4025","8","puerco","puerco","pig","145"
"4026","8","puerta","puerta","door","152"
"4027","8","pum","¡pum!","bang!","144"
"4028","8","qiqiriq","quiquiriquí","cockadoodledoo","144"
"4029","8","que","que","that",NULL
"4030","8","quep","¿qué?","what?","161"
"4031","8","querer","querer","want","156"
"4032","8","quesdil","quesadilla","quesadilla","147"
"4033","8","queso","queso","cheese","147"
"4034","8","quien","¿quién?","who?","161"
"4035","8","radio","radio","radio","151"
"4036","8","rana","rana","frog","145"
"4037","8","raton","ratón","mouse","145"
"4038","8","recamar","recámara","bedroom","152"
"4039","8","refrig","refrigerador","refrigerator","152"
"4040","8","regader","regadera/ducha","shower","152"
"4041","8","reloj","reloj","clock/watch","151"
"4042","8","resbald","resbaladilla","slide","153"
"4043","8","rodilla","rodillas","knees","149"
"4044","8","rojo","rojo","red","159"
"4045","8","romper","romper","break","156"
"4046","8","ropero","ropero/closet","wardrobe/closet","152"
"4047","8","roto","roto","broken","159"
"4048","8","sacar","sacar","take out","156"
"4049","8","sala","sala","living room","152"
"4050","8","salchch","salchicha","hot dog","147"
"4051","8","salud","¡salud!","bless you","155"
"4052","8","se","se","himself/no equivalent","160"
"4053","8","secarse","secar(se)","dry","156"
"4054","8","sed","sed","thirsty","159"
"4055","8","senor","señor","man","154"
"4056","8","senora","señora","woman","154"
"4057","8","sentars","sentar(se)","sit down","156"
"4058","8","ser","ser","be","157"
"4059","8","shhh","shh","shh","155"
"4060","8","shorts","shorts","shorts","148"
"4061","8","si","sí","yes","155"
"4062","8","silla","silla","chair","152"
"4063","8","soda","soda/refresco","soda","147"
"4064","8","sofa","sofá","couch","152"
"4065","8","sol","sol","sun","153"
"4066","8","sombrer","sombrero","hat","148"
"4067","8","sopa","sopa","soup","147"
"4068","8","soplar","soplar","blow","156"
"4069","8","su","su","his/her","160"
"4070","8","suave","suave","soft","159"
"4071","8","subir","subir","climb/get up","156"
"4072","8","sucio","sucio","dirty","159"
"4073","8","sueno","sueño","sleepy","159"
"4074","8","sueter","suéter","sweater","148"
"4075","8","tambien","también","also","163"
"4076","8","tambor","tambor","drum","150"
"4077","8","taza","taza","cup","151"
"4078","8","te","te","to you","160"
"4079","8","techo","techo","ceiling/roof","153"
"4080","8","telefon","teléfono","phone","151"
"4081","8","televis","televisión","TV","152"
"4082","8","tempran","temprano","early","158"
"4083","8","tenedor","tenedor","fork","151"
"4084","8","tener","tener","have","156"
"4085","8","tengman","tengo manita","NO EQUIVALENT","155"
"4086","8","tia","tía","aunt","154"
"4087","8","tienmer","tienda/mercado","store","153"
"4088","8","tigre","tigre","tiger","145"
"4089","8","tijeras","tijeras","scissors","151"
"4090","8","tina","tina","bathtub","152"
"4091","8","tio","tío","uncle","154"
"4092","8","tirar","tirar","throw","156"
"4093","8","toalla","toalla","towel","151"
"4094","8","tocar","tocar","touch","156"
"4095","8","todo","todo","all","163"
"4096","8","tomar","tomar(se)","take","156"
"4097","8","tortila","tortilla","tortilla","147"
"4098","8","tortlit","tortillitas","patty cake","155"
"4099","8","tortuga","tortuga","turtle","145"
"4100","8","trabaja","trabajar","work","156"
"4101","8","trapo","trapo","cloth","151"
"4102","8","tren","tren","train","146"
"4103","8","triste","triste","sad","159"
"4104","8","tu","tú","you","160"
"4105","8","tutu","tutú","choo choo","144"
"4106","8","tuya","tuya","yours","160"
"4107","8","tuyas","tuyas","yours","160"
"4108","8","tuyo","tuyo","yours","160"
"4109","8","tuyos","tuyos","yours","160"
"4110","8","un","un","a/an","162"
"4111","8","una","una","a/an","162"
"4112","8","unas","unas","a/an","162"
"4113","8","unodstr","uno, dos, tres","one, two, three","155"
"4114","8","unos","unos","a/an","162"
"4115","8","uvas","uvas","grapes","147"
"4116","8","vaca","vaca","cow","145"
"4117","8","vacio","vacío","empty","159"
"4118","8","vaso","vaso","glass","151"
"4119","8","vela","vela","candle","151"
"4120","8","venado","venado","deer","145"
"4121","8","ventana","ventana","window","152"
"4122","8","ver","ver","see","156"
"4123","8","verde","verde","green","159"
"4124","8","vestido","vestido","dress","148"
"4125","8","viejo","viejo","old","159"
"4126","8","ya","ya","now/already","163"
"4127","8","yo","yo","I/me","160"
"4128","8","zapato","zapato","shoe","148"
"4129","8","zoologi","zoológico","zoo","153"
"4131","9","tutu","tutú","choo choo","166"
"4132","9","qiqiriqi","quiquiriquí","cockadoodledoo","166"
"4133","9","pum","¡pum!","bang!","166"
"4134","9","pipi","pipí","beep","166"
"4135","9","piopio","pío pío","tweet","166"
"4136","9","muu","muu","moo","166"
"4137","9","miau","miau","meow","166"
"4138","9","guagua","guaguá","woof woof","166"
"4139","9","cuacua","cuacuá","quack quack","166"
"4140","9","beemee","bee/mee","baa baa","166"
"4141","9","am","¡am!","yum yum","166"
"4142","9","ay","¡ay!","ouch!","166"
"4143","9","vibora","víbora","snake","167"
"4144","9","venado","venado","deer","167"
"4145","9","vaca","vaca","cow","167"
"4146","9","tortuga","tortuga","turtle","167"
"4147","9","tigre","tigre","tiger","167"
"4148","9","raton","ratón","mouse","167"
"4149","9","rano","rana","frog","167"
"4150","9","puerco","puerco","pig","167"
"4151","9","pollito","pollito","chicken","167"
"4152","9","pinguino","pingüino","penguin","167"
"4153","9","pescado1","pescado","fish","167"
"4154","9","perro","perro","dog","167"
"4155","9","pato","pato","duck","167"
"4156","9","pajaro","pájaro","bird","167"
"4157","9","oso","oso","bear","167"
"4158","9","mosco","mosco","mosquito","167"
"4159","9","mosca","mosca","fly","167"
"4160","9","mono","mono","monkey","167"
"4161","9","mariposa","mariposa","butterly","167"
"4162","9","lobo","lobo","wolf","167"
"4163","9","leon","león","lion","167"
"4164","9","jirafa","jirafa","giraffe","167"
"4165","9","hormiga","hormiga","ant","167"
"4166","9","hippotmo","hipopótamo","hipopotamus","167"
"4167","9","guajolot","guajolote","turkey","167"
"4168","9","gato","gato","cat","167"
"4169","9","ganso","ganso","goose","167"
"4170","9","gallina","gallina","hen","167"
"4171","9","foca","foca","seal","167"
"4172","9","elefante","elefante","elephant","167"
"4173","9","conejo","conejo","rabbit","167"
"4174","9","cocdrilo","cocodrilo","crocodile","167"
"4175","9","cebra","cebra","zebra","167"
"4176","9","caballo","caballo","horse","167"
"4177","9","burro","burro","donkey","167"
"4178","9","buho","búho","owl","167"
"4179","9","buey","buey","ox","167"
"4180","9","borrego","borrego","sheep","167"
"4181","9","bicho","bicho","bug","167"
"4182","9","ardilla","ardilla","squirrel","167"
"4183","9","arana","araña","spider","167"
"4184","9","animal","animal","animal","167"
"4185","9","abeja","abeja","bee","167"
"4186","9","trineo","trineo","sled","168"
"4187","9","tricicl1","triciclo","tricycle","168"
"4188","9","tren","tren","train","168"
"4189","9","tractor","tractor","tractor","168"
"4190","9","moto","moto","motorcycle","168"
"4191","9","helicptr","helicóptero","helicopter","168"
"4192","9","carro","carro/coche","car","168"
"4193","9","carreola","carreola","stroller","168"
"4194","9","camion","camión/troca","truck","168"
"4195","9","camibomb","camión de bombero","firetruck","168"
"4196","9","biciclet","bicicleta","bicycle","168"
"4197","9","barco","barco","boat","168"
"4198","9","avion","avión","airplane","168"
"4199","9","autobus","autobús","bus","168"
"4200","9","agua","agua","water","169"
"4201","9","arroz","arroz","rice","169"
"4202","9","atole","atole",,"169"
"4203","9","atun","atún","tuna","169"
"4204","9","azucar","azúcar","sugar","169"
"4205","9","cafe","café","coffee","169"
"4206","9","calabaza","calabaza","pumpkin","169"
"4207","9","carne","carne","meat","169"
"4208","9","cereal","cereal","cereal","169"
"4209","9","chicharo","chícharo","peas","169"
"4210","9","chicle","chicle","gum","169"
"4211","9","chile","chile","chili","169"
"4212","9","chocolat","chocolate","chocolate","169"
"4213","9","comida","comida","food","169"
"4214","9","dulce","dulce","candy","169"
"4215","9","durazno","durazno","peach","169"
"4216","9","ejotes","ejotes","green beans","169"
"4217","9","elote","elote","corn","169"
"4218","9","espgueti","espagueti","spaghetti","169"
"4219","9","fresa","fresa","strawberry","169"
"4220","9","frijoles","frijoles","beans","169"
"4221","9","galleta","galleta","cookie/cracker","169"
"4222","9","gellatin","gelatina","jello/jelly","169"
"4223","9","hamburgs","hamburguesa","hamburger","169"
"4224","9","helado","helado","ice cream","169"
"4225","9","hielo","hielo","ice","169"
"4226","9","hotcakes","hot cakes","pancake","169"
"4227","9","huevo","huevo","egg","169"
"4228","9","jamon","jamón","ham","169"
"4229","9","jugo","jugo","juice","169"
"4230","9","leche","leche","milk","169"
"4231","9","licuado","licuado","milkshake","169"
"4232","9","limonad","limonada","lemonade","169"
"4233","9","mani","cacahuete/maní","peanut","169"
"4234","9","mantqila","mantequilla","butter","169"
"4235","9","manzana","manzana","apple","169"
"4236","9","melon","melón","melon","169"
"4237","9","mermelad","mermelada","marmalade","169"
"4238","9","naranja","naranja","orange","169"
"4239","9","paleta","paleta","lollipop/posicle","169"
"4240","9","palomtas","palomitas","popcorn","169"
"4241","9","pan","pan","bread","169"
"4242","9","pandulc","pan dulce",,"169"
"4243","9","papas","papas","potato","169"
"4244","9","papitas","papitas","potato chip","169"
"4245","9","pasas","pasas","raisin","169"
"4246","9","pastel","pastel","cake","169"
"4247","9","pentbttr","peanut butter","peanut butter","169"
"4248","9","pescado2","pescado","fish","169"
"4249","9","platano","plátano/banana","banana","169"
