itemID,definition,item,gloss,category,type,choices,uni_lemma
item_79,饮料,yin3liao4,drink,food_drink,word,produces,drink (beverage)
item_80,油条,you2tiao2,fried bread strips,food_drink,word,produces,
item_81,玉米,yu4mi3,corn,food_drink,word,produces,
item_82,猪肉,zhu1rou4,pork,food_drink,word,produces,
item_83,阿姨,a1yi2,aunt,people,word,produces,aunt
item_84,爸爸,ba4ba5,daddy,people,word,produces,daddy
item_85,宝宝,bao3bao5,baby,people,word,produces,baby
item_86,保姆,bao3mu3,babysitter,people,word,produces,babysitter
item_87,伯伯,bo2bo5,father's brother,people,word,produces,uncle
item_88,厨师,chu2shi1,cook,people,word,produces,
item_89,弟弟,di4di5,younger brother,people,word,produces,brother
item_90,哥哥,ge1ge5,elder brother,people,word,produces,brother
item_91,姑姑,gu1gu5,father's sister,people,word,produces,aunt
item_92,护士,hu4shi5,nurse,people,word,produces,
item_93,姐姐,jie3jie5,elder sister,people,word,produces,sister
item_94,警察,jing3cha2,policeman,people,word,produces,policeman
item_95,舅舅,jiu4jiu5,mother's brother,people,word,produces,uncle
item_96,老师,lao3shi1,teacher,people,word,produces,teacher
item_97,姥姥,lao3lao5,mother's mother,people,word,produces,grandma
item_98,姥爷,lao3ye5,mother's father,people,word,produces,grandpa
item_99,妈妈,ma1ma5,mommy,people,word,produces,mommy
item_100,妹妹,mei4mei5,younger sister,people,word,produces,sister
item_101,奶奶,nai3nai5,grandma,people,word,produces,grandma
item_102,男孩,nan2hai2,boy,people,word,produces,boy
item_103,女孩,nv3hai2,girl,people,word,produces,girl
item_104,叔叔,shu1shu5,father's brother,people,word,produces,uncle
item_105,消防队员,xiao1fang2dui4yuan2,fireman,people,word,produces,
item_106,小孩儿,xiao3hair2,child,people,word,produces,child
item_107,小朋友,xiao3peng2you3,children,people,word,produces,children
item_108,爷爷,ye2ye5,grandpa,people,word,produces,grandpa
item_109,医生,yi1sheng1,doctor,people,word,produces,doctor
item_110,姨,yi2,aunt,people,word,produces,aunt
item_111,邮递员,you2di4yuan2,mailman,people,word,produces,
item_112,老奶奶,lao3nai3nai5,grandma,people,word,produces,grandma
item_113,名字,ming2zi5,name,people,word,produces,
item_114,司机,si1ji1,driver,people,word,produces,
item_115,都,dou1,all,quantifiers,word,produces,all
item_116,一个,yi2ge5,one,quantifiers,word,produces,a
item_117,两个,liang3ge5,two,quantifiers,word,produces,
item_118,多点儿,duo1 dianr3,more; much,quantifiers,word,produces,some more
item_119,没,mei2,no; have not,quantifiers,word,produces,no
item_120,别的,bie2de5,other,quantifiers,word,produces,other
item_121,一样,yi2yang4,same,quantifiers,word,produces,same
item_122,一点,yi4dianr3,a little,quantifiers,word,produces,a little
item_123,也,ye3,too,quantifiers,word,produces,also
item_124,斑马,ban1ma3,zebra,animals,word,produces,
item_125,长颈鹿,chang2jing3lu4,giraffe,animals,word,produces,giraffe
item_126,虫子,chong2zi5,bug,animals,word,produces,bug
item_127,大象,da4xiang4,elephant,animals,word,produces,elephant
item_128,动物,dong4wu4,animals,animals,word,produces,animal
item_129,鹅,e2,goose,animals,word,produces,goose
item_130,鳄鱼,e4yu2,alligator,animals,word,produces,
item_131,公鸡,gong1ji1,rooster,animals,word,produces,rooster
item_132,狗,gou3,dog,animals,word,produces,dog
item_133,猴子,hou2zi5,monkey,animals,word,produces,monkey
item_134,蝴蝶,hu2die2,butterfly,animals,word,produces,butterfly
item_135,鸡,ji1,chicken,animals,word,produces,chicken (animal)
item_136,鲸鱼,jing1yu2,whale,animals,word,produces,
item_137,狼,lang2,wolf,animals,word,produces,wolf
item_138,老虎,lao3hu3,tiger,animals,word,produces,tiger
item_139,老鼠,lao3shu3,mouse,animals,word,produces,mouse
item_140,老鹰,lao3ying1,eagle,animals,word,produces,
item_141,鹿,lu4,deer,animals,word,produces,deer
item_142,驴,lv2,donkey,animals,word,produces,donkey
item_143,马,ma3,horse,animals,word,produces,horse
item_144,蚂蚁,ma3yi3,ant,animals,word,produces,ant
item_145,猫,mao1,cat,animals,word,produces,cat
item_146,猫头鹰,mao1tou2ying1,owl,animals,word,produces,owl
item_147,梅花鹿,mei2hua1lu4,spotted deer,animals,word,produces,deer
item_148,蜜蜂,mi4feng1,bee,animals,word,produces,bee
item_149,母鸡,mu3ji1,hen,animals,word,produces,hen
item_150,鸟,niao3,bird,animals,word,produces,bird
item_151,牛,niu2,cow,animals,word,produces,cow
item_152,企鹅,qi3e2,penguin,animals,word,produces,penguin
item_153,青蛙,qing1wa1,frog,animals,word,produces,frog
item_154,山羊,shan1yang2,goat,animals,word,produces,goat
item_155,蛇,she2,snake,animals,word,produces,snake
item_156,狮子,shi1zi5,lion,animals,word,produces,lion
item_157,松鼠,song1shu3,squirrel,animals,word,produces,squirrel
item_158,兔子,tu4zi5,rabbit; bunny,animals,word,produces,bunny
item_159,乌龟,wu1gui1,turtle,animals,word,produces,turtle
item_160,小鸡,xiao3ji1,chick,animals,word,produces,chick
item_161,小羊,xiao3yang2,lamb,animals,word,produces,lamb
item_162,熊,xiong2,bear,animals,word,produces,bear
item_163,熊猫,xiong2mao1,panda,animals,word,produces,
item_164,鸭子,ya1zi5,duck,animals,word,produces,duck
item_165,羊,yang2,sheep,animals,word,produces,sheep
item_166,鱼,yu2,fish,animals,word,produces,fish (animal)
item_167,猪,zhu1,pig,animals,word,produces,pig
item_168,苍蝇,cang1ying5,fly,animals,word,produces,fly
item_169,翅膀,chi4bang3,wing,animals,word,produces,
item_170,大灰狼,da4 hui1lang2,big gray wolf,animals,word,produces,wolf
item_171,鸽子,ge1zi5,pigeon,animals,word,produces,
item_172,狐狸,hu2li5,fox,animals,word,produces,fox
item_173,蜻蜓,qing1ting2,dragonfly,animals,word,produces,
item_174,蚊子,wen2zi5,mosquito,animals,word,produces,mosquito
item_175,比赛,bi3sai4,match,games_routines,word,produces,
item_176,不,bu4,no,games_routines,word,produces,no
item_177,不要,bu2yao4,don't,games_routines,word,produces,don't
item_178,吃饭,chi1fan4,eat,games_routines,word,produces,eat
item_179,搭积木,da1ji1mu1,building block,games_routines,word,produces,
item_180,打电话,da3 dian4hua4,call on phone,games_routines,word,produces,
item_181,打球,da3qiu2,play ball,games_routines,word,produces,
item_182,等一会儿,deng3 yi2huier4,wait a minute,games_routines,word,produces,
item_183,放屁,fang4pi4,fart,games_routines,word,produces,
item_184,后,hou4,back,games_routines,word,produces,back
item_185,拉屎,la1shi3,shit,games_routines,word,produces,poop
item_186,理发,li3fa4,cut hair,games_routines,word,produces,
item_187,买东西,mai3 dong1xi5,shopping,games_routines,word,produces,
item_188,你好,ni3hao3,hello,games_routines,word,produces,hello
item_189,前,qian2,front,games_routines,word,produces,front
item_190,请,qing3,please,games_routines,word,produces,please
item_191,上面,shang4mian5,above,games_routines,word,produces,above
item_192,是的,shi4de5,yes,games_routines,word,produces,yes
item_193,晚安,wan3an1,night night,games_routines,word,produces,good night
item_194,晚饭,wan3fan4,dinner,games_routines,word,produces,dinner
item_195,喂（打电话）,wei4 (da3 dian4hua4),hello,games_routines,word,produces,hello
item_196,午饭,wu3fan4,lunch,games_routines,word,produces,lunch
item_197,洗澡,xi3zao3,bath,games_routines,word,produces,bath
item_198,下面,xia4mian5,under,games_routines,word,produces,under
item_199,想要,xiang3yao4,wanna; want to ,games_routines,word,produces,wanna
item_200,谢谢,xie4xie5,thank you,games_routines,word,produces,thank you
item_201,再见,zai4jian4,bye,games_routines,word,produces,bye
item_202,早饭,zao3fan4,breakfast,games_routines,word,produces,breakfast
item_203,转圈,zhuan4quan1,rotate,games_routines,word,produces,
item_204,捉迷藏,zhuo1mi2cang2,hide-and-seek,games_routines,word,produces,hide and seek
item_205,脸,lian3,face,body_parts,word,produces,face
item_206,眉毛,mei2mao5,eyebrow,body_parts,word,produces,
item_207,眼睛,yan3jing5,eye,body_parts,word,produces,eye
item_208,眼泪,yan3lei4,tear,body_parts,word,produces,tear
item_209,鼻子,bi2zi5,nose,body_parts,word,produces,nose
item_210,鼻孔,bi2kong3,nostril,body_parts,word,produces,
item_211,鼻涕,bi2ti4,snot,body_parts,word,produces,
item_212,嘴,zui3,mouth,body_parts,word,produces,mouth
item_213,嘴唇,zui3chun2,lips,body_parts,word,produces,
item_214,牙,ya2,tooth,body_parts,word,produces,tooth
item_215,舌头,she2tou5,tongue,body_parts,word,produces,tongue
item_216,下巴,xiaq4ba5,chin,body_parts,word,produces,chin
item_217,耳朵,er3duo5,ear,body_parts,word,produces,ear
item_218,脖子,bo2zi5,neck,body_parts,word,produces,neck
item_219,肚脐眼儿,du4qi2yanr3,belly button,body_parts,word,produces,belly button
item_220,肚子,du4zi,belly,body_parts,word,produces,
item_221,胳膊,ge1bo5,arm,body_parts,word,produces,arm
item_222,肩膀,jian1bang3,shoulder,body_parts,word,produces,
item_223,脚,jiao3,foot,body_parts,word,produces,foot
item_224,脚踝,jiao3huai2,ankle,body_parts,word,produces,
item_225,脚趾,jiao3zhi3,toe,body_parts,word,produces,toe
item_226,屁股,pi4gu5,butt,body_parts,word,produces,butt
item_227,手 ,shou3,hand,body_parts,word,produces,hand
item_228,手指头,shou3zhi3tou5,finger,body_parts,word,produces,finger
item_229,指甲,zhi3jia5,nail,body_parts,word,produces,nail
item_230,头,tou2,head,body_parts,word,produces,head
item_231,头发,tou2fa5,hair,body_parts,word,produces,hair
item_232,膝盖,xi1gai4,knee,body_parts,word,produces,knee
item_233,辫子,bian4zi5,braid,body_parts,word,produces,
item_234,手心,shou3xin1,palm,body_parts,word,produces,
item_235,手背,shou3bei4,back of hand,body_parts,word,produces,
item_236,右手,you4shou3,right hand,body_parts,word,produces,
item_237,左手,zuo3shou3,left hand,body_parts,word,produces,
item_238,腿,tui3,leg,body_parts,word,produces,leg
item_239,右腿,you4tui3,right leg,body_parts,word,produces,
item_240,左腿,zuo3tui3,left leg,body_parts,word,produces,
item_241,大腿,da4tui3,thigh,body_parts,word,produces,
item_242,小腿,xiao3tui3,calf,body_parts,word,produces,calf
item_243,心,xin1,heart,body_parts,word,produces,
item_244,新,xin1,new,descriptive_words,word,produces,new
item_245,舒服,shu1fu5,comfortable,descriptive_words,word,produces,
item_246,干,gan1,dry,descriptive_words,word,produces,dry (description)
item_247,漂亮,piao4liang5,pretty,descriptive_words,word,produces,pretty
item_248,小,xiao3,little,descriptive_words,word,produces,little (description)
item_249,不对,bu2dui4,wrong,descriptive_words,word,produces,
item_250,好,hao3,good,descriptive_words,word,produces,good
item_251,快,kuai4,fast,descriptive_words,word,produces,fast
item_252,饿,e4,hungry,descriptive_words,word,produces,hungry
item_253,高兴,gao1xing4,happy,descriptive_words,word,produces,happy
item_254,长,chang2,long,descriptive_words,word,produces,
item_255,冷,leng3,cold,descriptive_words,word,produces,cold
item_256,渴,ke3,thirsty,descriptive_words,word,produces,thirsty
item_257,不怕,bu2pa4,not afraid,descriptive_words,word,produces,
item_258,黄色,huang2se4,yellow,descriptive_words,word,produces,yellow
item_259,脏,zang1,dirty,descriptive_words,word,produces,dirty
item_260,红色,hong2se4,red,descriptive_words,word,produces,red
item_261,(吃)没了,(chi1)mei2le5,all gone,descriptive_words,word,produces,all gone
item_262,高,gao1,high; tall,descriptive_words,word,produces,high
item_263,桔黄色,ju2huang2se4,orange,descriptive_words,word,produces,orange (description)
item_264,害怕,hai4pa4,scared,descriptive_words,word,produces,scared
item_265,好听,hao3ting1,ear-pleasing,descriptive_words,word,produces,
item_266,困,kun4,sleepy,descriptive_words,word,produces,sleepy
item_267,好多,hao3duo1,a good deal; a lot,descriptive_words,word,produces,a lot
item_268,不好,bu4hao3,bad,descriptive_words,word,produces,bad
item_269,满,man3,full,descriptive_words,word,produces,full
item_270,凉,liang2,cool,descriptive_words,word,produces,
item_271,湿,shi1,wet,descriptive_words,word,produces,wet
item_272,蓝色,lan2se4,blue,descriptive_words,word,produces,blue
item_273,病,bing4,sick,descriptive_words,word,produces,sick
item_274,白色,bai2se4,white,descriptive_words,word,produces,white
item_275,小心,xiao3xin1,careful,descriptive_words,word,produces,careful
item_276,棕色,zong1se4,brown,descriptive_words,word,produces,
item_277,软,ruan3,soft,descriptive_words,word,produces,soft
item_278,淘气,tao2qi4,naughty,descriptive_words,word,produces,naughty
item_279,热,re4,hot,descriptive_words,word,produces,hot
item_280,可爱,ke3ai4,cute,descriptive_words,word,produces,cute
item_281,坏(人),huai4 (ren2),bad,descriptive_words,word,produces,bad
item_282,坏了,huai4le5,broken,descriptive_words,word,produces,broken
item_283,痛,tong4,ache; pain,descriptive_words,word,produces,
item_284,好看,hao3kan4,good-looking,descriptive_words,word,produces,pretty
item_285,穷,qiong2,poor,descriptive_words,word,produces,
item_286,睡着,shui4zhao2,asleep,descriptive_words,word,produces,asleep
item_287,好吃,hao3chi1,tasty,descriptive_words,word,produces,tasty
item_288,安静,an1jing4,quiet,descriptive_words,word,produces,
item_289,绿色,lv4se4,green,descriptive_words,word,produces,green
item_290,难看,nan2kan4,ugly,descriptive_words,word,produces,ugly
item_291,重,zhong4,heavy,descriptive_words,word,produces,heavy
item_292,少,shao3,little,descriptive_words,word,produces,little (amount)
item_293,吵,chao3,noisy,descriptive_words,word,produces,
item_294,多,duo1,many; much; a lot,descriptive_words,word,produces,much
item_295,硬,ying4,hard,descriptive_words,word,produces,hard
item_296,老,lao3,old,descriptive_words,word,produces,old
item_297,不许,bu4xu3,cannot,descriptive_words,word,produces,
item_298,粘,nian2,sticky,descriptive_words,word,produces,
item_299,轻,qing1,light,descriptive_words,word,produces,light
item_300,慢,man4,slow,descriptive_words,word,produces,slow
item_301,不行,bu4xing2,cannot,descriptive_words,word,produces,
item_302,饱,bao3,full,descriptive_words,word,produces,full
item_303,臭,chou4,smelly,descriptive_words,word,produces,
item_304,累,lei4,tired,descriptive_words,word,produces,tired
item_305,大,da4,big,descriptive_words,word,produces,big
item_306,甜,tian2,sweet,descriptive_words,word,produces,sweet
item_307,最后,zui4hou4,last,descriptive_words,word,produces,
item_308,聪明,cong1ming2,clever; smart,descriptive_words,word,produces,smart
item_309,第一,di4yi1,first; number one,descriptive_words,word,produces,
item_310,伤心,shang1xin1,sad,descriptive_words,word,produces,sad
item_311,干净,gan1jing4,clean,descriptive_words,word,produces,clean (description)
item_312,空的,kong1de5,empty,descriptive_words,word,produces,empty
item_313,辣,la4,spicy,descriptive_words,word,produces,
item_314,不是,bu2shi4,no,descriptive_words,word,produces,no
item_315,乖,guai1,well-behaved,descriptive_words,word,produces,
item_316,烫,tang4,very hot,descriptive_words,word,produces,hot
item_317,黑色,hei1se4,black,descriptive_words,word,produces,black
item_318,(天)黑,(tian1)hei1,dark,descriptive_words,word,produces,dark
item_319,是,shi4,yes,helping_verbs,word,produces,yes
item_320,能,neng2,can; could,helping_verbs,word,produces,can (auxiliary)
item_321,得（你得去）,dei3(ni3 dei3 qu4),have to,helping_verbs,word,produces,
item_322,必须,bi4xu1,must; need to,helping_verbs,word,produces,need
item_323,会,hui4,can; will,helping_verbs,word,produces,can (auxiliary)
item_324,试试,shi4shi5,try to,helping_verbs,word,produces,
item_325,操场,cao1chang3,playground,places,word,produces,playground
item_326,超市,chao1shi4,store,places,word,produces,store
item_327,车棚,che1peng2,shed,places,word,produces,
item_328,城里,cheng2li5,downtown,places,word,produces,
item_329,电影院,dian4ying3yuan4,cinema,places,word,produces,
item_330,动物园,dong4wu4yuan2,zoo,places,word,produces,zoo
item_331,工厂,gong1chang3,factory,places,word,produces,
item_332,公司,gong1si1,company,places,word,produces,
item_333,公园,gong1yuan2,park,places,word,produces,park
item_334,海边,hai3bian5,beach,places,word,produces,beach
item_335,加油站,jia1you2zhan4,gas station,places,word,produces,
item_336,家,jia1,home,places,word,produces,home
item_337,森林,sen1lin2,woods,places,word,produces,
item_338,停车场,ting2che1chang3,park,places,word,produces,park
item_339,图书馆,tu2shu1guan3,library,places,word,produces,
item_340,幼儿园,you4er2yuan2,kindergarten,places,word,produces,kindergarten
item_341,医院,yi1yuan4,hospital,places,word,produces,
item_342,饭馆,fan4guan3,restaurant,places,word,produces,
item_343,游乐园,you2le4yuan2,amusement park,places,word,produces,
item_344,船,chuan2,boat; ship,vehicles,word,produces,boat
item_345,飞机,fei1ji1,airplane,vehicles,word,produces,airplane
item_346,公共汽车,gong1gong4qi4che1,bus,vehicles,word,produces,bus
item_347,火车,huo3che1,train,vehicles,word,produces,train
item_348,吉普车,ji2pu3che1,jeep,vehicles,word,produces,jeep
item_349,警车,jing3che1,police wagon,vehicles,word,produces,
item_350,救护车,jiu4hu4che1,ambulance,vehicles,word,produces,ambulance
item_351,救火车,jiu4huo3che1,fire truck,vehicles,word,produces,
item_352,卡车,ka3che1,truck,vehicles,word,produces,truck
item_353,摩托车,mo2tuo1che1,motorcycle,vehicles,word,produces,motorcycle
item_354,三轮车,san1lun2che1,tricycle,vehicles,word,produces,
item_355,小汽车,xiao3qi4che1,car,vehicles,word,produces,car
item_356,自行车,zi4xing2che1,bicycle,vehicles,word,produces,bicycle
item_357,出租车,chu1zu1che1,taxi,vehicles,word,produces,
item_358,和,he2,and,connecting_words,word,produces,with
item_359,因为,yin1wei4,because,connecting_words,word,produces,
item_360,但是,dan4shi4,but,connecting_words,word,produces,
item_361,如果,ru2guo3,if,connecting_words,word,produces,
item_362,所以,suo3yi3,so,connecting_words,word,produces,
item_363,然后,ran2hou4,then,connecting_words,word,produces,
item_364,杯子,bei1zi5,cup,household,word,produces,cup
item_365,被子,bei4zi5,quilt,household,word,produces,
item_366,叉子,cha1zi5,fork,household,word,produces,fork
item_367,刀,dao1,knife,household,word,produces,knife
item_368,灯,deng1,lamp,household,word,produces,lamp
item_369,钉子,ding1zi5,nail,household,word,produces,nail
item_370,肥皂,fei2zao4,soap,household,word,produces,soap
item_371,罐头,guan4tou5,can,household,word,produces,can
item_372,光,guang1,light,household,word,produces,light
item_373,光盘,guang1pan2,disk,household,word,produces,
item_374,锅,guo1,boiler,household,word,produces,
item_375,盒子,he2zi5,box,household,word,produces,box
item_376,花瓶,hua1ping2,vase,household,word,produces,
item_377,画,hua4,picture,household,word,produces,picture
item_378,剪刀,jian3dao1,scissors,household,word,produces,scissors
item_379,镜子,jing4zi5,mirror,household,word,produces,mirror
item_380,筷子,kuai4zi5,chopsticks,household,word,produces,
item_381,垃圾,la1ji1,garbage; trash,household,word,produces,trash
item_382,蜡烛,la4zhu2,candle,household,word,produces,candle
item_383,毛巾,mao2jin1,towel,household,word,produces,towel
item_384,毛巾被,mao2jin1bei4,blanket,household,word,produces,blanket
item_385,抹布,ma1bu4,dishcloth,household,word,produces,
item_386,闹钟,nao4zhong1,alarm clock,household,word,produces,
item_387,盘子,pan2zi5,plate,household,word,produces,plate
item_388,瓶子,ping2zi5,bottle,household,word,produces,bottle
item_389,钱,qian2,money,household,word,produces,money
item_390,钱包,qian2bao1,purse,household,word,produces,purse
item_391,日历,ri4li4,calendar,household,word,produces,
item_392,伞,san3,umbrella,household,word,produces,umbrella
item_393,勺子,shao2zi5,spoon,household,word,produces,spoon
item_394,手表,shou3biao3,watch,household,word,produces,watch (object)
item_395,书包,shu1bao1,bag,household,word,produces,bag
item_396,梳子 ,shu1zi5,comb,household,word,produces,comb (object)
item_397,刷子,shua1zi5,brush,household,word,produces,brush
item_398,水壶,shui3hu2,jug,household,word,produces,
item_399,锁,suo3,lock,household,word,produces,lock
item_400,毯子,tan3zi5,blanket,household,word,produces,blanket
item_401,条帚,tiao2zhou5,broom,household,word,produces,broom
item_402,桶,tong3,bucket,household,word,produces,bucket
item_403,拖把,tuo1ba3,mop,household,word,produces,
item_404,碗,wan3,bowl,household,word,produces,bowl
item_405,香皂,xiang1zao4,soap,household,word,produces,soap
item_406,牙膏,ya2gao1,toothpaste,household,word,produces,
item_407,牙刷,ya2shua1,toothbrush,household,word,produces,toothbrush
item_408,眼镜,yan3jing4,glasses,household,word,produces,glasses
item_409,遥控器,yao2kong4qi4,remote control,household,word,produces,remote control
item_410,药,yao4,medicine,household,word,produces,medicine
item_411,钥匙,yao4shi5,keys,household,word,produces,keys
item_412,照相机,zhao4xiang4ji1,camera,household,word,produces,camera
item_413,针,zhen1,needle,household,word,produces,
item_414,枕头,zhen3tou5,pillow,household,word,produces,pillow
item_415,纸,zhi3,paper,household,word,produces,paper
item_416,玻璃,bo1li2,glass,household,word,produces,glass
item_417,痱子粉,fei4zi5fen3,bath powder,household,word,produces,
item_418,花盆,hua1pen2,flowerpot,household,word,produces,flowerpot
item_419,门铃,men2ling2,doorbell,household,word,produces,
item_420,奶瓶,nai3ping2,feeding-bottle,household,word,produces,
item_421,床单,chuang2dan1,bed sheet,household,word,produces,
item_422,报纸,bao4zhi3,newspaper,household,word,produces,
item_423,电池,dian4chi2,battery,household,word,produces,battery
item_424,电线,dian4xian4,wire,household,word,produces,
item_425,插座,cha1zuo4,socket,household,word,produces,
item_426,插头,cha1tou2,plug,household,word,produces,
item_427,草,grass,grass,outside,word,produces,grass
item_428,草地,cao3di4,lawn,outside,word,produces,lawn
item_429,铲子,chan3zi5,shovel,outside,word,produces,shovel
item_430,车轮,che1lun2,wheel,outside,word,produces,
item_431,电梯,dian4ti1,elevator,outside,word,produces,elevator
item_432,房子,fang2zi5,house,outside,word,produces,house
item_433,风,feng1,wind,outside,word,produces,wind
item_434,棍,gun4,stick,outside,word,produces,stick
item_435,花,hua1,flower,outside,word,produces,flower
item_436,花园,hua1yuan2,garden,outside,word,produces,garden
item_437,街道,jie1dao4,street,outside,word,produces,street
item_438,楼道,lou2dao4,corridor,outside,word,produces,corridor
item_439,楼房,lou2fang2,building,outside,word,produces,
item_440,楼梯,lou2ti1,stairs,outside,word,produces,stairs
item_441,旗,qi2,flag,outside,word,produces,
item_442,秋千,qiu1qian1,swing,outside,word,produces,swing (object)
item_443,人行道,ren2xing2dao4,sidewalk,outside,word,produces,
item_444,洒水车,sa3shui3che1,sprinkler,outside,word,produces,
item_445,上班,shang4ban1,go to work,outside,word,produces,
item_446,石头,shi2tou5,stone,outside,word,produces,stone
item_447,树,shu4,tree,outside,word,produces,tree
item_448,树叶,shu4ye4,leaf,outside,word,produces,leaf
item_449,水龙头,shui3long2tou2,tap,outside,word,produces,
item_450,太阳,tai4yang2,sun,outside,word,produces,sun
item_451,梯子,ti1zi5,ladder,outside,word,produces,ladder
item_452,天上,tian1shang4,sky,outside,word,produces,sky
item_453,外面,wai4mian5,outside,outside,word,produces,outside
item_454,星星,xing1xing5,star,outside,word,produces,star
item_455,雪,xue3,snow,outside,word,produces,snow
item_456,雪人,xue3ren2,snowman,outside,word,produces,
item_457,游泳池,you2yong3chi2,pool,outside,word,produces,pool
item_458,雨,yu3,rain,outside,word,produces,rain
item_459,院子,yuan4zi5,backyard,outside,word,produces,backyard
