itemID,item,type,category,choices,definition,gloss,complexity_category,uni_lemma
item_78,78_knizka,word,toys,produces,knížka,book,,
item_79,79_kostka,word,toys,produces,kostka,dice,,
item_80,80_krabice,word,toys,produces,krabice,box,,
item_81,81_kytara,word,toys,produces,kytara,guitar,,
item_82,82_lepidlo,word,toys,produces,lepidlo,glue,,
item_83,83_mic,word,toys,produces,míč,ball,,
item_84,84_panenka,word,toys,produces,panenka,doll,,
item_85,85_papir,word,toys,produces,papír,paper,,
item_86,86_stetec,word,toys,produces,štětec,brush,,
item_87,87_tuzka,word,toys,produces,tužka,pencil,,
item_88,88_banan,word,food_drink,produces,banán,banana,,
item_89,89_bonbon,word,food_drink,produces,bonbón,bonbon,,
item_90,90_brambory,word,food_drink,produces,brambory,potatoes,,
item_91,91_citron,word,food_drink,produces,citrón,lemon,,
item_92,92_hrasek,word,food_drink,produces,hrášek,pea,,
item_93,93_hruska,word,food_drink,produces,hruška,pear,,
item_94,94_chleba,word,food_drink,produces,chleba,bread,,
item_95,95_jablko,word,food_drink,produces,jablko,apple,,
item_96,96_kase,word,food_drink,produces,kaše,mash,,
item_97,97_knedlik,word,food_drink,produces,knedlík,dumpling,,
item_98,98_kukurice,word,food_drink,produces,kukuřice,corn,,
item_99,99_lizatko,word,food_drink,produces,lízátko,lolipop,,
item_100,100_meloun,word,food_drink,produces,meloun,watermelon,,
item_101,101_mleko,word,food_drink,produces,mléko,milk,,
item_102,102_mrkev,word,food_drink,produces,mrkev,carrot,,
item_103,103_okurka,word,food_drink,produces,okurka,cucumber,,
item_104,104_cokolada,word,food_drink,produces,čokoláda,chocolate,,
item_105,105_dort,word,food_drink,produces,dort,cake,,
item_106,106_dzus,word,food_drink,produces,džus,juice,,
item_107,107_hlad,word,food_drink,produces,hlad,hunger,,
item_108,108_jahoda,word,food_drink,produces,jahoda,strawberry,,
item_109,109_jidlo,word,food_drink,produces,jídlo,food,,
item_110,110_jogurt,word,food_drink,produces,jogurt,yogurt,,
item_111,111_kafe,word,food_drink,produces,kafe,coffee,,
item_112,112_mandarinka,word,food_drink,produces,mandarinka,mandarine,,
item_113,113_marmelada,word,food_drink,produces,marmeláda,jam,,
item_114,114_maslo,word,food_drink,produces,máslo,butter,,
item_115,115_maso,word,food_drink,produces,maso,meat,,
item_116,116_omacka,word,food_drink,produces,omáčka,sauce,,
item_117,117_orisky,word,food_drink,produces,oříšky,nuts,,
item_118,118_ovoce,word,food_drink,produces,ovoce,fruit,,
item_119,119_palacinka,word,food_drink,produces,palačinka,pancake,,
item_120,120_houby,word,food_drink,produces,houby,mushrooms,,
item_121,121_kakao,word,food_drink,produces,kakao,cocoa,,
item_122,122_med,word,food_drink,produces,med,honey,,
item_123,123_parek,word,food_drink,produces,párek,frankfurter,,
item_124,124_piskot,word,food_drink,produces,piškot,biscuit,,
item_125,125_piti,word,food_drink,produces,pití,drink,,
item_126,126_pivo,word,food_drink,produces,pivo,beer,,
item_127,127_polevka,word,food_drink,produces,polévka,soup,,
item_128,128_pomeranc,word,food_drink,produces,pomeranč,orange,,
item_129,129_rajce,word,food_drink,produces,rajče,tomato,,
item_130,130_rohlik,word,food_drink,produces,rohlík,breadroll,,
item_131,131_rozinka,word,food_drink,produces,rozinka,sultana,,
item_132,132_ryba2,word,food_drink,produces,ryba,fish,,
item_133,133_ryze,word,food_drink,produces,rýže,rice,,
item_134,134_sul,word,food_drink,produces,sůl,salt,,
item_135,135_susenka,word,food_drink,produces,sušenka,cracker/biscuit,,
item_136,136_syr,word,food_drink,produces,sýr,cheese,,
item_137,137_spagety,word,food_drink,produces,špagety,spaghetti,,
item_138,138_sunka,word,food_drink,produces,šunka,ham,,
item_139,139_vajicko,word,food_drink,produces,vajičko,egg,,
item_140,140_voda,word,food_drink,produces,voda,water,,
item_141,141_zmrzlina,word,food_drink,produces,zmrzlina,ice cream,,
item_142,142_zizen,word,food_drink,produces,žízeň,thirst,,
item_143,143_zvykacka,word,food_drink,produces,žvýkačka,bubblegum,,
item_144,144_backory,word,clothing,produces,bačkory,slippers,,
item_145,145_boty,word,clothing,produces,boty,shoes,,
item_146,146_bryle,word,clothing,produces,brýle,glasses,,
item_147,147_bryndak,word,clothing,produces,bryndák,bib,,
item_148,148_bunda,word,clothing,produces,bunda,jacket,,
item_149,149_cepice,word,clothing,produces,čepice,cap,,
item_150,150_holinky,word,clothing,produces,holinky,boots,,
item_151,151_kabat,word,clothing,produces,kabát,coat,,
item_152,152_kalhoty,word,clothing,produces,kalhotky,panties,,
item_153,153_kalhotky,word,clothing,produces,kalhoty,trousers,,
item_154,154_klobouk,word,clothing,produces,klobouk,hat,,
item_155,155_knoflik,word,clothing,produces,knoflík,button,,
item_156,156_korale,word,clothing,produces,korále,beads,,
item_157,157_kratasy,word,clothing,produces,kraťasy,shorts,,
item_158,158_mikina,word,clothing,produces,mikina,pullover,,
item_159,159_nausnice,word,clothing,produces,náušnice,earrings,,
item_160,160_obleceni,word,clothing,produces,oblečení,clothes,,
item_161,161_plavky,word,clothing,produces,plavky,swimwear,,
item_162,162_plinka,word,clothing,produces,plínka,diaper,,
item_163,163_ponozky,word,clothing,produces,ponožky,socks,,
item_164,164_puncochace,word,clothing,produces,punčocháče,stockings,,
item_165,165_pyzamo,word,clothing,produces,pyžamo,pajamas,,
item_166,166_rukavice,word,clothing,produces,rukavice,gloves,,
item_167,167_sandale,word,clothing,produces,sandále,sandals,,
item_168,168_sukne,word,clothing,produces,sukně,skirt,,
item_169,169_svetr,word,clothing,produces,svetr,sweater,,
item_170,170_sala,word,clothing,produces,šála,scarf,,
item_171,171_saty,word,clothing,produces,šaty,dress,,
item_172,172_tricko,word,clothing,produces,tričko,t-shirt,,
item_173,173_zip,word,clothing,produces,zip,zipper,,
item_174,174_bebi,word,body_parts,produces,bebí,owie,,
item_175,175_brada,word,body_parts,produces,brada,chin,,
item_176,176_bricho,word,body_parts,produces,břicho,belly/tummy,,
item_177,177_fousy,word,body_parts,produces,fousy,facial hair,,
item_178,178_hlava,word,body_parts,produces,hlava,head,,
item_179,179_jazyk,word,body_parts,produces,jazyk,tongue,,
item_180,180_koleno,word,body_parts,produces,koleno,knee,,
item_181,181_krk,word,body_parts,produces,krk,neck,,
item_182,182_nehet,word,body_parts,produces,nehet,nail,,
item_183,183_noha,word,body_parts,produces,noha,leg,,
item_184,184_nos,word,body_parts,produces,nos,nose,,
item_185,185_oblicej,word,body_parts,produces,obličej,face,,
item_186,186_oko,word,body_parts,produces,oko,eye,,
item_187,187_piha,word,body_parts,produces,piha,freckle,,
item_188,188_pindik,word,body_parts,produces,pindík (i jiné označení),penis (any name),,
item_189,189_pipinka,word,body_parts,produces,pipinka (i jiné označení),vagina (any name),,
item_190,190_prsa,word,body_parts,produces,prsa,breasts,,
item_191,191_prst,word,body_parts,produces,prst,finger,,
item_192,192_pupik,word,body_parts,produces,pupík,bellybutton,,
item_193,193_pusa,word,body_parts,produces,pusa,mouth,,
item_194,194_rameno,word,body_parts,produces,rameno,shoulder,,
item_195,195_ruka,word,body_parts,produces,ruka,hand/arm,,
item_196,196_baterka,word,household,produces,baterka,flashlight/battery,,
item_197,197_cedecko,word,household,produces,cédéčko,CD,,
item_198,198_dudlik,word,household,produces,dudlík,dummy,,
item_199,199_hodinky,word,household,produces,hodinky,watch,,
item_200,200_hrnek,word,household,produces,hrnek,cup,,
item_201,201_hreben,word,household,produces,hřeben,comb,,
item_202,202_kapesnik,word,household,produces,kapesník,handkerchief,,
item_203,203_kartaceknazuby,word,household,produces,kartáček na zuby,toothbrush,,
item_204,204_kladivo,word,household,produces,kladivo,hammer,,
item_205,205_klic,word,household,produces,klíč,key,,
item_206,206_kos,word,household,produces,koš,bin,,
item_207,207_koste,word,household,produces,koště,broom,,
item_208,208_kybl,word,household,produces,kýbl,bucket,,
item_209,209_kytka,word,household,produces,kytka,flower,,
item_210,210_lahev,word,household,produces,láhev,bottle,,
item_211,211_lampa,word,household,produces,lampa,lamp,,
item_212,212_vysavac,word,household,produces,vysavač,vacuum cleaner,,
item_213,213_okolzicka,word,household,produces,lžička,spoon,,
item_214,214_misa,word,household,produces,mísa,bowl,,
item_215,215_hadr,word,household,produces,hadr,rag,,
item_216,216_mydlo,word,household,produces,mýdlo,soap,,
item_217,217_noviny,word,household,produces,noviny,newspaper,,
item_218,218_nuz,word,household,produces,nůž,knife,,
item_219,219_nuzky,word,household,produces,nůžky,scissors,,
item_220,220_obraz,word,household,produces,obraz,painting/image,,
item_221,221_penezenka,word,household,produces,peněženka,wallet,,
item_222,222_penize,word,household,produces,peníze,money,,
item_223,223_perina,word,household,produces,peřina,blanket,,
item_224,224_pocitac,word,household,produces,počitáč,computer,,
item_225,225_polstar,word,household,produces,polštář,pillow,,
item_226,226_prasek,word,household,produces,prášek,powder,,
item_227,227_radio,word,household,produces,rádio,radio,,
item_228,228_světlo,word,household,produces,světlo,light,,
item_229,229_suplik,word,household,produces,šuplík,drawer,,
item_230,230_talir,word,household,produces,talíř,plate,,
item_231,231_telefon,word,household,produces,telefon,phone,,
item_232,232_televize,word,household,produces,televize,television,,
item_233,233_trouba,word,household,produces,trouba,oven,,
item_234,234_ubrousek,word,household,produces,ubrousek,napkin,,
item_235,235_vidlicka,word,household,produces,vidlička,fork,,
item_236,236_dvere,word,furniture_rooms,produces,dveře,door,,
item_237,237_chodba,word,furniture_rooms,produces,chodba,corridor/hallway,,
item_238,238_koupelna,word,furniture_rooms,produces,koupelna,bathroom,,
item_239,239_kreslo,word,furniture_rooms,produces,křeslo,armchair,,
item_240,240_kuchyn,word,furniture_rooms,produces,kuchýň,kitchen,,
item_241,241_lednicka,word,furniture_rooms,produces,lednička,fridge,,
item_242,242_mycka,word,furniture_rooms,produces,myčka,dishwasher,,
item_243,243_obyvak,word,furniture_rooms,produces,obývák,living room,,
item_244,244_okno,word,furniture_rooms,produces,okno,window,,
item_245,245_podlaha,word,furniture_rooms,produces,podlaha,floor,,
item_246,246_pokoj,word,furniture_rooms,produces,pokoj,room,,
item_247,247_postel,word,furniture_rooms,produces,postel,bed,,
item_248,248_pracka,word,furniture_rooms,produces,pračka,washing machine,,
item_249,249_schody,word,furniture_rooms,produces,schody,stairs,,
item_250,250_sprcha,word,furniture_rooms,produces,sprcha,shower,,
item_251,251_stolicka,word,furniture_rooms,produces,stolička,stool,,
item_252,252_stul,word,furniture_rooms,produces,stůl,table,,
item_253,253_umyvadlo,word,furniture_rooms,produces,umyvadlo,sink,,
item_254,254_vana,word,furniture_rooms,produces,vana,tub,,
item_255,255_zidle,word,furniture_rooms,produces,židle,chair,,
item_256,256_bazen,word,outside_places,produces,bazén,swimming pool,,
item_257,257_dest,word,outside_places,produces,déšť,rain,,
item_258,258_doma,word,outside_places,produces,doma,home,,
item_259,259_dum,word,outside_places,produces,dům,house,,
item_260,260_hadice,word,outside_places,produces,hadice,hose,,
item_261,261_houpacka,word,outside_places,produces,houpačka,seesaw,,
item_262,262_hriste,word,outside_places,produces,hřiště,playground,,
item_263,263_hvezda,word,outside_places,produces,hvězda,star,,
item_264,264_chodnik,word,outside_places,produces,chodník,sidewalk,,
item_265,265_kamen,word,outside_places,produces,kámen,stone,,
item_266,266_klouzacka,word,outside_places,produces,klouzačka,slide,,
item_267,267_lavicka,word,outside_places,produces,lavička,bench,,
item_268,268_les,word,outside_places,produces,les,forrest,,
item_269,269_lopata,word,outside_places,produces,lopata,shovel,,
item_270,270_louze,word,outside_places,produces,louže,puddle,,
item_271,271_mesic,word,outside_places,produces,měsíc,moon,,
item_272,272_mesto,word,outside_places,produces,město,city,,
item_273,273_mrak,word,outside_places,produces,mrak,cloud,,
item_274,274_navsteva,word,outside_places,produces,návštěva,visit,,
item_275,275_nebe,word,outside_places,produces,nebe,sky,,
item_276,276_obchod,word,outside_places,produces,obchod,shop,,
item_277,277_park,word,outside_places,produces,park,park,,
item_278,278_pisek,word,outside_places,produces,písek,sand,,
item_279,279_prace,word,outside_places,produces,práce,work,,
item_280,280_sekacka,word,outside_places,produces,sekačka,lawnmower,,
item_281,281_skala,word,outside_places,produces,skála,rock,,
item_282,282_slunce,word,outside_places,produces,slunce,sun,,
item_283,283_snehulak,word,outside_places,produces,sněhulák,snowman,,
item_284,284_snih,word,outside_places,produces,sníh,snow,,
item_285,285_strom,word,outside_places,produces,strom,tree,,
item_286,286_strecha,word,outside_places,produces,střecha,roof,,
item_287,287_skolka,word,outside_places,produces,školka,kindergarten/daycare,,
item_288,288_trava,word,outside_places,produces,tráva,grass,,
item_289,289_venku1,word,outside_places,produces,venku,outside,,
item_290,290_vetev,word,outside_places,produces,větev,branch,,
item_291,291_vitr,word,outside_places,produces,vítr,wind,,
item_292,292_zahrada,word,outside_places,produces,zahrada,garden,,
item_293,293_zoo,word,outside_places,produces,zoo,zoo,,
item_294,294_zebrik,word,outside_places,produces,žebřík,ladder,,
item_295,295_babicka1,word,people,produces,babička,grandma,,
item_296,296_braska,word,people,produces,bráška,brother,,
item_297,297_deda,word,people,produces,děda,grandpa,,
item_298,298_deti,word,people,produces,děti,children,,
item_299,299_doktorka,word,people,produces,doktor/ka,doctor,,
item_300,300_holka,word,people,produces,holka,girl,,
item_301,301_kamaradka,word,people,produces,kamarád/ka,friend,,
item_302,302_kluk,word,people,produces,kluk,boy,,
item_303,303_lidi,word,people,produces,lidi,people,,
item_304,304_mama,word,people,produces,máma,mommy,,
item_305,305_Mikulas,word,people,produces,Mikuláš,st. Nicolas,,
item_306,306_miminko,word,people,produces,miminko,baby,,
item_307,307_pan,word,people,produces,pán,mister,,
item_308,308_pani,word,people,produces,paní,miss/ms.,,
item_309,309_policajt,word,people,produces,policajt,police officer,,
item_310,310_postacka,word,people,produces,pošťačka,mailwoman,,
item_311,311_strejda,word,people,produces,strejda,uncle,,
item_312,312_sestrickasourozenec,word,people,produces,sestrička (sourozenec),sister,,
item_313,313_tata,word,people,produces,táta,dad,,
item_314,314_teta,word,people,produces,teta,aunt,,
item_315,315_vlastnijmenoditete,word,people,produces,vlastní jméno dítěte,[child's own name],,
item_316,316_jmenozviretenaprFik,word,people,produces,jméno zvířete napr. Fík,[a pet's name],,
item_317,317_jmenojineosoby,word,people,produces,jméno jiné osoby,[someone else's name],,
item_318,318_batse,word,action_words,produces,bát se,fear/be afraid,,
item_319,319_behat,word,action_words,produces,běhat,run,,
item_320,320_bezet,word,action_words,produces,běžet,run,,
item_321,321_bolet,word,action_words,produces,bolet,ache/hurt,,
item_322,322_bouchnout,word,action_words,produces,bouchnout,hit/punch,,
item_323,323_brat,word,action_words,produces,brát,take,,
item_324,324_brecet,word,action_words,produces,brečet,cry,,
item_325,325_bydlet,word,action_words,produces,bydlet,live/stay,,
item_326,326_cakat,word,action_words,produces,cákat,splah,,
item_327,327_cekat,word,action_words,produces,čekat,wait,,
item_328,328_cist,word,action_words,produces,čist,read,,
item_329,329_cistit,word,action_words,produces,čistit,clean,,
item_330,330_curat,word,action_words,produces,čůrat,pee,,
item_331,331_dat,word,action_words,produces,dát,give ,,
item_332,332_delat,word,action_words,produces,dělat,do,,
item_333,333_divatse,word,action_words,produces,dívat se,look,,
item_334,334_dostat,word,action_words,produces,dostat,get/receive,,
item_335,335_drzet,word,action_words,produces,držet,hold,,
item_336,336_dupat,word,action_words,produces,dupat,stomp,,
item_337,337_foukat,word,action_words,produces,foukat,blow,,
item_338,338_hazet,word,action_words,produces,házet,throw,,
item_339,339_hledat,word,action_words,produces,hledat,search/look for,,
item_340,340_hodit,word,action_words,produces,hodit,throw,,
item_341,341_honit,word,action_words,produces,honit,chase,,
item_342,342_houpatse,word,action_words,produces,houpat se,swing,,
item_343,343_hratsi,word,action_words,produces,hrát si,play,,
item_344,344_chodit,word,action_words,produces,chodit,walk,,
item_345,345_chytat,word,action_words,produces,chytat,catch,,
item_346,346_jet,word,action_words,produces,jet,go (by vehicle),,
item_347,347_jist,word,action_words,produces,jíst,eat,,
item_348,348_jit,word,action_words,produces,jít,go/walk,,
item_349,349_kakat,word,action_words,produces,kakat,poop,,
item_350,350_kopat,word,action_words,produces,kopat,dig,,
item_351,351_koukat,word,action_words,produces,koukat,watch,,
item_352,352_koupit,word,action_words,produces,koupit,buy,,
item_353,353_kousat,word,action_words,produces,kousat,bite,,
item_354,354_kousnout,word,action_words,produces,kousnout,bite,,
item_355,355_krmit,word,action_words,produces,krmit,feed,,
item_356,356_kricet,word,action_words,produces,kříčet,shout,,
item_357,357_lechtat,word,action_words,produces,lechtat,tickle,,
item_358,358_lezt,word,action_words,produces,lézt,climb,,
item_359,359_lizat,word,action_words,produces,lízat,lick,,
item_360,360_malovat,word,action_words,produces,malovat,paint,,
item_361,361_michat,word,action_words,produces,míchat,mix,,
item_362,362_mit,word,action_words,produces,mít,have,,
item_363,363_mýt,word,action_words,produces,mýt,wash,,
item_364,364_nakoupit,word,action_words,produces,nakoupit,buy,,
item_365,365_nalit,word,action_words,produces,nalít,pour,,
item_366,366_napit,word,action_words,produces,napít,drink up,,
item_367,367_nest,word,action_words,produces,nést,carry,,
item_368,368_opravovat,word,action_words,produces,opravovat,repair,,
item_369,369_otevrit,word,action_words,produces,otevřít,open,,
item_370,370_palit,word,action_words,produces,pálit,burn,,
item_371,371_pit,word,action_words,produces,pít,drink,,
item_372,372_plakat,word,action_words,produces,plakat,cry,,
item_373,373_plavat,word,action_words,produces,plavat,swimm,,
item_374,374_podivatse,word,action_words,produces,podívat se,look at,,
item_375,375_polozit,word,action_words,produces,položit,put/lay/place,,
item_376,376_pomoct,word,action_words,produces,pomoct,help,,
item_377,377_povidat,word,action_words,produces,povídat,talk,,
item_378,378_pracovat,word,action_words,produces,pracovat,work,,
item_379,379_probuditse,word,action_words,produces,probudit se,wake up,,
item_380,380_prset,word,action_words,produces,pršet,rain,,
item_381,381_prikryt,word,action_words,produces,přikrýt,cover,,
item_382,382_prinest,word,action_words,produces,přinést,bring,,
item_383,383_psat,word,action_words,produces,psát,write,,
item_384,384_rozsvitit,word,action_words,produces,rozsvítit,turn the light on,,
item_385,385_rezat,word,action_words,produces,řezat,cut,,
item_386,386_ridit,word,action_words,produces,řídit,ride,,
item_387,387_rikat,word,action_words,produces,říkat,say,,
item_388,388_sedet,word,action_words,produces,sedět,sit,,
item_389,389_sednoutsi,word,action_words,produces,sednout si,sit down,,
item_390,390_schovat,word,action_words,produces,schovat,hide,,
item_391,391_skakat,word,action_words,produces,skákat,jump,,
item_392,392_skocit,word,action_words,produces,skočit,jump,,
item_393,393_skoncit,word,action_words,produces,skončit,end/finish,,
item_394,394_slyset,word,action_words,produces,slyšet,hear,,
item_395,395_smatse,word,action_words,produces,smát se,laugh,,
item_396,396_spadnout,word,action_words,produces,spadnout,fall,,
item_397,397_spat,word,action_words,produces,spát,sleep,,
item_398,398_stat,word,action_words,produces,stát,stay,,
item_399,399_strihat,word,action_words,produces,stříhat,cut,,
item_400,400_tancovat,word,action_words,produces,tancovat,dance,,
item_401,401_tlacit,word,action_words,produces,tlačit,push,,
item_402,402_tleskat,word,action_words,produces,tleskat,clap,,
item_403,403_trhat,word,action_words,produces,trhat,tear,,
item_404,404_ukazat,word,action_words,produces,ukázat,show,,
item_405,405_umyt,word,action_words,produces,umýt,wash,,
item_406,406_utrit,word,action_words,produces,utřít,wipe,,
item_407,407_uvarit,word,action_words,produces,uvařit,cook,,
item_408,408_varit,word,action_words,produces,vařit,cook,,
item_409,409_videt,word,action_words,produces,vidět,see,,
item_410,410_vyhodit,word,action_words,produces,vyhodit,throw out,,
item_411,411_vylit,word,action_words,produces,vylít,spill,,
item_412,412_vzit,word,action_words,produces,vzít,také,,
item_413,413_zamest,word,action_words,produces,zamést,sweep,,
item_414,414_zavrit,word,action_words,produces,zavřít,close,,
item_415,415_zlomit,word,action_words,produces,zlomit,break,,
item_416,416_zpivat,word,action_words,produces,zpívat,sing,,
item_417,417_zustat1,word,action_words,produces,zůstat,stay,,
item_418,418_ahoj,word,games_routines,produces,ahoj!,hi,,
item_419,419_ano,word,games_routines,produces,ano,yes,,
item_420,420_basnicka,word,games_routines,produces,básnička,[any rhyme],,
item_421,421_cakycaky,word,games_routines,produces,cákycáky,splashsplash,,
item_422,422_dejpusinku,word,games_routines,produces,dej pusinku,kiss me,,
item_423,423_dekuji,word,games_routines,produces,děkuji,thankyou,,
item_424,424_dobrounoc,word,games_routines,produces,dobrou noc,goodnight,,
item_425,425_dobryden,word,games_routines,produces,dobrý den,good day,,
item_426,426_eezachod,word,games_routines,produces,ee [záchod],peepee/poop,,
item_427,427_haci,word,games_routines,produces,hači,sit [babyword],,
item_428,428_haji,word,games_routines,produces,haji,sleep [babyword],,
item_429,429_halohalo,word,games_routines,produces,halóhaló,hello [on the phone],,
item_430,430_ham,word,games_routines,produces,ham,"num nums [eat,swallow]",,
item_431,431_hotovo,word,games_routines,produces,hotovo,alldone,,
item_432,432_jdeme,word,games_routines,produces,jdeme,let's go,,
item_433,433_kolokolomlynsky,word,games_routines,produces,kolo kolo mlýnský,ring-around-the-rosie,,
item_434,434_malamala,word,games_routines,produces,malá malá,hush-hush [little],,
item_435,435_nashledanou,word,games_routines,produces,nashledanou,bye bye,,
item_436,436_ne1,word,games_routines,produces,ne,no,,
item_437,437_nechto,word,games_routines,produces,nech to,stop it!,,
item_438,438_pacipaci,word,games_routines,produces,pacipaci,pat-a-cake,,
item_439,439_papa1,word,games_routines,produces,pápá,seeyou,,
item_440,440_pohadka,word,games_routines,produces,pohádka,fairytale,,
item_441,441_prosim,word,games_routines,produces,prosím,please,,
item_442,442_pst,word,games_routines,produces,pšt!,shh,,
item_443,443_ukaz,word,games_routines,produces,ukaž,show me,,
item_444,444_varilamysicka,word,games_routines,produces,vařila myšička,mouse-cooked-porridge [finger game],,
item_445,445_zetechytim,word,games_routines,produces,že tě cghytím,I'll catch you,,
item_446,446_bily,word,descriptive_words,produces,bílý,white,,
item_447,447_cerny,word,descriptive_words,produces,černý,black,,
item_448,448_cerveny,word,descriptive_words,produces,červený,red,,
item_449,449_cisty,word,descriptive_words,produces,čistý,clean,,
item_450,450_dlouhy,word,descriptive_words,produces,dlouhý,long,,
item_451,451_dobry,word,descriptive_words,produces,dobrý,good,,
item_452,452_hezky,word,descriptive_words,produces,hezký,pretty,,
item_453,453_horky,word,descriptive_words,produces,horký,hot,,
item_454,454_jiny,word,descriptive_words,produces,jiný,different,,
item_455,455_maly,word,descriptive_words,produces,malý,small,,
item_456,456_modry,word,descriptive_words,produces,modrý,blue,,
item_457,457_mokry,word,descriptive_words,produces,mokrý,wet,,
item_458,458_nemocny,word,descriptive_words,produces,nemocný,ill,,
item_459,459_novy,word,descriptive_words,produces,nový,new,,
item_460,460_pekny,word,descriptive_words,produces,pěkný,pretty,,
item_461,461_prazdny,word,descriptive_words,produces,prázdný,empty,,
item_462,462_prvni,word,descriptive_words,produces,první,first,,
item_463,463_rozbity,word,descriptive_words,produces,rozbitý,broken,,
item_464,464_rychly,word,descriptive_words,produces,rychlý,fast,,
item_465,465_smutny,word,descriptive_words,produces,smutný,sad,,
item_466,466_stary,word,descriptive_words,produces,starý,old,,
item_467,467_stejny,word,descriptive_words,produces,stejný,identical,,
item_468,468_studeny,word,descriptive_words,produces,studený,cold,,
item_469,469_suchy,word,descriptive_words,produces,suchý,dry,,
item_470,470_spinavy,word,descriptive_words,produces,špinavý,dirty,,
