Participant ID:,Sex:,Infant Birthdate:,Test Date:,Age (Months),Primary Caregiver:,Prim. Caregiver Education:,Secondary Caregiver: ,Sec. Caregiver Education: ,Income:,mom_ed,choo choo,meow,ouch,uh oh,bird,dog,duck,kitty,lion,mouse,car,stroller,ball,book,doll,bread,candy,cereal,cookie,juice,toast,hat,pants,shoe,sock,eye,head,leg,nose,tooth,chair,couch,kitchen,table,television,blanket,bottle,cup,dish,lamp,radio,spoon,flower,home,moon,outside,plant,rain,rock,water,babysitter,girl,grandma,mommy,bath,don't ,hi,night night,patty cake,please,wait,break,feed,finish,help,jump,kick,kiss,push,sing,smile,night,today,all gone,big,broken,dark,fast,hurt,pretty,soft,I,me,how,who,away,out,other,some,Total,Notes:
AE-163,M,2009-06-04,2010-10-18,16.47,Daycare,College Degree,"Mother, Father",Graduate Degree,"Above $150,000",,0,0,1,2,0,2,2,1,0,0,0,1,2,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,
AE-164,M,2009-07-06,2010-10-19,15.45,Mother,College Degree,Grandmother/father,Graduate Degree,"Above $150,000",College Degree,1,2,2,2,2,2,2,1,2,0,2,1,2,2,1,1,0,2,1,2,0,2,1,2,2,2,1,1,2,0,1,0,0,0,0,1,2,2,0,0,0,1,2,0,1,1,0,0,0,1,0,0,2,2,2,0,2,2,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,74,
AE-165,F,2009-04-24,2010-10-25,18.05,Mother,College Degree,N/A,N/A,"Less than $25,000",College Degree,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,0,2,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,0,1,2,2,2,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,103,
AE-166,F,2009-04-07,2010-10-26,18.64,Mother,College Degree,Father,Other: Trade school/some college,"$61,000-$80,000",College Degree,2,0,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,1,0,0,2,2,1,2,2,2,2,2,2,2,2,1,1,1,0,2,0,2,0,0,2,2,2,1,2,2,0,2,1,2,0,0,2,2,2,0,2,2,0,1,1,1,1,2,2,2,2,1,1,1,1,0,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,105,
AE-167,F,2009-07-20,2010-10-28,15.29,Mother,Gradute Degree,Father,Graduate Degree,"$101,000-$120,000",Graduate Degree,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,0,2,1,0,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,0,2,0,1,2,1,2,1,0,0,0,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,2,2,1,1,1,1,1,2,1,2,0,2,1,2,0,2,116,
AE-168,M,2009-03-28,2010-11-01,19.17,Mother,Graduate Degree,Father,Graduate Degree,"$25,000-$40,000",Graduate Degree,1,2,2,2,1,2,1,1,0,0,1,1,2,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
AE-169,M,2009-08-01,2010-11-02,15.06,Mother,Graduate Degree,Father,Graduate Degree,"$25,000-$40,000",Graduate Degree,2,1,0,1,1,1,0,1,1,1,1,1,2,1,0,1,0,2,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,46,
AE-170,M,2009-03-12,2010-11-02,19.73,Mother,Other: Post-grad,Father,Other: Post-doc,"$25,000-$40,000",Post-graduate,0,0,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,
AE-171,M,2009-03-25,2010-11-04,19.36,Mother,College Degree,Father,College Degree,"$41,000-$60,000",College Degree,2,1,1,2,2,2,2,2,2,1,2,1,2,2,0,2,0,0,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,2,0,1,1,2,2,2,2,2,0,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,119,
AE-172,M,2009-04-24,2010-11-08,18.51,Mother,College Degree,Father,Graduate Degree,"$121,000-$150,000",College Degree,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,1,0,2,1,0,1,2,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,2,2,0,1,0,0,0,0,107,
AE-173,F,2010-07-19,2011-11-08,15.68,Mother,Graduate Degree,Father,Other: Post doc,"$25,000-$40,000",Graduate Degree,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,0,0,1,1,0,2,1,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,2,1,0,2,1,1,0,1,2,2,1,1,2,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,85,
AE-174,M,2009-04-12,2010-11-15,19.13,"Mother, Grandmother/father","Graduate Degree, No high school",Father,Graduate Degree,"$121,000-$150,000",Graduate Degree,2,2,2,2,1,1,1,1,1,0,1,0,2,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,1,1,2,1,0,2,2,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,67,
AE-175,F,2009-04-02,2010-11-16,19.5,Mother,Graduate Degree,Father,HIgh school diploma,"$81,000-$100,000",Graduate Degree,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,0,2,1,2,2,2,1,1,2,2,0,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,0,2,1,1,2,2,1,2,1,1,1,1,2,1,1,135,
AE-176,F,2009-08-03,2010-11-18,15.52,Mother,College Degree,Grandmother/father,College Degree,"$61,000-$80,000",College Degree,1,1,2,2,2,2,1,2,0,0,1,1,2,1,2,1,0,1,0,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,2,1,0,2,2,1,2,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
AE-177,M,2009-03-31,2010-11-22,19.76,Mother,High school diploma,Father,High school diploma,"$25,000-$40,000",High School Diploma,2,1,1,2,1,1,2,1,0,0,1,0,2,2,0,0,0,0,2,0,0,0,1,2,1,1,1,0,1,1,1,1,0,1,1,2,2,2,0,0,0,0,2,1,1,1,1,1,1,2,0,0,1,2,1,1,1,0,0,2,1,0,1,1,2,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
AE-178,M,2009-08-12,2010-11-30,15.62,Mother,Graduate Degree,Father,College Degree,"$61,000-$80,000",Graduate Degree,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
AE-179,M,2009-05-10,2010-11-30,18.71,Mother,College Degree,Father,College Degree,"$81,000-$100,000",College Degree,2,2,2,2,1,2,2,1,1,1,2,0,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,0,2,1,0,0,1,2,2,2,1,0,2,2,2,0,0,1,2,2,1,2,1,0,2,0,0,2,0,1,1,1,1,1,1,1,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,96,
AE-180,F,2009-05-29,2010-12-02,18.15,"Mother, Father, Nanny",College Degree,Mother,Graduate Degree,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,0,0,0,0,2,0,1,0,1,1,0,1,1,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,1,2,1,2,2,2,0,0,2,0,1,2,1,2,0,1,1,1,1,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,1,1,0,79,
AE-181,M,2009-07-20,2010-12-06,16.57,Mother,College Degree,Father,Graduate Degree,"$121,000-$150,000",College Degree,2,1,2,2,1,2,2,2,1,0,2,1,2,2,1,1,1,1,2,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,1,2,2,1,0,2,1,1,2,1,1,2,0,1,1,1,0,1,0,2,1,1,1,0,2,0,1,0,0,0,1,1,1,1,0,102,
AE-182,F,2009-10-19,2011-02-28,16.34,Mother,Graduate Degree,Father,Graduate Degree,N/A,Graduate Degree,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
AE-183,F,2009-11-20,2011-03-14,15.75,Mother,Graduate,Father,Graduate,"Above $150,000",Graduate Degree,0,2,2,2,2,1,1,1,0,1,1,1,2,2,1,1,0,0,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,2,1,1,1,0,2,0,0,1,2,2,1,2,2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,71,
AE-184,F,2009-08-28,2011-03-16,18.58,Mother,Graduate Degree,Father,Graduate Degree,"$81,000-$100,000",Graduate Degree,1,2,1,2,2,1,1,2,1,0,1,1,2,1,1,2,0,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,2,2,1,2,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,89,
AE-185,F,2009-12-13,2011-03-28,15.45,Mother,Graduate Degree,Mother,College Degree,"$101,000-$120,000",Graduate Degree,0,0,0,0,1,2,1,2,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
AE-186,M,2009-12-17,2011-03-29,15.35,Mother,Graduate Degree,Father,College Degree,"$101,000-$120,000",Graduate Degree,0,1,0,1,1,2,1,2,0,0,1,1,1,2,0,0,0,0,1,1,0,2,1,2,2,1,0,1,2,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,84,
AE-187,M,2009-08-21,2011-03-29,19.23,Mother,College Degree,Father,Other: Some college,"$81,000-$100,000",College Degree,0,1,2,2,2,2,2,2,1,0,1,1,2,1,2,0,1,0,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,0,2,1,1,2,1,2,1,0,1,0,2,1,2,2,1,2,0,2,2,1,0,0,0,1,2,0,2,1,2,2,2,0,2,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,105,
AE-188,M,2009-11-20,2011-03-31,16.31,Mother,College Degree,Father,College Degree,"$61,000-$80,000",College Degree,0,1,2,2,2,2,2,2,0,0,2,1,2,2,0,0,0,1,2,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,2,2,1,1,2,1,1,2,1,0,1,2,1,1,1,1,1,0,1,1,0,2,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,91,
AE-189,F,2009-08-21,2011-03-31,19.3,Mother,High School Diploma,Father,High School Diploma,"Less than $25,000",High School Diploma,1,1,1,2,2,2,2,2,1,0,2,1,2,2,2,1,0,1,2,1,0,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,2,2,0,1,1,2,2,0,2,1,0,2,1,0,0,0,1,0,0,2,0,1,1,1,0,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,79,
AE-190,M,2009-12-17,2011-04-01,15.45,Daycare,Other: Don't know ,"Mother, Father","Graduate Degree, College Degree","$121,000-$150,000",,0,0,0,1,0,2,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
AE-191,F,2009-12-08,2011-04-08,15.98,Mother,College Degree,Grandmother/father,No high school,"$25,000-$40,000",College Degree,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
AE-192,F,2009-09-03,2011-04-11,19.23,Mother,College Degree,Father,Graduate Degree,"$121,000-$150,000",College Degree,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
AE-193,F,2009-09-03,2011-04-12,19.27,Nanny,Some high school,Mother,Graduate Degree,N/A,Graduate Degree,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,0,2,0,0,0,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,
AE-194,M,2009-09-04,2011-04-13,19.27,Mother,Graduate Degree,Father,Graduate Degree,"$121,000-$150,000",Graduate Degree,0,0,2,2,0,2,2,1,1,1,2,1,1,1,0,1,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,74,
AE-195,F,2009-10-01,2011-04-14,18.41,Mother,Graduate Degree,Father,College Degree,"$81,000-$100,000",Graduate Degree,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,0,1,1,2,1,2,2,2,2,2,1,1,2,2,1,0,1,1,1,1,2,2,0,0,0,1,1,1,1,1,1,0,0,2,0,0,1,2,2,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,82,
AE-196,M,2009-12-16,2011-04-15,15.95,Mother,High School Diploma,Father,High School Diploma,"$81,000-$100,000",High School Diploma,0,2,2,2,1,2,0,0,0,0,1,0,2,1,0,1,1,0,1,1,1,0,1,1,1,2,2,0,2,0,1,1,0,1,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,1,1,2,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55,
AE-197,F,2009-09-15,2011-04-18,19.07,Mother,Graduate Degree,Father,College Degree,"Above $150,000",Graduate Degree,1,0,1,2,0,1,1,2,0,0,2,1,2,2,0,1,0,0,0,2,1,0,0,2,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,47,
AE-198,F,2009-09-12,2011-04-19,19.2,Mother,College Degree,Father,Graduate Degree,"Above $150,000",College Degree,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,0,2,1,2,1,1,1,0,1,1,0,2,2,2,2,0,1,141,
AE-199,F,2009-08-25,2011-04-20,19.82,Mother,Graduate Degree,Grandmother/father,Graduate Degree,"$121,000-$150,000",Graduate Degree,2,2,0,2,1,2,2,1,1,2,2,1,2,1,1,1,0,2,2,2,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,0,2,0,2,1,1,0,1,1,2,2,2,0,1,2,2,2,0,2,1,0,0,1,0,0,0,2,1,1,1,0,1,1,1,0,2,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,98,
AE-200,M,2009-09-12,2011-04-20,19.23,Daycare,N/A,Mother/Father,College Degree,"$61,000-$80,000",,2,2,2,2,1,1,0,1,1,0,1,1,2,1,0,1,0,0,2,0,0,2,1,2,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,2,0,0,0,2,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,53,
AE-201,F,2009-12-12,2011-04-21,16.27,Father,Graduate Degree,Mother,Graduate Degree,"Aboce $150,000",Graduate Degree,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
AE-202,M,2009-12-30,2011-04-21,15.68,Mother,College Degree,Father,High School Diploma ,"$121,000-$150,000",College Degree,0,0,1,2,0,2,0,1,0,0,1,1,2,1,1,0,0,0,0,1,0,1,0,2,2,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41,
AE-203,F,2009-11-25,2011-04-25,16.96,Mother,Graduate Degree,Father,Graduate Degree,"$25,000-$40,000",Graduate Degree,2,0,0,2,2,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,2,2,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
AE-204,F,2009-12-17,2011-04-25,16.24,Nanny,College Degree,Mother,Graduate Degree,N/A,Graduate Degree,0,2,0,2,1,1,1,1,1,0,0,0,1,1,2,0,0,2,1,1,0,2,1,2,2,2,2,1,2,1,1,1,0,0,1,1,1,1,0,1,0,1,2,2,0,1,0,0,0,2,0,1,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,
AE-205,F,2009-09-01,2011-04-26,19.79,Mother,Graduate Degree,Father,Graduate Degree,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,0,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,1,0,1,1,2,1,1,0,2,0,0,0,0,0,0,144,
AE-206,M,2009-09-18,2011-04-27,19.27,Mother,College Degree,Father,Graduate Degree,"$41,000-$60,000",College Degree,2,2,0,2,2,1,1,1,1,1,2,1,2,1,0,2,0,1,2,1,2,1,1,1,1,2,0,0,2,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,2,1,0,0,0,1,0,0,2,2,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,
AE-207,M,2009-12-20,2011-04-27,16.21,Mother,Graduate Degree,Father,Graduate Degree,"Above $150,000",Graduate Degree,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
AE-208,F,2009-09-30,2011-04-28,18.9,Grandmother/father,Graduate Degree,Daycare,Other: ?,"Above $150,000",,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,0,2,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,0,1,0,1,1,1,1,2,1,1,1,2,0,1,2,2,1,0,2,2,0,1,1,1,1,2,1,2,2,2,1,1,1,1,0,2,2,1,0,0,0,0,1,0,0,0,0,2,2,0,0,96,
AE-209,F,2009-10-30,2011-05-03,18.08,Mother,Other: Some college ,"Nanny, Daycare",Other: Some college,"$101,000-$120,000",Some College,1,2,2,2,2,2,2,2,1,0,1,1,2,2,2,2,0,0,0,0,2,2,1,2,2,2,2,1,2,2,1,1,0,0,2,2,2,1,0,2,0,2,2,1,2,1,0,1,0,2,0,0,1,2,2,1,2,2,1,2,1,0,1,0,2,2,1,1,1,1,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,96,
AE-210,M,2009-10-01,2011-05-06,19.13,Mother,College Degree,Father,College Degree,"$121,000-$150,000",College Degree,0,0,2,0,0,2,0,1,1,1,2,1,2,2,0,1,1,1,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,2,0,0,0,1,0,0,2,0,0,2,1,0,0,2,0,2,0,2,1,1,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,70,
AE-211,F,2009-12-31,2011-05-12,16.34,Mother,High School Diploma,Father,High School Diploma,"$25,000-$40,000",High School Diploma,0,2,2,0,2,2,2,2,1,0,1,0,2,2,2,1,0,0,2,1,0,0,0,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,1,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,58,
AE-212,M,2010-02-05,2011-06-08,16.04,Mother,Graduate Degree,Nanny,High School Diploma,"$150,000 ",Graduate Degree,1,1,0,2,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,
AE-213,F,2010-02-08,2011-06-09,15.98,Father,College Degree,Mother,College Degree,"$81,000-$100,000",College Degree,0,1,1,0,1,1,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,
AE-214,M,2009-12-13,2011-06-16,18.08,Mother,College Degree,Father,College Degree,"$121,000-$150,000",College Degree,0,2,1,2,2,2,2,0,0,0,2,0,2,2,0,2,0,2,2,0,0,2,1,2,2,2,1,0,2,0,1,1,0,0,0,1,1,1,0,0,0,2,2,2,0,1,0,2,2,2,0,0,0,2,2,1,2,0,0,2,1,0,2,2,0,0,1,1,1,0,0,1,0,2,1,0,0,1,0,0,0,1,1,0,1,2,2,0,0,82,
AE-215,M,2009-10-18,2011-10-27,24.3,Mother,College Degree,Mother,College Degree,N/A,College Degree,2,1,2,2,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,1,1,1,1,1,1,1,0,0,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
AE-216,M,2010-06-18,2011-10-27,16.31,"Mother, Father",Graduate Degree,Grandmother/father,Graduate Degree,"Above $150,000",Graduate Degree,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
AE-217,F,2009-10-17,2011-10-31,24.46,Mother,College Degree,Father,Graduate Degree,"$121,000-$150,000",College Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,172,
