,name,age,category,ci.l,ci.h,productive
65,Louisiana State University,18,toys,2,2,5
66,Louisiana State University,18,vehicles,1.333333333,1.666666667,2.333333333
67,Louisiana State University,19,action_words,28.33333333,38.66666667,30.33333333
68,Louisiana State University,19,animals,9.666666667,10.8375,12.83333333
69,Louisiana State University,19,body_parts,6.666666667,7,10.33333333
70,Louisiana State University,19,clothing,5.833333333,6.5,7.166666667
71,Louisiana State University,19,connecting_words,1.166666667,1.666666667,1.166666667
72,Louisiana State University,19,descriptive,16.5,19.5,17.66666667
73,Louisiana State University,19,food_drink,16.66666667,20.83333333,19.33333333
74,Louisiana State University,19,games_routines,4.5,5,9.666666667
75,Louisiana State University,19,helping_verbs,3.166666667,4.333333333,3.166666667
76,Louisiana State University,19,household,14.16666667,18.18333333,15.5
77,Louisiana State University,19,locations,5,5.666666667,5
78,Louisiana State University,19,outside,8.666666667,10,8.833333333
79,Louisiana State University,19,people,6,8.333333333,10
80,Louisiana State University,19,places,5.333333333,6.333333333,5.666666667
81,Louisiana State University,19,pronouns,5.004166667,6.504166667,5.666666667
82,Louisiana State University,19,quantifiers,3.166666667,3.333333333,3.166666667
83,Louisiana State University,19,question_words,1.166666667,1.333333333,1.333333333
84,Louisiana State University,19,rooms_furn,8.166666667,10.66666667,9
85,Louisiana State University,19,sounds,2,2,7.833333333
86,Louisiana State University,19,time,2.504166667,2.8375,3
87,Louisiana State University,19,toys,5.5,5.333333333,6.5
88,Louisiana State University,19,vehicles,2.833333333,3.5,3.5
89,Louisiana State University,20,action_words,23,31.6,27.2
90,Louisiana State University,20,animals,5.8,5.405,11.6
91,Louisiana State University,20,body_parts,5,5.8,15.2
92,Louisiana State University,20,clothing,5.4,8.4,8.6
93,Louisiana State University,20,connecting_words,0.2,0.4,0.2
94,Louisiana State University,20,descriptive,14.4,24.2,16
95,Louisiana State University,20,food_drink,15.6,19.6,20.4
96,Louisiana State University,20,games_routines,3.8,4.405,13.2
97,Louisiana State University,20,helping_verbs,3,4.6,3.2
98,Louisiana State University,20,household,9.4,13.6,17
99,Louisiana State University,20,locations,2.8,3.4,3.6
100,Louisiana State University,20,outside,5,7.2,6.6
101,Louisiana State University,20,people,3.2,3.2,8.2
102,Louisiana State University,20,places,2.6,3.2,3
103,Louisiana State University,20,pronouns,5.4,9.205,6.8
104,Louisiana State University,20,quantifiers,1,1.2,1
105,Louisiana State University,20,question_words,0.4,0.4,0.4
106,Louisiana State University,20,rooms_furn,5.2,7.4,8
107,Louisiana State University,20,sounds,2.6,2.6,8.6
108,Louisiana State University,20,time,1.2,1.4,1.4
109,Louisiana State University,20,toys,2.4,2.4,7.2
110,Louisiana State University,20,vehicles,2,1.6,3.2
111,Louisiana State University,21,action_words,29.25,39.25,34.75
112,Louisiana State University,21,animals,13,13.25,17.75
113,Louisiana State University,21,body_parts,8.01875,10.75,10.25
114,Louisiana State University,21,clothing,6.5,8.75,8.25
115,Louisiana State University,21,connecting_words,0.5,1,0.5
116,Louisiana State University,21,descriptive,15.75,26.5,18.25
117,Louisiana State University,21,food_drink,18.5,25,24
118,Louisiana State University,21,games_routines,6,7.25,11
119,Louisiana State University,21,helping_verbs,3,5,3.5
120,Louisiana State University,21,household,12.5,17.25,16.25
121,Louisiana State University,21,locations,7,10.25,8.25
122,Louisiana State University,21,outside,7.25,10.75,9
123,Louisiana State University,21,people,5.25,8.25,9
124,Louisiana State University,21,places,4.75,6.25,5.25
125,Louisiana State University,21,pronouns,5.5,8.5,6.5
126,Louisiana State University,21,quantifiers,3,3,4.5
127,Louisiana State University,21,question_words,0.25,0.5,0.25
128,Louisiana State University,21,rooms_furn,6.5,6.275,9.25
129,Louisiana State University,21,sounds,3.75,3.75,7.75
130,Louisiana State University,21,time,2.5,4.25,2.5
131,Louisiana State University,21,toys,5.75,5.25,8.5
132,Louisiana State University,21,vehicles,4.25,3.5,6
133,Louisiana State University,22,action_words,25.5,25.5,36
134,Louisiana State University,22,animals,10.5,9.75,16.75
135,Louisiana State University,22,body_parts,10.25625,5.75,17.25
136,Louisiana State University,22,clothing,5,5,9
137,Louisiana State University,22,connecting_words,1,1.25,1.25
138,Louisiana State University,22,descriptive,8,11.25,10.5
139,Louisiana State University,22,food_drink,17.75,17.75,29.75
140,Louisiana State University,22,games_routines,3.75,3.75625,18.75
141,Louisiana State University,22,helping_verbs,2.5,5,3.5
142,Louisiana State University,22,household,9,9.25,23
143,Louisiana State University,22,locations,4.75,6,5.75
144,Louisiana State University,22,outside,6.25,6.25,10
145,Louisiana State University,22,people,3.25,4.75,12
146,Louisiana State University,22,places,3,3.5,6
147,Louisiana State University,22,pronouns,4.26875,7.75,5.75
148,Louisiana State University,22,quantifiers,2,3.25,3.25
149,Louisiana State University,22,question_words,1.75,2.75,2.25
150,Louisiana State University,22,rooms_furn,7.5,7.25,14.25
151,Louisiana State University,22,sounds,3,2,9.5
152,Louisiana State University,22,time,2.25,3.5,2.75
153,Louisiana State University,22,toys,4.75,4.25,8.25
154,Louisiana State University,22,vehicles,2.75,2.25,6.25
155,Louisiana State University,23,action_words,0,0,69
156,Louisiana State University,23,animals,0,0,17
157,Louisiana State University,23,body_parts,0,0,20
158,Louisiana State University,23,clothing,0,0,10
159,Louisiana State University,23,connecting_words,0,0,2
160,Louisiana State University,23,descriptive,0,0,19
161,Louisiana State University,23,food_drink,0,0,31
162,Louisiana State University,23,games_routines,0,0,21
163,Louisiana State University,23,helping_verbs,0,0,8
164,Louisiana State University,23,household,0,0,28
165,Louisiana State University,23,locations,0,0,8
166,Louisiana State University,23,outside,0,0,10
167,Louisiana State University,23,people,0,0,15
168,Louisiana State University,23,places,0,0,8
169,Louisiana State University,23,pronouns,0,0,6
170,Louisiana State University,23,quantifiers,0,0,5
171,Louisiana State University,23,question_words,0,0,3
172,Louisiana State University,23,rooms_furn,0,0,18
173,Louisiana State University,23,sounds,0,0,11
174,Louisiana State University,23,time,0,0,3
175,Louisiana State University,23,toys,0,0,7
176,Louisiana State University,23,vehicles,0,0,7
177,Louisiana State University,24,action_words,7.333333333,13.66666667,45.33333333
178,Louisiana State University,24,animals,12.33333333,13.66666667,21.33333333
179,Louisiana State University,24,body_parts,6.333333333,5.666666667,19.33333333
180,Louisiana State University,24,clothing,6.666666667,8.333333333,10.66666667
181,Louisiana State University,24,connecting_words,1,2,1
182,Louisiana State University,24,descriptive,8.333333333,7.666666667,18.33333333
183,Louisiana State University,24,food_drink,16.33333333,16.66666667,31.33333333
184,Louisiana State University,24,games_routines,3,2.375,16
185,Louisiana State University,24,helping_verbs,2.333333333,4.666666667,3.333333333
186,Louisiana State University,24,household,4.333333333,6.666666667,25.33333333
187,Louisiana State University,24,locations,3.333333333,4.666666667,6.333333333
188,Louisiana State University,24,outside,7.666666667,7.333333333,10.66666667
189,Louisiana State University,24,people,3.333333333,5.666666667,7.333333333
190,Louisiana State University,24,places,3.333333333,4.666666667,5.333333333
191,Louisiana State University,24,pronouns,5.666666667,8.333333333,7.666666667
192,Louisiana State University,24,quantifiers,2.666666667,2.333333333,3.666666667
193,Louisiana State University,24,question_words,1.333333333,2.666666667,1.333333333
194,Louisiana State University,24,rooms_furn,3.333333333,5.666666667,11.33333333
195,Louisiana State University,24,sounds,2.333333333,1.666666667,10.33333333
196,Louisiana State University,24,time,3.333333333,5.666666667,4.333333333
197,Louisiana State University,24,toys,3,5,11
198,Louisiana State University,24,vehicles,3.666666667,3.333333333,6.666666667
199,Louisiana State University,25,action_words,18.6,32.8,25.4
200,Louisiana State University,25,animals,5.605,5.6,8.6
201,Louisiana State University,25,body_parts,7,7.605,8.8
202,Louisiana State University,25,clothing,4.4,6.4,7.4
203,Louisiana State University,25,connecting_words,1.4,2.4,1.4
204,Louisiana State University,25,descriptive,8.8,15.6,9.4
205,Louisiana State University,25,food_drink,8.2,11.2,13.4
206,Louisiana State University,25,games_routines,4.8,8,7.8
207,Louisiana State University,25,helping_verbs,4.2,7.8,4.6
208,Louisiana State University,25,household,11,14,13.2
209,Louisiana State University,25,locations,4.8,6,5.6
210,Louisiana State University,25,outside,4,6.2,4.2
211,Louisiana State University,25,people,3.8,5.6,7.2
212,Louisiana State University,25,places,3.2,3.205,4.2
213,Louisiana State University,25,pronouns,4.6,7.4,5.8
214,Louisiana State University,25,quantifiers,2.8,5.2,3
215,Louisiana State University,25,question_words,1.6,1.8,1.8
216,Louisiana State University,25,rooms_furn,4.2,7,5.4
217,Louisiana State University,25,sounds,1.2,1.4,5.4
218,Louisiana State University,25,time,2,3.4,2.2
219,Louisiana State University,25,toys,2.6,2.6,5
220,Louisiana State University,25,vehicles,2,2.2,3.8
221,Louisiana State University,26,action_words,26.75,25.75,62.5
222,Louisiana State University,26,animals,14.75,14.75,28.25
223,Louisiana State University,26,body_parts,4.25,4,19.5
224,Louisiana State University,26,clothing,4,7,17.5
225,Louisiana State University,26,connecting_words,1.75,2.5,2.25
226,Louisiana State University,26,descriptive,19.5,23.25,26.25
227,Louisiana State University,26,food_drink,12,12,46
228,Louisiana State University,26,games_routines,4.275,4,19.5
229,Louisiana State University,26,helping_verbs,6.25,9,7.75
230,Louisiana State University,26,household,12.25,11.5,34.25
231,Louisiana State University,26,locations,5.75,9.75,12.25
232,Louisiana State University,26,outside,7,9.75,15.75
233,Louisiana State University,26,people,4.50625,7.25,15.5
234,Louisiana State University,26,places,6.5,7,10.5
235,Louisiana State University,26,pronouns,7.25,11,8.75
236,Louisiana State University,26,quantifiers,5,7.25,6.25
237,Louisiana State University,26,question_words,2.25,3,2.25
238,Louisiana State University,26,rooms_furn,5.75,6,20.25
239,Louisiana State University,26,sounds,1.75,2,9.5
240,Louisiana State University,26,time,2.5,4.25,5.5
241,Louisiana State University,26,toys,4,4,12
242,Louisiana State University,26,vehicles,3.5,3.5,8
243,Louisiana State University,27,action_words,19.66666667,21,48.66666667
244,Louisiana State University,27,animals,10.51666667,10.66666667,24.5
245,Louisiana State University,27,body_parts,7.3375,6.3375,17
246,Louisiana State University,27,clothing,3.333333333,3.5,11.5
247,Louisiana State University,27,connecting_words,1.333333333,1.833333333,1.833333333
248,Louisiana State University,27,descriptive,10.01666667,16.66666667,18
249,Louisiana State University,27,food_drink,14.66666667,14,34.33333333
250,Louisiana State University,27,games_routines,6.5,5.166666667,17.66666667
251,Louisiana State University,27,helping_verbs,4.666666667,6.166666667,6.5
252,Louisiana State University,27,household,15.50416667,12.5,30.16666667
253,Louisiana State University,27,locations,4.166666667,6,7.666666667
254,Louisiana State University,27,outside,7.833333333,8.333333333,13.66666667
255,Louisiana State University,27,people,3.333333333,5,16.83333333
256,Louisiana State University,27,places,5,5.333333333,11.5
257,Louisiana State University,27,pronouns,5,5,8.5
258,Louisiana State University,27,quantifiers,3.504166667,4.833333333,4.833333333
259,Louisiana State University,27,question_words,1.5,2.004166667,2.5
260,Louisiana State University,27,rooms_furn,8.333333333,7.333333333,17.16666667
261,Louisiana State University,27,sounds,2.345833333,2.333333333,9.166666667
262,Louisiana State University,27,time,2.333333333,2.833333333,4.166666667
263,Louisiana State University,27,toys,2,1.833333333,10.16666667
264,Louisiana State University,27,vehicles,2.333333333,2.333333333,9.166666667
265,Louisiana State University,28,action_words,28,26.44,58.8
266,Louisiana State University,28,animals,10.215,8.8,23.8
267,Louisiana State University,28,body_parts,4.4,3,20.2
268,Louisiana State University,28,clothing,5.405,5,15
269,Louisiana State University,28,connecting_words,1.6,1.8,1.8
270,Louisiana State University,28,descriptive,18.2,18.2,26.4
271,Louisiana State University,28,food_drink,17.8,15,46.4
272,Louisiana State University,28,games_routines,4.805,5,16.4
273,Louisiana State University,28,helping_verbs,4.6,5.4,6.6
274,Louisiana State University,28,household,14,11,36
275,Louisiana State University,28,locations,6.6,7.8,11.4
276,Louisiana State University,28,outside,4.805,6,13.4
277,Louisiana State University,28,people,7,7,16
278,Louisiana State University,28,places,2.8,2.8,8
279,Louisiana State University,28,pronouns,5.4,7.415,9.6
280,Louisiana State University,28,quantifiers,4,5.4,6.2
281,Louisiana State University,28,question_words,2,2.4,3
282,Louisiana State University,28,rooms_furn,8.2,8.2,20
283,Louisiana State University,28,sounds,3.805,2.6,8.4
284,Louisiana State University,28,time,3.6,4.4,4.4
285,Louisiana State University,28,toys,5,3.8,12.6
286,Louisiana State University,28,vehicles,2.01,1.8,9
287,Louisiana State University,29,action_words,34.5,34.5,53.5
288,Louisiana State University,29,animals,7.5,7.5,14.5
289,Louisiana State University,29,body_parts,7.5,7.5,16.5
290,Louisiana State University,29,clothing,2.5,2.5,15.5
291,Louisiana State University,29,connecting_words,2,2,3
292,Louisiana State University,29,descriptive,6,6,14
293,Louisiana State University,29,food_drink,10.5,10.5,21.5
294,Louisiana State University,29,games_routines,7.5,7.5,14.5
295,Louisiana State University,29,helping_verbs,0,0,8
296,Louisiana State University,29,household,10.5,10.5,18.5
297,Louisiana State University,29,locations,1.5,1.5,7.5
298,Louisiana State University,29,outside,5.5,5.5,10.5
299,Louisiana State University,29,people,5.5,5.5,9.5
300,Louisiana State University,29,places,2,2,6
301,Louisiana State University,29,pronouns,2.5,2.5,13.5
302,Louisiana State University,29,quantifiers,2.5,2.5,4.5
303,Louisiana State University,29,question_words,1.5,1.5,5.5
304,Louisiana State University,29,rooms_furn,4,4,14
305,Louisiana State University,29,sounds,2.5,2.5,6.5
306,Louisiana State University,29,time,2.5,2.5,3.5
307,Louisiana State University,29,toys,4,4,9
308,Louisiana State University,29,vehicles,1.5,1.5,7.5
309,Louisiana State University,30,action_words,19.25,19.25,63.25
310,Louisiana State University,30,animals,9.25,5.5,23
311,Louisiana State University,30,body_parts,0.25,0.5,24.25
312,Louisiana State University,30,clothing,3.5,3.5,17.5
313,Louisiana State University,30,connecting_words,1.5,2,2
314,Louisiana State University,30,descriptive,16.75,16.75,31.75
315,Louisiana State University,30,food_drink,13,11.5,49.5
316,Louisiana State University,30,games_routines,3.25,3.5,19.25
317,Louisiana State University,30,helping_verbs,5.7625,8.75,7.75
318,Louisiana State University,30,household,2.25,3.75,36.75
319,Louisiana State University,30,locations,6.5,8.75,11.5
320,Louisiana State University,30,outside,3.75,3.75,11.75
321,Louisiana State University,30,people,4.5,4.75,16.25
322,Louisiana State University,30,places,1.75,2,10.5
323,Louisiana State University,30,pronouns,6.25,7.75,10.25
324,Louisiana State University,30,quantifiers,3.75,5.75,5.5
325,Louisiana State University,30,question_words,2.75,2.5,3.75
326,Louisiana State University,30,rooms_furn,1.5,2,18
327,Louisiana State University,30,sounds,3.25,2.75,8.25
328,Louisiana State University,30,time,4,3.5,6
329,Louisiana State University,30,toys,4.75,3.25,11
330,Louisiana State University,30,vehicles,3,2.75,8.25
331,Original Norming data,16,action_words,1.612903226,2.371370968,3.85483871
332,Original Norming data,16,animals,1.564919355,1.726209677,6.725806452
333,Original Norming data,16,body_parts,1.210080645,1.322983871,4.209677419
334,Original Norming data,16,clothing,0.725806452,0.903225806,2.580645161
335,Original Norming data,16,connecting_words,0.016129032,0.032258065,0.016129032
336,Original Norming data,16,descriptive,0.952016129,1.225806452,3.209677419
337,Original Norming data,16,food_drink,1.951612903,2.129032258,7.161290323
338,Original Norming data,16,games_routines,1.129032258,1.162096774,6.403225806
339,Original Norming data,16,helping_verbs,0.14516129,0.193548387,0.225806452
340,Original Norming data,16,household,1.548790323,1.693548387,4.564516129
341,Original Norming data,16,locations,0.403225806,0.516129032,1.225806452
342,Original Norming data,16,outside,0.790322581,1.048790323,2.274193548
343,Original Norming data,16,people,0.629032258,0.629032258,4.693548387
344,Original Norming data,16,places,0.290322581,0.290322581,0.774193548
345,Original Norming data,16,pronouns,0.338709677,0.403225806,0.887096774
346,Original Norming data,16,quantifiers,0.193548387,0.225806452,0.483870968
347,Original Norming data,16,question_words,0.112903226,0.14516129,0.225806452
348,Original Norming data,16,rooms_furn,0.661290323,0.870967742,1.419354839
349,Original Norming data,16,sounds,0.725806452,0.774193548,5.887096774
350,Original Norming data,16,time,0.112903226,0.177419355,0.129032258
351,Original Norming data,16,toys,0.629435484,0.677419355,3.290322581
352,Original Norming data,16,vehicles,0.596774194,0.645564516,2.258064516
353,Original Norming data,17,action_words,2.446153846,3.018846154,6.323076923
354,Original Norming data,17,animals,1.893076923,2.123461538,8.815384615
355,Original Norming data,17,body_parts,1.384615385,1.569615385,6.307692308
356,Original Norming data,17,clothing,1.076923077,1.169615385,3.8
357,Original Norming data,17,connecting_words,0.030769231,0.046153846,0.030769231
358,Original Norming data,17,descriptive,1.278076923,1.630769231,4.415384615
359,Original Norming data,17,food_drink,2.601153846,2.739230769,10.12307692
360,Original Norming data,17,games_routines,0.985,1.169230769,8.123076923
361,Original Norming data,17,helping_verbs,0.153846154,0.153846154,0.307692308
362,Original Norming data,17,household,1.938461538,2.092692308,5.938461538
363,Original Norming data,17,locations,0.6,0.630769231,2.153846154
364,Original Norming data,17,outside,1.092307692,1.308076923,3.323076923
365,Original Norming data,17,people,0.677307692,0.723076923,5.923076923
366,Original Norming data,17,places,0.569230769,0.676923077,1.615384615
367,Original Norming data,17,pronouns,0.384615385,0.430769231,1.461538462
368,Original Norming data,17,quantifiers,0.215384615,0.246153846,0.569230769
369,Original Norming data,17,question_words,0.107692308,0.123461538,0.230769231
370,Original Norming data,17,rooms_furn,0.985,1.307692308,2.492307692
371,Original Norming data,17,sounds,0.707692308,0.676923077,6.415384615
372,Original Norming data,17,time,0.169615385,0.215384615,0.292307692
373,Original Norming data,17,toys,0.661538462,0.707692308,3.815384615
374,Original Norming data,17,vehicles,0.646153846,0.707692308,2.630769231
375,Original Norming data,18,action_words,3.5875,3.6134375,10
376,Original Norming data,18,animals,1.9378125,2.125625,10.95
377,Original Norming data,18,body_parts,1.6375,1.7125,7.6875
378,Original Norming data,18,clothing,1.2378125,1.5009375,5.7875
379,Original Norming data,18,connecting_words,0.05,0.0628125,0.05
380,Original Norming data,18,descriptive,1.700625,2.0509375,6.5125
381,Original Norming data,18,food_drink,3.400625,3.5625,13.7625
382,Original Norming data,18,games_routines,1.2503125,1.2375,8.125
383,Original Norming data,18,helping_verbs,0.425,0.55,0.9
384,Original Norming data,18,household,2.425,2.488125,9.275
385,Original Norming data,18,locations,0.7128125,0.925,3.1375
386,Original Norming data,18,outside,1.425,1.6128125,5.1125
387,Original Norming data,18,people,1.0128125,1.0253125,6.75
388,Original Norming data,18,places,0.7,0.8,2.225
389,Original Norming data,18,pronouns,0.5625,0.6003125,1.8625
390,Original Norming data,18,quantifiers,0.4,0.475,1.075
391,Original Norming data,18,question_words,0.2125,0.2503125,0.475
392,Original Norming data,18,rooms_furn,1.4128125,1.4628125,4.1875
393,Original Norming data,18,sounds,0.7128125,0.7003125,6.95
394,Original Norming data,18,time,0.35,0.4375,0.6375
395,Original Norming data,18,toys,0.7875,0.9628125,5.0625
396,Original Norming data,18,vehicles,0.6625,0.738125,3.6375
397,Original Norming data,19,action_words,5.425,5.522260274,19.78082192
398,Original Norming data,19,animals,2.767465753,3.027739726,16.2739726
399,Original Norming data,19,body_parts,1.876712329,1.945547945,12.47945205
400,Original Norming data,19,clothing,1.589041096,1.493493151,8.753424658
401,Original Norming data,19,connecting_words,0.095890411,0.095890411,0.164383562
402,Original Norming data,19,descriptive,2.687328767,2.768150685,11.57534247
403,Original Norming data,19,food_drink,3.57739726,3.700684932,21.49315068
404,Original Norming data,19,games_routines,1.411643836,1.43869863,10.61643836
405,Original Norming data,19,helping_verbs,0.479794521,0.547945205,1.397260274
406,Original Norming data,19,household,3.04109589,3.246575342,15.26027397
407,Original Norming data,19,locations,0.876712329,0.97260274,4.095890411
408,Original Norming data,19,outside,1.685273973,1.780821918,7.876712329
409,Original Norming data,19,people,1.178082192,1.123287671,8.452054795
410,Original Norming data,19,places,0.781164384,0.794520548,3.520547945
411,Original Norming data,19,pronouns,0.616438356,0.698630137,2.794520548
412,Original Norming data,19,quantifiers,0.383561644,0.479452055,1.493150685
413,Original Norming data,19,question_words,0.232876712,0.287671233,0.753424658
414,Original Norming data,19,rooms_furn,1.835958904,1.904452055,7.465753425
415,Original Norming data,19,sounds,0.753424658,0.684931507,7.301369863
416,Original Norming data,19,time,0.39760274,0.452054795,1
417,Original Norming data,19,toys,1,1.068835616,6.95890411
418,Original Norming data,19,vehicles,0.822260274,0.726027397,5.164383562
419,Original Norming data,20,action_words,4.397849462,4.204301075,20.97849462
420,Original Norming data,20,animals,2.419623656,2.259139785,17.40860215
421,Original Norming data,20,body_parts,1.537903226,1.655913978,12.66666667
422,Original Norming data,20,clothing,1.462634409,1.483870968,9.344086022
423,Original Norming data,20,connecting_words,0.11827957,0.172043011,0.204301075
424,Original Norming data,20,descriptive,2.344623656,2.549193548,13.68817204
425,Original Norming data,20,food_drink,3.623655914,3.61344086,23.70967742
426,Original Norming data,20,games_routines,1.225806452,1.27983871,11.75268817
427,Original Norming data,20,helping_verbs,0.548387097,0.634677419,1.548387097
428,Original Norming data,20,household,2.516129032,2.860483871,16.49462366
429,Original Norming data,20,locations,0.796505376,0.913978495,4.569892473
430,Original Norming data,20,outside,1.548924731,1.516666667,9.204301075
431,Original Norming data,20,people,1.032258065,1.04327957,9.698924731
432,Original Norming data,20,places,0.817204301,0.839516129,4.634408602
433,Original Norming data,20,pronouns,0.623655914,0.591666667,3.193548387
434,Original Norming data,20,quantifiers,0.45188172,0.47311828,1.76344086
435,Original Norming data,20,question_words,0.215053763,0.236827957,0.698924731
436,Original Norming data,20,rooms_furn,1.656182796,1.645430108,8.064516129
437,Original Norming data,20,sounds,0.612903226,0.623924731,7.76344086
438,Original Norming data,20,time,0.365591398,0.408870968,1.086021505
439,Original Norming data,20,toys,0.860483871,0.913978495,7.129032258
440,Original Norming data,20,vehicles,0.785483871,0.806451613,5.956989247
441,Original Norming data,21,action_words,6.200357143,6.800714286,28.85714286
442,Original Norming data,21,animals,3.115714286,2.843928571,19.52857143
443,Original Norming data,21,body_parts,1.985714286,1.872142857,14.82857143
444,Original Norming data,21,clothing,1.714285714,1.685714286,10.97142857
445,Original Norming data,21,connecting_words,0.157142857,0.171428571,0.314285714
446,Original Norming data,21,descriptive,3.385714286,3.387857143,17.07142857
447,Original Norming data,21,food_drink,4.431071429,4.685714286,28.57142857
448,Original Norming data,21,games_routines,1.529285714,1.529642857,14.2
449,Original Norming data,21,helping_verbs,0.7,0.742857143,2.142857143
450,Original Norming data,21,household,3.771785714,3.715714286,20.64285714
451,Original Norming data,21,locations,0.971785714,1.1,5.357142857
452,Original Norming data,21,outside,1.857142857,1.914642857,11.18571429
453,Original Norming data,21,people,1.342857143,1.328571429,10.35714286
454,Original Norming data,21,places,1.043571429,1.185714286,5.314285714
455,Original Norming data,21,pronouns,0.771785714,0.985714286,3.771428571
456,Original Norming data,21,quantifiers,0.585714286,0.657142857,2.142857143
457,Original Norming data,21,question_words,0.214285714,0.214285714,0.785714286
458,Original Norming data,21,rooms_furn,2.157142857,2.157142857,10.58571429
459,Original Norming data,21,sounds,0.643214286,0.628571429,8.257142857
460,Original Norming data,21,time,0.442857143,0.528928571,1.5
461,Original Norming data,21,toys,1.114285714,1.1,8.371428571
462,Original Norming data,21,vehicles,0.943214286,0.914285714,6.685714286
463,Original Norming data,22,action_words,6.722222222,6.834027778,35.08333333
464,Original Norming data,22,animals,2.903125,2.709722222,20.93055556
465,Original Norming data,22,body_parts,2.013888889,1.930902778,15.80555556
466,Original Norming data,22,clothing,1.819791667,1.833333333,12.13888889
467,Original Norming data,22,connecting_words,0.180555556,0.180555556,0.416666667
468,Original Norming data,22,descriptive,3.694791667,3.402777778,20.77777778
469,Original Norming data,22,food_drink,4.75,4.680902778,32.875
470,Original Norming data,22,games_routines,1.652777778,1.625694444,14.02777778
471,Original Norming data,22,helping_verbs,0.861111111,1.138888889,3.319444444
472,Original Norming data,22,household,3.389583333,3.613194444,23.06944444
473,Original Norming data,22,locations,1.194791667,1.361111111,8.055555556
474,Original Norming data,22,outside,2.167361111,2.180902778,12.91666667
475,Original Norming data,22,people,1.55625,1.55625,11.45833333
476,Original Norming data,22,places,1.264236111,1.361111111,6.666666667
477,Original Norming data,22,pronouns,1.084027778,1.263888889,5.694444444
