,name,age,category,ci.l,ci.h,productive
921,San Diego State University,27,sounds,1.882352941,1.764705882,6.294117647
922,San Diego State University,27,time,1.352941176,1.352941176,2.470588235
923,San Diego State University,27,toys,2.589705882,2.472058824,9.882352941
924,San Diego State University,27,vehicles,1.882352941,1.882352941,7.470588235
925,San Diego State University,28,action_words,13.71176471,13.29705882,54.17647059
926,San Diego State University,28,animals,5.119117647,5.117647059,25.23529412
927,San Diego State University,28,body_parts,3.236764706,3.060294118,17.76470588
928,San Diego State University,28,clothing,3.117647059,3.058823529,14.05882353
929,San Diego State University,28,connecting_words,0.941176471,1,1.647058824
930,San Diego State University,28,descriptive,7.533823529,8.475,26.35294118
931,San Diego State University,28,food_drink,6.001470588,6.411764706,46.29411765
932,San Diego State University,28,games_routines,2.176470588,2.119117647,15.94117647
933,San Diego State University,28,helping_verbs,2.823529412,3.411764706,5.882352941
934,San Diego State University,28,household,5.823529412,5.823529412,29
935,San Diego State University,28,locations,3.001470588,3.294117647,8.705882353
936,San Diego State University,28,outside,2.648529412,3.413235294,13.64705882
937,San Diego State University,28,people,3,3.295588235,13.70588235
938,San Diego State University,28,places,2.176470588,2.352941176,10.11764706
939,San Diego State University,28,pronouns,3.413235294,3.647058824,7.941176471
940,San Diego State University,28,quantifiers,2.176470588,2.354411765,4.764705882
941,San Diego State University,28,question_words,1,1.117647059,2.529411765
942,San Diego State University,28,rooms_furn,3.823529412,3.767647059,16
943,San Diego State University,28,sounds,1.530882353,1.589705882,6.823529412
944,San Diego State University,28,time,1.411764706,1.707352941,4.235294118
945,San Diego State University,28,toys,2.176470588,1.942647059,11.35294118
946,San Diego State University,28,vehicles,1.647058824,1.413235294,8.823529412
947,San Diego State University,29,action_words,17.51111111,17.16805556,56
948,San Diego State University,29,animals,5.056944444,5.388888889,20.44444444
949,San Diego State University,29,body_parts,3.611111111,3.388888889,17.55555556
950,San Diego State University,29,clothing,3.169444444,2.945833333,14.83333333
951,San Diego State University,29,connecting_words,0.888888889,1,1.666666667
952,San Diego State University,29,descriptive,8.668055556,8.445833333,29.94444444
953,San Diego State University,29,food_drink,9.451388889,8.222222222,42.22222222
954,San Diego State University,29,games_routines,3.055555556,2.944444444,16.38888889
955,San Diego State University,29,helping_verbs,2.833333333,3.277777778,7.111111111
956,San Diego State University,29,household,6.222222222,6.281944444,32.22222222
957,San Diego State University,29,locations,3.501388889,3.888888889,11.55555556
958,San Diego State University,29,outside,4.111111111,3.888888889,14.05555556
959,San Diego State University,29,people,3.222222222,3.111111111,14.44444444
960,San Diego State University,29,places,2.723611111,2.448611111,10.16666667
961,San Diego State University,29,pronouns,3.390277778,3.668055556,10.38888889
962,San Diego State University,29,quantifiers,1.890277778,2.055555556,6.055555556
963,San Diego State University,29,question_words,1.1125,1.222222222,2.777777778
964,San Diego State University,29,rooms_furn,4.502777778,4.281944444,18.27777778
965,San Diego State University,29,sounds,1.5,1.5,6.222222222
966,San Diego State University,29,time,1.834722222,2.277777778,3.888888889
967,San Diego State University,29,toys,2.334722222,2.333333333,10.33333333
968,San Diego State University,29,vehicles,1.834722222,1.556944444,8.166666667
969,San Diego State University,30,action_words,26.378125,22.628125,67
970,San Diego State University,30,animals,6.753125,5.134375,34.5
971,San Diego State University,30,body_parts,5.125,4,21.625
972,San Diego State University,30,clothing,5.25,4.378125,18.625
973,San Diego State University,30,connecting_words,1.5,1.5,3
974,San Diego State University,30,descriptive,14.378125,13.50625,37.125
975,San Diego State University,30,food_drink,12.128125,7.875,57.125
976,San Diego State University,30,games_routines,4.125,3.625,19.625
977,San Diego State University,30,helping_verbs,5.25,5,10.5
978,San Diego State University,30,household,10.503125,7.25,39.375
979,San Diego State University,30,locations,6.75,6.125,14
980,San Diego State University,30,outside,6.878125,5.375,20.375
981,San Diego State University,30,people,5.25,4.253125,20.375
982,San Diego State University,30,places,4.128125,3.253125,14.875
983,San Diego State University,30,pronouns,5.625,6.128125,9.75
984,San Diego State University,30,quantifiers,4.25,4.125,8.25
985,San Diego State University,30,question_words,1.753125,1.75,3.25
986,San Diego State University,30,rooms_furn,6.25,4.628125,24.25
987,San Diego State University,30,sounds,0.75,0.875,9.75
988,San Diego State University,30,time,3.25,3.5,6
989,San Diego State University,30,toys,3.003125,2.25,14.75
990,San Diego State University,30,vehicles,1.128125,1.125,11.75
991,UT Dallas,17,action_words,10.25,10.25,24.75
992,UT Dallas,17,animals,4.5,4.5,19.5
993,UT Dallas,17,body_parts,3.5,4,12.75
994,UT Dallas,17,clothing,3.5,4,9.5
995,UT Dallas,17,connecting_words,0,0,0
996,UT Dallas,17,descriptive,7.5,10.25,17.25
997,UT Dallas,17,food_drink,12.25,12.25,23.75
998,UT Dallas,17,games_routines,4,4.25,13.25
999,UT Dallas,17,helping_verbs,1.5,2.5,1.5
1000,UT Dallas,17,household,4,3.75,17.25
1001,UT Dallas,17,locations,0.75,0.75,7
1002,UT Dallas,17,outside,3.25,2.75,8.25
1003,UT Dallas,17,people,1,1.25,9
1004,UT Dallas,17,places,1.75,1.75,5.25
1005,UT Dallas,17,pronouns,1.5,1.5,5.5
1006,UT Dallas,17,quantifiers,1,1,2.5
1007,UT Dallas,17,question_words,0.25,0.5,1.25
1008,UT Dallas,17,rooms_furn,2.75,4,8.25
1009,UT Dallas,17,sounds,0.5,0.5,9.5
1010,UT Dallas,17,time,1.5,1.5,2
1011,UT Dallas,17,toys,2.0125,2,8
1012,UT Dallas,17,vehicles,0.75,0.75,4.25
1013,UT Dallas,18,action_words,2.992213115,3.541803279,13.93442623
1014,UT Dallas,18,animals,1.778688525,1.844877049,13.73770492
1015,UT Dallas,18,body_parts,1.32807377,1.304713115,9.950819672
1016,UT Dallas,18,clothing,0.926434426,0.983811475,6.540983607
1017,UT Dallas,18,connecting_words,0.057377049,0.073770492,0.081967213
1018,UT Dallas,18,descriptive,1.697131148,1.869057377,8.336065574
1019,UT Dallas,18,food_drink,2.541598361,2.598565574,17.55737705
1020,UT Dallas,18,games_routines,0.967418033,1.032991803,10.35245902
1021,UT Dallas,18,helping_verbs,0.246106557,0.286885246,0.737704918
1022,UT Dallas,18,household,1.886065574,2.172336066,11.83606557
1023,UT Dallas,18,locations,0.56557377,0.598360656,3.262295082
1024,UT Dallas,18,outside,1.13954918,1.303688525,6.344262295
1025,UT Dallas,18,people,0.787090164,0.770696721,7.696721311
1026,UT Dallas,18,places,0.590163934,0.623565574,3.008196721
1027,UT Dallas,18,pronouns,0.37704918,0.43442623,2.180327869
1028,UT Dallas,18,quantifiers,0.295081967,0.344467213,1.221311475
1029,UT Dallas,18,question_words,0.139344262,0.131352459,0.401639344
1030,UT Dallas,18,rooms_furn,1.270491803,1.319672131,5.713114754
1031,UT Dallas,18,sounds,0.532991803,0.5,8.647540984
1032,UT Dallas,18,time,0.213114754,0.237704918,0.549180328
1033,UT Dallas,18,toys,0.69692623,0.688729508,6.204918033
1034,UT Dallas,18,vehicles,0.672131148,0.680532787,4.418032787
1035,UT Dallas,19,action_words,3.842977528,4.764325843,19.34831461
1036,UT Dallas,19,animals,2.157865169,2.225561798,17
1037,UT Dallas,19,body_parts,1.640730337,1.584550562,12.64044944
1038,UT Dallas,19,clothing,1.179775281,1.247191011,8.056179775
1039,UT Dallas,19,connecting_words,0.078651685,0.112359551,0.101123596
1040,UT Dallas,19,descriptive,2.292696629,2.574719101,11.91011236
1041,UT Dallas,19,food_drink,3.226404494,3.528089888,22.70786517
1042,UT Dallas,19,games_routines,1.269662921,1.359831461,11.93258427
1043,UT Dallas,19,helping_verbs,0.393539326,0.438202247,1.426966292
1044,UT Dallas,19,household,2.831460674,2.958146067,16.2247191
1045,UT Dallas,19,locations,0.809269663,0.865168539,4.224719101
1046,UT Dallas,19,outside,1.404775281,1.539325843,9.157303371
1047,UT Dallas,19,people,0.876404494,0.887921348,8.08988764
1048,UT Dallas,19,places,0.764044944,0.809269663,4.280898876
1049,UT Dallas,19,pronouns,0.505898876,0.584269663,3.235955056
1050,UT Dallas,19,quantifiers,0.359550562,0.404494382,1.471910112
1051,UT Dallas,19,question_words,0.213483146,0.202247191,0.651685393
1052,UT Dallas,19,rooms_furn,1.943820225,2.091853933,8.494382022
1053,UT Dallas,19,sounds,0.629494382,0.539325843,8.91011236
1054,UT Dallas,19,time,0.314606742,0.303370787,0.93258427
1055,UT Dallas,19,toys,0.808988764,0.97752809,7.359550562
1056,UT Dallas,19,vehicles,0.764606742,0.764044944,5.370786517
1057,UT Dallas,20,action_words,8.867241379,8.867241379,20.86206897
1058,UT Dallas,20,animals,4.000862069,4.380172414,16.72413793
1059,UT Dallas,20,body_parts,2.862931034,3.311206897,11.55172414
1060,UT Dallas,20,clothing,2.276724138,2.724137931,7.793103448
1061,UT Dallas,20,connecting_words,0.172413793,0.24137931,0.172413793
1062,UT Dallas,20,descriptive,4.862931034,5.552586207,12.79310345
1063,UT Dallas,20,food_drink,6.069827586,7.002586207,21.96551724
1064,UT Dallas,20,games_routines,2.379310345,2.379310345,11.68965517
1065,UT Dallas,20,helping_verbs,0.862068966,1.068965517,1.75862069
1066,UT Dallas,20,household,4.862068966,5.586206897,15.51724138
1067,UT Dallas,20,locations,1.655172414,1.896551724,4.344827586
1068,UT Dallas,20,outside,2.655172414,3.104310345,7.689655172
1069,UT Dallas,20,people,1.793965517,2.380172414,8.586206897
1070,UT Dallas,20,places,1.482758621,1.586206897,4.24137931
1071,UT Dallas,20,pronouns,1.035344828,1.24137931,2.724137931
1072,UT Dallas,20,quantifiers,0.827586207,1.172413793,1.75862069
1073,UT Dallas,20,question_words,0.482758621,0.586206897,0.931034483
1074,UT Dallas,20,rooms_furn,3.034482759,2.796551724,8.275862069
1075,UT Dallas,20,sounds,1.035344828,0.897413793,8.75862069
1076,UT Dallas,20,time,0.793103448,0.931034483,1.413793103
1077,UT Dallas,20,toys,1.380172414,1.414655172,7.103448276
1078,UT Dallas,20,vehicles,1.310344828,1.448275862,5.689655172
1079,UT Dallas,21,action_words,6.820454545,8.090909091,15.81818182
1080,UT Dallas,21,animals,4.365909091,5.275,14.90909091
1081,UT Dallas,21,body_parts,3.727272727,4.090909091,12
1082,UT Dallas,21,clothing,2.363636364,2.911363636,8
1083,UT Dallas,21,connecting_words,0.090909091,0.181818182,0.090909091
1084,UT Dallas,21,descriptive,3.184090909,3.727272727,9.454545455
1085,UT Dallas,21,food_drink,7.454545455,7.547727273,20.09090909
1086,UT Dallas,21,games_routines,2.093181818,1.727272727,11.81818182
1087,UT Dallas,21,helping_verbs,0.818181818,1.363636364,1.090909091
1088,UT Dallas,21,household,4.820454545,6.002272727,13
1089,UT Dallas,21,locations,1.363636364,1.363636364,3.545454545
1090,UT Dallas,21,outside,2.090909091,2.727272727,6
1091,UT Dallas,21,people,1.272727273,1.454545455,7.909090909
1092,UT Dallas,21,places,1.545454545,1.818181818,3.181818182
1093,UT Dallas,21,pronouns,1.181818182,1.272727273,3.545454545
1094,UT Dallas,21,quantifiers,0.545454545,0.545454545,1.454545455
1095,UT Dallas,21,question_words,0.363636364,0.363636364,0.545454545
1096,UT Dallas,21,rooms_furn,2.636363636,3.090909091,5.636363636
1097,UT Dallas,21,sounds,1.272727273,1.184090909,8.636363636
1098,UT Dallas,21,time,0.363636364,0.363636364,0.727272727
1099,UT Dallas,21,toys,1.363636364,1.545454545,6.909090909
1100,UT Dallas,21,vehicles,1.454545455,1.454545455,5.272727273
1101,UT Dallas,22,action_words,15.25,16.42291667,42.66666667
1102,UT Dallas,22,animals,6.502083333,5.5,26.91666667
1103,UT Dallas,22,body_parts,4.166666667,3.416666667,18.25
1104,UT Dallas,22,clothing,3.41875,3.41875,14.66666667
1105,UT Dallas,22,connecting_words,0.25,0.25,0.333333333
1106,UT Dallas,22,descriptive,8.920833333,8.833333333,26.83333333
1107,UT Dallas,22,food_drink,9.416666667,9.085416667,37.08333333
1108,UT Dallas,22,games_routines,3.583333333,3.41875,16.58333333
1109,UT Dallas,22,helping_verbs,2.25,2.333333333,4.166666667
1110,UT Dallas,22,household,7.335416667,6.835416667,26.08333333
1111,UT Dallas,22,locations,3.166666667,3.5,7.75
1112,UT Dallas,22,outside,4.5,4.585416667,15.5
1113,UT Dallas,22,people,3.166666667,3.416666667,13.25
1114,UT Dallas,22,places,2.252083333,2.585416667,7.75
1115,UT Dallas,22,pronouns,2.5,2.833333333,6.416666667
1116,UT Dallas,22,quantifiers,1.666666667,1.75,3.25
1117,UT Dallas,22,question_words,0.916666667,0.916666667,1.916666667
1118,UT Dallas,22,rooms_furn,5.335416667,5,15.41666667
1119,UT Dallas,22,sounds,1.416666667,1.083333333,10.33333333
1120,UT Dallas,22,time,1.75,2,2.583333333
1121,UT Dallas,22,toys,2.41875,2.083333333,11.25
1122,UT Dallas,22,vehicles,2.25,1.916666667,10.08333333
1123,UT Dallas,23,action_words,19.16875,19.5875,44.66666667
1124,UT Dallas,23,animals,7.085416667,7,25.33333333
1125,UT Dallas,23,body_parts,5.002083333,4.583333333,17.5
1126,UT Dallas,23,clothing,5,4.5,13.83333333
1127,UT Dallas,23,connecting_words,1,1.16875,1.166666667
1128,UT Dallas,23,descriptive,10.58333333,10.5,27.83333333
1129,UT Dallas,23,food_drink,11.16875,9.75625,36.66666667
1130,UT Dallas,23,games_routines,3.833333333,3.66875,17.08333333
1131,UT Dallas,23,helping_verbs,3.25,3.91875,5.25
1132,UT Dallas,23,household,10.33333333,9.833333333,26
1133,UT Dallas,23,locations,3.583333333,4.333333333,9.416666667
1134,UT Dallas,23,outside,5.752083333,5.833333333,16.75
1135,UT Dallas,23,people,3.752083333,4.085416667,14.75
1136,UT Dallas,23,places,4.004166667,4.25,9.083333333
1137,UT Dallas,23,pronouns,3,3.5,6.583333333
1138,UT Dallas,23,quantifiers,1.833333333,2.333333333,4.333333333
1139,UT Dallas,23,question_words,1.25,1.333333333,2.25
1140,UT Dallas,23,rooms_furn,6.335416667,6.583333333,16.16666667
1141,UT Dallas,23,sounds,0.75,0.666666667,10.5
1142,UT Dallas,23,time,2.333333333,2.41875,4
1143,UT Dallas,23,toys,3,2.666666667,12.08333333
1144,UT Dallas,23,vehicles,2.166666667,2.083333333,8.333333333
1145,UT Dallas,24,action_words,4.690240642,4.588636364,53.40641711
1146,UT Dallas,24,animals,1.652406417,1.796925134,27.64171123
1147,UT Dallas,24,body_parts,1.107085561,1.15,19.09625668
1148,UT Dallas,24,clothing,1.091176471,1.080347594,15.29946524
1149,UT Dallas,24,connecting_words,0.14986631,0.160561497,0.679144385
1150,UT Dallas,24,descriptive,2.609759358,2.620588235,31.19251337
1151,UT Dallas,24,food_drink,2.968582888,2.873529412,41.0802139
1152,UT Dallas,24,games_routines,0.909224599,0.994919786,18.29411765
1153,UT Dallas,24,helping_verbs,0.673796791,0.71684492,5.28342246
1154,UT Dallas,24,household,2.236631016,2.294251337,29.80748663
1155,UT Dallas,24,locations,0.936096257,0.968048128,10.03208556
1156,UT Dallas,24,outside,1.368983957,1.380347594,17.4171123
1157,UT Dallas,24,people,0.962700535,0.94144385,14.39037433
1158,UT Dallas,24,places,0.85040107,0.770320856,9.443850267
1159,UT Dallas,24,pronouns,0.829278075,0.834358289,7.935828877
1160,UT Dallas,24,quantifiers,0.625802139,0.631283422,4.935828877
1161,UT Dallas,24,question_words,0.245989305,0.267647059,2.219251337
1162,UT Dallas,24,rooms_furn,1.465240642,1.454545455,17.05882353
1163,UT Dallas,24,sounds,0.369117647,0.310160428,10.35828877
1164,UT Dallas,24,time,0.449197861,0.502673797,3.427807487
1165,UT Dallas,24,toys,0.743315508,0.744117647,11.9197861
1166,UT Dallas,24,vehicles,0.599064171,0.524197861,9.090909091
1167,UT Dallas,25,action_words,6.147191011,6.045505618,62.82022472
1168,UT Dallas,25,animals,2.146067416,2.112640449,30.60674157
1169,UT Dallas,25,body_parts,1.439325843,1.224719101,20.8988764
1170,UT Dallas,25,clothing,1.505898876,1.483426966,16.34831461
1171,UT Dallas,25,connecting_words,0.269662921,0.292134831,0.797752809
1172,UT Dallas,25,descriptive,3.431460674,3.720224719,34.92134831
1173,UT Dallas,25,food_drink,3.325842697,3.337359551,45.07865169
1174,UT Dallas,25,games_routines,1.067696629,1.123595506,19.52808989
1175,UT Dallas,25,helping_verbs,1.13511236,1.123876404,5.91011236
1176,UT Dallas,25,household,2.607022472,2.630617978,32.46067416
1177,UT Dallas,25,locations,1.460955056,1.494382022,11.40449438
1178,UT Dallas,25,outside,1.730617978,1.708426966,19.56179775
1179,UT Dallas,25,people,1.372191011,1.393539326,15.52808989
1180,UT Dallas,25,places,1.191011236,1.123876404,10.65168539
1181,UT Dallas,25,pronouns,1.348314607,1.472191011,8.95505618
1182,UT Dallas,25,quantifiers,0.989325843,1.022752809,5.471910112
1183,UT Dallas,25,question_words,0.415730337,0.449719101,2.348314607
1184,UT Dallas,25,rooms_furn,1.977808989,1.888202247,18.47191011
1185,UT Dallas,25,sounds,0.348314607,0.325842697,10.88764045
1186,UT Dallas,25,time,0.674438202,0.764325843,3.887640449
1187,UT Dallas,25,toys,0.933146067,0.808988764,12.8988764
1188,UT Dallas,25,vehicles,0.752808989,0.719101124,9.820224719
1189,UT Dallas,26,action_words,13.04565217,11.87065217,55.65217391
1190,UT Dallas,26,animals,5.044565217,4.826086957,29
1191,UT Dallas,26,body_parts,2.522826087,2.304347826,20.69565217
1192,UT Dallas,26,clothing,3.175,2.913043478,16.13043478
1193,UT Dallas,26,connecting_words,0.565217391,0.695652174,1.130434783
1194,UT Dallas,26,descriptive,6.957608696,7.652173913,33.60869565
1195,UT Dallas,26,food_drink,7.004347826,6.826086957,46.13043478
1196,UT Dallas,26,games_routines,2.347826087,2.130434783,18.69565217
1197,UT Dallas,26,helping_verbs,2.565217391,2.826086957,7.043478261
1198,UT Dallas,26,household,5.52173913,5.609782609,33.08695652
1199,UT Dallas,26,locations,3.086956522,2.957608696,11.43478261
1200,UT Dallas,26,outside,3.869565217,3.69673913,19.34782609
1201,UT Dallas,26,people,2.957608696,3.173913043,15.69565217
1202,UT Dallas,26,places,2.305434783,2.304347826,10.7826087
1203,UT Dallas,26,pronouns,3.173913043,3.609782609,9.347826087
1204,UT Dallas,26,quantifiers,2,2.043478261,6.47826087
1205,UT Dallas,26,question_words,0.956521739,1.043478261,2.739130435
1206,UT Dallas,26,rooms_furn,4.001086957,3.782608696,18.69565217
1207,UT Dallas,26,sounds,0.869565217,0.826086957,10.43478261
1208,UT Dallas,26,time,1.52173913,1.652173913,4.304347826
1209,UT Dallas,26,toys,1.826086957,1.782608696,12.65217391
1210,UT Dallas,26,vehicles,1.391304348,1.260869565,9.956521739
1211,UT Dallas,27,action_words,20.3025,18.6025,65.8
1212,UT Dallas,27,animals,6.2,5.8025,31.3
1213,UT Dallas,27,body_parts,2.0025,1.8,22.4
1214,UT Dallas,27,clothing,3.9,3.4025,18.5
1215,UT Dallas,27,connecting_words,1,1.1,1.8
1216,UT Dallas,27,descriptive,11.4,10.1025,42.5
1217,UT Dallas,27,food_drink,11.5025,10.0025,46.8
1218,UT Dallas,27,games_routines,2.7025,2.3,20.2
1219,UT Dallas,27,helping_verbs,3.9,4.2,10.9
1220,UT Dallas,27,household,8,7.6,34.8
1221,UT Dallas,27,locations,4.0025,4.3,12.7
1222,UT Dallas,27,outside,4.5,5.0025,19.9
1223,UT Dallas,27,people,3.8,4.2,16.6
1224,UT Dallas,27,places,3.1,3.5025,10.9
1225,UT Dallas,27,pronouns,4.0025,4.9,11.1
1226,UT Dallas,27,quantifiers,2.7,2.9,8.1
1227,UT Dallas,27,question_words,1.3,1.3,3.4
1228,UT Dallas,27,rooms_furn,5.8,5.5,19.4
1229,UT Dallas,27,sounds,0.9,0.8,10.6
1230,UT Dallas,27,time,2.4025,2.5,5.3
1231,UT Dallas,27,toys,2.8,2.6,13.4
1232,UT Dallas,27,vehicles,2.1,1.7,10
1233,UT Dallas,28,action_words,17.89444444,17.44722222,74
1234,UT Dallas,28,animals,7.333333333,6.555555556,34
1235,UT Dallas,28,body_parts,4.666666667,3.225,21.55555556
1236,UT Dallas,28,clothing,4.666666667,3.780555556,18.11111111
1237,UT Dallas,28,connecting_words,1.111111111,1.222222222,1.333333333
1238,UT Dallas,28,descriptive,12.11388889,10.88888889,45.55555556
1239,UT Dallas,28,food_drink,11.34444444,9.894444444,50
1240,UT Dallas,28,games_routines,3.558333333,2.333333333,21.33333333
1241,UT Dallas,28,helping_verbs,3.444444444,3.222222222,8.111111111
1242,UT Dallas,28,household,10.44722222,7.447222222,38.11111111
1243,UT Dallas,28,locations,3.555555556,3.666666667,14.44444444
1244,UT Dallas,28,outside,5.447222222,4.444444444,24
1245,UT Dallas,28,people,4.336111111,4.111111111,19.22222222
1246,UT Dallas,28,places,3.780555556,3.222222222,13.88888889
1247,UT Dallas,28,pronouns,4.111111111,4.111111111,11.55555556
1248,UT Dallas,28,quantifiers,2.333333333,2.444444444,7.111111111
1249,UT Dallas,28,question_words,1.111111111,1.222222222,3.222222222
1250,UT Dallas,28,rooms_furn,6.333333333,5.111111111,23.22222222
1251,UT Dallas,28,sounds,1,0.666666667,11.11111111
1252,UT Dallas,28,time,2.111111111,2.222222222,5.555555556
1253,UT Dallas,28,toys,3.555555556,2.111111111,15.11111111
1254,UT Dallas,28,vehicles,2.444444444,2,11.11111111
1255,UT Dallas,29,action_words,10.18712121,9.242424242,81.24242424
1256,UT Dallas,29,animals,3.272727273,2.515151515,36.54545455
1257,UT Dallas,29,body_parts,2.668939394,2.060606061,22.6969697
1258,UT Dallas,29,clothing,2.666666667,2.364393939,20.12121212
1259,UT Dallas,29,connecting_words,0.728030303,0.728030303,2.696969697
1260,UT Dallas,29,descriptive,5.818181818,4.96969697,48.36363636
1261,UT Dallas,29,food_drink,5.668939394,5.637878788,55.21212121
1262,UT Dallas,29,games_routines,1.484848485,1.212121212,22.45454545
1263,UT Dallas,29,helping_verbs,2.121212121,2.242424242,12.57575758
1264,UT Dallas,29,household,4.758333333,4.152272727,39.54545455
1265,UT Dallas,29,locations,2.848484848,2.454545455,17.12121212
1266,UT Dallas,29,outside,3.424242424,2.96969697,24
1267,UT Dallas,29,people,2.272727273,2.152272727,21.24242424
1268,UT Dallas,29,places,1.757575758,1.576515152,15.3030303
1269,UT Dallas,29,pronouns,2.606060606,2.334090909,16.21212121
1270,UT Dallas,29,quantifiers,1.818939394,1.758333333,9.818181818
1271,UT Dallas,29,question_words,0.787878788,0.728030303,4.545454545
1272,UT Dallas,29,rooms_furn,3.183333333,2.788636364,24.3030303
1273,UT Dallas,29,sounds,0.393939394,0.303030303,11.45454545
1274,UT Dallas,29,time,1.364393939,1.363636364,7.636363636
1275,UT Dallas,29,toys,1.696969697,1.334090909,15.27272727
1276,UT Dallas,29,vehicles,1.363636364,1.090909091,11.60606061
1277,UT Dallas,30,action_words,4.405555556,3.841666667,84.5952381
1278,UT Dallas,30,animals,1.365277778,1.26984127,37.24603175
1279,UT Dallas,30,body_parts,0.888888889,0.801785714,23.77777778
1280,UT Dallas,30,clothing,1.182738095,1,21.3015873
1281,UT Dallas,30,connecting_words,0.325396825,0.35734127,2.515873016
1282,UT Dallas,30,descriptive,2.436507937,2.199404762,50.98412698
1283,UT Dallas,30,food_drink,2.460515873,2.39702381,57.76984127
1284,UT Dallas,30,games_routines,0.738095238,0.666666667,22.9047619
1285,UT Dallas,30,helping_verbs,1.119246032,1,12.83333333
1286,UT Dallas,30,household,2.047619048,1.81765873,41.63492063
1287,UT Dallas,30,locations,1.246428571,1.126984127,18.01587302
1288,UT Dallas,30,outside,1.238293651,1.198809524,25.61111111
1289,UT Dallas,30,people,1.158928571,1.03968254,21.85714286
1290,UT Dallas,30,places,0.976388889,0.912698413,15.41269841
1291,UT Dallas,30,pronouns,1.175,1.301587302,16.05555556
1292,UT Dallas,30,quantifiers,0.849603175,0.873015873,10.15079365
1293,UT Dallas,30,question_words,0.428769841,0.388888889,4.468253968
1294,UT Dallas,30,rooms_furn,1.420833333,1.381349206,25.38888889
1295,UT Dallas,30,sounds,0.262103175,0.214484127,11.42857143
1296,UT Dallas,30,time,0.730357143,0.635515873,7.507936508
1297,UT Dallas,30,toys,0.626984127,0.611309524,15.75396825
1298,UT Dallas,30,vehicles,0.492261905,0.444444444,12.0952381
1299,UT Dallas,31,action_words,5.873611111,5.111574074,88.01851852
1300,UT Dallas,31,animals,2.111111111,1.908333333,37.33333333
1301,UT Dallas,31,body_parts,0.944444444,0.777777778,24.61111111
1302,UT Dallas,31,clothing,1.277777778,1.24212963,21.98148148
1303,UT Dallas,31,connecting_words,0.574074074,0.611111111,3.148148148
1304,UT Dallas,31,descriptive,3.890277778,2.926851852,52.5
1305,UT Dallas,31,food_drink,3.16712963,2.555555556,59.16666667
1306,UT Dallas,31,games_routines,0.888888889,0.889351852,22.66666667
1307,UT Dallas,31,helping_verbs,1.66712963,1.462962963,13.64814815
1308,UT Dallas,31,household,2.425925926,2.333796296,42.03703704
1309,UT Dallas,31,locations,1.740740741,1.574537037,18.83333333
1310,UT Dallas,31,outside,1.685185185,1.462962963,26.7037037
1311,UT Dallas,31,people,1.462962963,1.519444444,23
1312,UT Dallas,31,places,1.222222222,1.166666667,16.11111111
1313,UT Dallas,31,pronouns,1.759722222,1.722222222,16.64814815
1314,UT Dallas,31,quantifiers,1.278703704,1.203703704,11.42592593
1315,UT Dallas,31,question_words,0.555555556,0.518518519,5.055555556
1316,UT Dallas,31,rooms_furn,1.852314815,1.630092593,26.59259259
1317,UT Dallas,31,sounds,0.333333333,0.278240741,11.42592593
1318,UT Dallas,31,time,0.944444444,0.870833333,8.425925926
1319,UT Dallas,31,toys,0.778240741,0.66712963,16.11111111
1320,UT Dallas,31,vehicles,0.592592593,0.555555556,12.2962963
1321,UT Dallas,32,action_words,12.21428571,9.644642857,85.07142857
1322,UT Dallas,32,animals,4.214285714,3.142857143,37.78571429
1323,UT Dallas,32,body_parts,1.071428571,0.857142857,25.14285714
1324,UT Dallas,32,clothing,2.714285714,2.358928571,22.78571429
1325,UT Dallas,32,connecting_words,1.214285714,1.142857143,2.714285714
1326,UT Dallas,32,descriptive,6.217857143,5.789285714,51.92857143
1327,UT Dallas,32,food_drink,5.5,5,58.28571429
1328,UT Dallas,32,games_routines,2,1.571428571,22.42857143
1329,UT Dallas,32,helping_verbs,3.430357143,3.785714286,13.42857143
1330,UT Dallas,32,household,4.789285714,4.430357143,42.21428571
1331,UT Dallas,32,locations,3.642857143,3.214285714,18.78571429
1332,UT Dallas,32,outside,3.717857143,2.930357143,26.42857143
1333,UT Dallas,32,people,3.571428571,3.285714286,21.85714286
1334,UT Dallas,32,places,2.930357143,2.5,16.42857143
1335,UT Dallas,32,pronouns,4.214285714,3.930357143,14.42857143
1336,UT Dallas,32,quantifiers,2.928571429,2.571428571,11
1337,UT Dallas,32,question_words,1.071428571,1,5
1338,UT Dallas,32,rooms_furn,3.428571429,3.358928571,26.64285714
1339,UT Dallas,32,sounds,0.428571429,0.357142857,11.64285714
1340,UT Dallas,32,time,2,2.142857143,7.785714286
1341,UT Dallas,32,toys,1.644642857,1.5,15.85714286
1342,UT Dallas,32,vehicles,0.858928571,0.857142857,12.5
1343,UT Dallas,33,action_words,32.8,24.8,78.2
1344,UT Dallas,33,animals,13.6,10.6,32.4
1345,UT Dallas,33,body_parts,5.2,3.4,23.6
1346,UT Dallas,33,clothing,8.4,7.4,20.6
1347,UT Dallas,33,connecting_words,2.4,1.4,4.6
1348,UT Dallas,33,descriptive,18.4,12.8,50.2
1349,UT Dallas,33,food_drink,19.6,14.4,53.6
1350,UT Dallas,33,games_routines,6,3.8,21.2
1351,UT Dallas,33,helping_verbs,6.2,5.8,15.2
1352,UT Dallas,33,household,10,8.4,41.6
1353,UT Dallas,33,locations,8.8,6.6,19.4
