itemID,item,type,category,choices,definition,gloss,uni_lemma,complexity_category
item_468,AMBULANCE,word,vehicles,produces,AMBULANCE,,ambulance,
item_469,BICYCLE,word,vehicles,produces,BICYCLE,,bicycle,
item_470,BOAT,word,vehicles,produces,BOAT,,boat,
item_471,BUS,word,vehicles,produces,BUS,,bus,
item_472,CAR,word,vehicles,produces,CAR/DRIVE,,car,
item_473,FIRETRUCK,word,vehicles,produces,FIRETRUCK,,firetruck,
item_474,HELICOPTER,word,vehicles,produces,HELICOPTER,,,
item_475,MOTORCYCLE,word,vehicles,produces,MOTORCYCLE,,motorcycle,
item_476,SLED,word,vehicles,produces,SLED,,,
item_477,TRAIN,word,vehicles,produces,TRAIN,,train,
item_478,TRUCK,word,vehicles,produces,TRUCK,,truck,
item_479,AFTER,word,time_words,produces,AFTER,,after,
item_480,BEFORE,word,time_words,produces,BEFORE,,,
item_481,DAY,word,time_words,produces,DAY,,day,
item_482,LATER,word,time_words,produces,LATER,,later,
item_483,MORNING,word,time_words,produces,MORNING,,morning,
item_484,NIGHT,word,time_words,produces,NIGHT,,night,
item_485,NOT_YET,word,time_words,produces,NOT-YET,,,
item_486,NOW,word,time_words,produces,NOW,,now,
item_487,SOON,word,time_words,produces,SOON,,,
item_488,TIME,word,time_words,produces,TIME,,time,
item_489,TODAY,word,time_words,produces,TODAY,,today,
item_490,TOMORROW,word,time_words,produces,TOMORROW,,tomorrow,
item_491,TONIGHT,word,time_words,produces,TONIGHT,,tonight,
item_492,YESTERDAY,word,time_words,produces,YESTERDAY,,yesterday,
item_493,CAN,word,helping_verbs,produces,CAN,,can (auxiliary),
item_494,CANT,word,helping_verbs,produces,CAN'T,,,
item_495,DONT_KNOW,word,helping_verbs,produces,DONT-KNOW,,,
item_496,DONT_LIKE,word,helping_verbs,produces,DON'T-LIKE,,,
item_497,DONT_WANT,word,helping_verbs,produces,DON'T-WANT,,,
item_498,LET_ME_SEE,word,helping_verbs,produces,LET-ME-SEE,,,
item_499,HAVE_TO_NEED_MUST,word,helping_verbs,produces,NEED-TO/MUST,,,
item_500,WANT,word,helping_verbs,produces,WANT,,,
item_501,WILL,word,helping_verbs,produces,WILL,,,
item_502,MAD/ANGRY,word,descriptive_words,produces,ANGRY,,angry,
item_503,BAD,word,descriptive_words,produces,BAD,,bad,
item_504,BETTER,word,descriptive_words,produces,BETTER,,,
item_505,BIG,word,descriptive_words,produces,BIG,,big,
item_506,BLACK,word,descriptive_words,produces,BLACK,,black,
item_507,BLUE,word,descriptive_words,produces,BLUE,,blue,
item_508,BROWN,word,descriptive_words,produces,BROWN,,,
item_509,CAREFUL,word,descriptive_words,produces,CAREFUL,,careful,
item_510,COLD,word,descriptive_words,produces,COLD,,cold,
item_511,CRAZY,word,descriptive_words,produces,CRAZY,,,
item_512,CUTE,word,descriptive_words,produces,CUTE,,cute,
item_513,DARK,word,descriptive_words,produces,DARK,,dark,
item_514,DEAF,word,descriptive_words,produces,DEAF,,,
item_515,DELICIOUS,word,descriptive_words,produces,DELICIOUS,,tasty,
item_516,DIRTY,word,descriptive_words,produces,DIRTY,,dirty,
item_517,DRY,word,descriptive_words,produces,DRY,,dry (description),
item_518,EMPTY,word,descriptive_words,produces,EMPTY,,empty,
item_519,FAST,word,descriptive_words,produces,FAST,,fast,
item_520,FINE,word,descriptive_words,produces,FINE,,fine,
item_521,FIRST,word,descriptive_words,produces,FIRST,,,
item_522,FULL,word,descriptive_words,produces,FULL,,full,
item_523,FUNNY,word,descriptive_words,produces,FUNNY,,funny,
item_524,GOOD,word,descriptive_words,produces,GOOD,,good,
item_525,GREEN,word,descriptive_words,produces,GREEN,,green,
item_526,HAPPY,word,descriptive_words,produces,HAPPY,,happy,
item_527,HARD,word,descriptive_words,produces,HARD,,hard,
item_528,HEAVY,word,descriptive_words,produces,HEAVY,,heavy,
item_529,HIGH,word,descriptive_words,produces,HIGH,,high,
item_530,HOT,word,descriptive_words,produces,HOT,,hot,
item_531,HUNGRY,word,descriptive_words,produces,HUNGRY,,hungry,
item_532,HURT,word,descriptive_words,produces,HURT,,hurt (description),
item_533,LAST,word,descriptive_words,produces,LAST,,,
item_534,LITTLE,word,descriptive_words,produces,LITTLE,,little (description),
item_535,LONG,word,descriptive_words,produces,LONG,,,
item_536,NEW,word,descriptive_words,produces,NEW,,new,
item_537,NICE,word,descriptive_words,produces,NICE,,nice,
item_538,NOISY,word,descriptive_words,produces,NOISY,,,
item_539,OLD,word,descriptive_words,produces,OLD,,old,
item_540,PINK,word,descriptive_words,produces,PINK,,,
item_541,POOR,word,descriptive_words,produces,POOR,,,
item_542,PRETTY,word,descriptive_words,produces,PRETTY,,pretty,
item_543,PURPLE,word,descriptive_words,produces,PURPLE,,,
item_544,QUIET,word,descriptive_words,produces,QUIET,,,
item_545,RED,word,descriptive_words,produces,RED,,red,
item_546,SAD,word,descriptive_words,produces,SAD,,sad,
item_547,SCARED,word,descriptive_words,produces,SCARED,,scared,
item_548,SICK,word,descriptive_words,produces,SICK,,sick,
item_549,SILLY,word,descriptive_words,produces,SILLY,,,
item_550,SLEEPY,word,descriptive_words,produces,SLEEPY,,sleepy,
item_551,SLOW,word,descriptive_words,produces,SLOW,,slow,
item_552,SOFT,word,descriptive_words,produces,SOFT,,soft,
item_553,STICKY,word,descriptive_words,produces,STICKY,,,
item_554,STUCK,word,descriptive_words,produces,STUCK,,,
item_555,THIRSTY,word,descriptive_words,produces,THIRSTY,,thirsty,
item_556,TIRED,word,descriptive_words,produces,TIRED,,tired,
item_557,UPSET,word,descriptive_words,produces,UPSET,,angry,
item_558,WET,word,descriptive_words,produces,WET,,wet (description),
item_559,WHITE,word,descriptive_words,produces,WHITE,,white,
item_560,WINDY,word,descriptive_words,produces,WINDY,,,
item_561,YELLOW,word,descriptive_words,produces,YELLOW,,yellow,
item_562,YUCKY,word,descriptive_words,produces,YUCKY,,yucky,
item_563,combine,combine,,yes; no,Does your baby combine signs to make sentences?,,,
