form_id,form_language,form,visit_id,internal_lab_id,child_id,sex,lab_visit_num,child_age,child_age_in_days,child_age_in_months,exposure_to_english,exposure_to_french,exposure_to_other_language,other_language,premature,health_issues,low_birthweight,lang_vocab_production,lang_vocab_comprehension,word_vocab_production,word_vocab_comprehension,concept_vocab_comprehension,concept_vocab_production,forms_filled_visit,responding_caregiver,source_name,years_education,highest_edu_desc,edu_parent,exp_en,exp_fr,exp_ot,en_airplane,en_animal,en_apple,en_arm,en_aunt,en_baa_baa,en_baby,en_babysitter,en_babysitters_name,en_backyard,en_ball,en_balloon,en_banana,en_bathroom,en_bathtub,en_beach,en_beads,en_bear,en_bed,en_bedroom,en_bee,en_belly_button,en_bib,en_bicycle,en_bird,en_blanket,en_block,en_book,en_boots,en_bottle,en_bowl,en_box,en_boy,en_bread,en_broom,en_brother,en_brush,en_bubbles,en_bug,en_bunny,en_bus,en_butter,en_butterfly,en_button,en_cake,en_candy,en_car,en_carrots,en_cat,en_cereal,en_chair,en_cheek,en_cheerios,en_cheese,en_chicken_animal,en_chicken_food,en_child,en_childs_own_name,en_choo_choo,en_church,en_clock,en_coat,en_cockadoodledoo,en_coffee,en_comb,en_cookie,en_couch,en_cow,en_cracker,en_crib,en_cup,en_daddy,en_deer,en_diaper,en_dish,en_dog,en_doll,en_donkey,en_door,en_drawer,en_dress_object,en_drink_beverage,en_duck,en_ear,en_egg,en_elephant,en_eye,en_face,en_finger,en_firetruck,en_fish_animal,en_fish_food,en_flower,en_food,en_foot,en_fork,en_frog,en_garage,en_garden,en_giraffe,en_girl,en_glass,en_glasses,en_goose,en_grandma,en_grandpa,en_grrr,en_hair,en_hammer,en_hand,en_hat,en_head,en_high_chair,en_home,en_horse,en_house,en_ice_cream,en_jacket,en_jeans,en_juice,en_keys,en_kitchen,en_kitty,en_knee,en_lady,en_lamb,en_lamp,en_leg,en_light,en_lion,en_living_room,en_man,en_meat,en_medicine,en_meow,en_milk,en_mommy,en_money,en_monkey,en_moo,en_moon,en_motorcycle,en_mouse,en_mouth,en_necklace,en_noodles,en_nose,en_orange_food,en_ouch,en_outside,en_oven,en_owie_boo_boo,en_owl,en_pajamas,en_pants,en_paper,en_park,en_party,en_peas,en_pen,en_penguin,en_penny,en_people,en_person,en_picture,en_pig,en_pillow,en_pizza,en_plant,en_plate,en_play_pen,en_pony,en_pool,en_potty,en_puppy,en_purse,en_quack_quack,en_radio,en_rain,en_raisin,en_refrigerator,en_rock,en_rocking_chair,en_school,en_scissors,en_sheep,en_shirt,en_shoe,en_shorts,en_shovel,en_sink,en_sister,en_sky,en_slide_object,en_snow,en_soap,en_sock,en_spaghetti,en_spoon,en_squirrel,en_stairs,en_star,en_store,en_stove,en_stroller,en_sun,en_sweater,en_swing_object,en_table,en_teacher,en_teddybear,en_telephone,en_tiger,en_toast,en_toe,en_tongue,en_tooth,en_toothbrush,en_towel,en_toy_object,en_train,en_trash,en_tree,en_truck,en_tummy,en_turkey,en_turtle,en_tv,en_uh_oh,en_uncle,en_vacuum,en_vroom,en_watch_object,en_water_beverage,en_water_not_beverage,en_window,en_woof_woof,en_work_place,en_yum_yum,en_zipper,en_zoo,en_all,en_all_gone,en_another,en_asleep,en_away,en_back,en_bad,en_bath,en_big,en_bite,en_blow,en_blue,en_break,en_breakfast,en_bring,en_broken,en_bump,en_bye,en_careful,en_clean_action,en_clean_description,en_close,en_cold,en_cry,en_cute,en_dance,en_dark,en_day,en_dinner,en_dirty,en_don_t,en_down,en_draw,en_drink_action,en_drive,en_dry_description,en_eat,en_empty,en_fall,en_fast,en_feed,en_fine,en_finish,en_gentle,en_get,en_give,en_go,en_good,en_happy,en_hard,en_hello,en_help,en_her,en_hi,en_his,en_hit,en_hot,en_how,en_hug,en_hungry,en_hurry,en_hurt,en_i,en_in,en_inside,en_it,en_jump,en_kick,en_kiss,en_later,en_little_description,en_look,en_love,en_lunch,en_me,en_mine,en_more,en_morning,en_my,en_nap,en_naughty,en_nice,en_night,en_night_night,en_no,en_none,en_not,en_now,en_off,en_old,en_on,en_open,en_other,en_out,en_pattycake,en_peekaboo,en_play,en_please,en_pretty,en_pull,en_push,en_put,en_read,en_red,en_ride,en_run,en_same,en_say,en_scared,en_see,en_shh_shush_hush,en_show,en_sick,en_sing,en_sleep,en_sleepy,en_smile,en_soft,en_some,en_splash,en_stop,en_swim,en_swing_action,en_take,en_thank_you,en_that,en_there,en_thirsty,en_this,en_throw,en_tickle,en_tired,en_today,en_tomorrow,en_tonight,en_touch,en_under,en_up,en_wait,en_walk,en_wanna_want_to,en_wash,en_watch_action,en_wet,en_what,en_when,en_where,en_who,en_why,en_wipe,en_write,en_yes,en_you,en_your,en_yucky,respname,respno,reactmd,imitate,label,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,arehngry,becarefl,claphand,cgdiaper,comehere,mdhome,dontouch,givemom,givehug,givekiss,goodgb,lookhere,openmth,stopit,throwbll,gobyebye,wantmore,aretired,dontdo,getup,goget,sitdown,spitout,gonight,litpiggy,wantride,bequiet,holdstil
00362_1_en,English (American),WG,00362_1,4773,362,female,1,1y 2m 22d,448,14,1,0,0,NA,no,no,yes,12,107,12,107,107,12,English only,Mother,Byers-Heinlein,17,Graduate degree,mother,English;100;,NA,NA,0,0,1,0,0,2,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,NA,1,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA
00363_1_en,English (American),WG,00363_1,4779,363,male,1,1y 2m 2d,428,14,0.7559,0.244,0,NA,no,no,no,18,102,27,166,129,20,English & French,Mother,Byers-Heinlein,15,Some college/university,mother,English;75.59;,French;24.4;,NA,0,0,1,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2,1,1,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,2,0,2,2,1,2,2,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00365_1_en,English (American),WG,00365_1,4824,365,male,1,1y 0m 23d,388,12,1,0,0,NA,no,no,no,1,10,1,10,10,1,English only,Mother,Byers-Heinlein,18,Master's degree,mother,English;100;,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00383_1_en,English (American),WG,00383_1,5173,383,male,1,1y 2m 25d,451,14,0.18,0.82,0,NA,no,no,no,9,46,21,122,97,15,English & French,Mother,Byers-Heinlein,13,College certificate/diploma,mother,English;18;,French;82;,NA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,2,2,1,2,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
00384_1_en,English (American),WG,00384_1,5193,384,female,1,1y 2m 5d,431,14,1,0,0,NA,yes,no,no,0,89,0,89,89,0,English only,Not reported,Byers-Heinlein,12,Trade school diploma,mother,English;100;,NA,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA
00385_1_en,English (American),WG,00385_1,5194,385,male,1,1y 2m 29d,455,14,0.864,0.136,0,NA,no,no,no,6,99,6,99,99,6,English only,Mother,Byers-Heinlein,17,Graduate degree,mother,English;86.4;,French;13.6;,NA,0,0,0,0,1,1,1,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,1,2,2,1,0,1,2,2,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
00387_1_en,English (American),WG,00387_1,5197,387,male,1,1y 2m 19d,445,14,1,0,0,NA,no,no,no,0,1,0,1,1,0,English only,Mother,Byers-Heinlein,12,Trade school diploma,mother,English;100;,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,2,0,2,2,0,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
00392_1_en,English (American),WG,00392_1,5224,392,female,1,1y 2m 3d,429,14,0.504,0.496,0,NA,no,no,no,13,99,32,206,151,25,English & French,Father,Byers-Heinlein,15,Some college/university,mother,English;50.4;,French;49.6;,NA,0,0,2,1,0,2,2,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,1,2,2,0,0,0,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
00393_1_en,English (American),WG,00393_1,5235,393,male,1,1y 1m 14d,409,13,0.241,0.759,0,NA,no,no,no,6,27,8,57,48,7,English & French,Mother,Byers-Heinlein,18,Master's degree,mother,English;24.1;,French;75.9;,NA,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,2,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
00394_1_en,English (American),WG,00394_1,5249,394,male,1,1y 2m 27d,453,14,1,0,0,NA,no,no,no,9,194,9,194,194,9,English only,Mother,Byers-Heinlein,18,Master's degree,mother,English;100;,NA,NA,0,1,1,0,0,0,1,0,0,1,2,0,2,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,1,0,1,1,0,1,0,2,0,0,0,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA
